GridI,GridJ,GridK,x,y,Y_lm,u1976,v1976,T25_DeltaWhiteRatio_Q10000,T45_DeltaWhiteRatio_Q10000,T60_DeltaWhiteRatio_Q10000,T80_DeltaWhiteRatio_Q10000,T100_DeltaWhiteRatio_Q10000
2,14,27,0.172783720930233,0.261786046511628,4,0.119246198773624,0.406509532457381,0,0,0,0,0
2,15,26,0.172432558139535,0.27756511627907,4,0.115225506071616,0.417327261199156,0,0,0,0,0
2,16,25,0.172081395348837,0.293344186046512,4,0.111452268470508,0.427479208605299,0,0,0,0,0
2,17,24,0.17173023255814,0.309123255813953,4,0.107904323391496,0.437025003397399,0,0,0,0,0
2,18,23,0.171379069767442,0.324902325581395,4,0.104562078102664,0.446017360088822,0,0,0,0,0
2,19,22,0.171027906976744,0.340681395348837,4,0.101408147731409,0.454503052917232,0,0,0,0,0
2,20,21,0.170676744186047,0.356460465116279,4,0.0984270527876444,0.462523729662564,0,0,0,0,0
2,21,20,0.170325581395349,0.372239534883721,4,0.0956049650880012,0.470116595241421,0,0,0,0,0
2,22,19,0.169974418604651,0.388018604651163,4,0.0929294932800339,0.477314988757145,0,0,0,0,0
2,23,18,0.169623255813953,0.403797674418605,4,0.0903895009480376,0.484148872888602,0,0,0,0,0
2,24,17,0.169272093023256,0.419576744186046,4,0.0879749516685895,0.490645250770372,0,0,0,0,0
2,25,16,0.168920930232558,0.435355813953488,4,0.0856767764696724,0.496828522595781,0,0,0,0,0
2,26,15,0.16856976744186,0.45113488372093,4,0.0834867600030638,0.50272079187166,0,0,0,0,0
2,27,14,0.168218604651163,0.466913953488372,4,0.0813974424184045,0.508342129427492,0,0,0,0,0
2,28,13,0.167867441860465,0.482693023255814,4,0.0794020344688188,0.513710801824917,0,0,0,0,0
2,29,12,0.167516279069767,0.498472093023256,4,0.0774943438122974,0.518843469644857,0,0,0,0,0
2,30,11,0.16716511627907,0.514251162790698,4,0.0756687108233279,0.523755360187211,0,0,0,0,0
2,31,10,0.166813953488372,0.53003023255814,4,0.0739199525131547,0.52846041835416,0,0,0,0,0
2,32,9,0.166462790697674,0.545809302325581,4,0.0722433133882618,0.532971438866093,0,0,0,0,0
2,33,8,0.166111627906977,0.561588372093023,4,0.0706344222658433,0.537300182450172,0,0,0,0,0
2,34,7,0.165760465116279,0.577367441860465,4,0.0690892542204814,0.541457478223319,0,0,0,0,0
2,35,6,0.165409302325581,0.593146511627907,4,0.0676040969645356,0.545453314146238,0,0,0,0,0
2,36,5,0.165058139534884,0.608925581395349,4,0.0661755210710412,0.54929691713911,0,0,0,0,0
2,37,4,0.164706976744186,0.624704651162791,4,0.0648003535363239,0.552996824211749,0,0,0,0,0
2,38,3,0.164355813953488,0.640483720930233,4,0.0634756542533484,0.556560945762369,0,0,0,0,0
2,39,2,0.164004651162791,0.656262790697674,4,0.0621986950286554,0.559996622032813,0,0,0,0,0
2,40,1,0.163653488372093,0.672041860465116,4,0.0609669408277334,0.563310673568127,0,0,0,0,0
2,41,0,0.163302325581395,0.687820930232558,4,0.0597780329775198,0.566509446410466,0,0,0,0,0
3,0,40,0.1905,0.0471186046511628,4,0.239289798744178,0.133169308158463,0,0,0,0,0
3,1,39,0.190148837209302,0.0628976744186047,4,0.225396685375294,0.167753255631885,0,-338,-627,-933,-1467
3,2,38,0.189797674418605,0.0786767441860465,4,0.212985060799376,0.198649352208389,0,-267,-495,-738,-1152
3,3,37,0.189446511627907,0.0944558139534884,4,0.201829952653134,0.226417618683058,0,93,168,258,379
3,4,36,0.189095348837209,0.11023488372093,4,0.191749745016773,0.251510149216774,0,105,180,247,340
3,5,35,0.188744186046512,0.126013953488372,4,0.182596213985844,0.274295915658368,0,106,177,244,331
3,6,34,0.188393023255814,0.141793023255814,4,0.17424719057621,0.295079031680427,0,71,104,138,176
3,7,33,0.188041860465116,0.157572093023256,4,0.166601076773142,0.314112403907372,0,35,42,37,20
3,8,32,0.187690697674419,0.173351162790698,4,0.159572690721762,0.331608074429162,0,17,3,-26,-80
3,9,31,0.187339534883721,0.18913023255814,4,0.15309007981756,0.347745153933865,0,3,-26,-69,-151
3,10,30,0.186988372093023,0.204909302325581,4,0.147092048467841,0.362675975819132,0,0,-41,-94,-205
3,11,29,0.186637209302326,0.220688372093023,4,0.141526220283179,0.376530919953938,0,17,-6,-59,-170
3,12,28,0.186286046511628,0.236467441860465,4,0.136347504602194,0.389422229938646,0,-13,-53,-109,-200
3,13,27,0.18593488372093,0.252246511627907,4,0.131516872230319,0.401447060642648,0,-25,-25,-25,-25
3,14,26,0.185583720930233,0.268025581395349,4,0.127000370015238,0.412689931208995,0,0,0,0,0
3,15,25,0.185232558139535,0.283804651162791,4,0.122768321611386,0.423224714580992,0,0,0,0,0
3,16,24,0.184881395348837,0.299583720930233,4,0.118794674644191,0.433116262597811,0,0,0,0,0
