wavelength_nm,R_W_nm,G_W_nm,B_W_nm,W_W_nm,RGB_target_W_nm
570.2,6.41943669556147e-08,6.76178304868186e-06,2.53590027905725e-07,2.989274358395e-05,5.51018584807006e-06
570.4,6.00769353098155e-08,6.69142058300923e-06,2.49528495841747e-07,2.98448177450099e-05,5.44960663746111e-06
570.6,5.58014849259805e-08,6.61467060272235e-06,2.45266394293128e-07,2.9818857915584e-05,5.38376532151347e-06
570.8,5.34759261397941e-08,6.51316900330523e-06,2.43852379426409e-07,2.98208548255398e-05,5.30106259881139e-06
571,5.16890224228867e-08,6.40338359587276e-06,2.41595972724199e-07,2.98008857259814e-05,5.21184584208933e-06
571.2,5.037021194884e-08,6.2975903850742e-06,2.3772498167063e-07,2.97539583420191e-05,5.12543825935138e-06
571.4,5.21054365816098e-08,6.21215737710856e-06,2.39189138908508e-07,2.96960479532998e-05,5.05979154078245e-06
571.6,5.80366053149263e-08,6.15377150133766e-06,2.47994139284244e-07,2.96391360195583e-05,5.02194037669996e-06
571.8,6.76250630795102e-08,6.0869022077197e-06,2.53018404874498e-07,2.95972009104857e-05,4.97850168590361e-06
572,7.90063875322481e-08,5.99817563753109e-06,2.5111299477041e-07,2.95652503511922e-05,4.9161013030648e-06
572.2,8.21041510948734e-08,5.91114575091189e-06,2.51784902543957e-07,2.95223167871417e-05,4.84987948133353e-06
572.4,7.62922417864896e-08,5.83299850180314e-06,2.5694956677346e-07,2.94783847681132e-05,4.78588385994934e-06
572.6,7.82262321274805e-08,5.75275534946159e-06,2.613119530644e-07,2.94464342088198e-05,4.7257609289489e-06
572.8,8.83324745619803e-08,5.67321083153097e-06,2.62816224199207e-07,2.94424403889081e-05,4.67114768937647e-06
573,8.81555730816635e-08,5.60035324296214e-06,2.58844948403317e-07,2.94174790144601e-05,4.61162564329927e-06
573.2,7.74401137514662e-08,5.53198687560647e-06,2.50049976501813e-07,2.93795377252991e-05,4.54554812197302e-06
573.4,6.93066209710604e-08,5.44286108575447e-06,2.39610334826254e-07,2.93266196114693e-05,4.46428556685866e-06
573.6,6.60836350122559e-08,5.33856494869362e-06,2.30233711419292e-07,2.92587246729708e-05,4.37521162977331e-06
573.8,6.74183467429603e-08,5.25742355210944e-06,2.27455824057015e-07,2.92177880188761e-05,4.31080366451395e-06
574,7.05638140755586e-08,5.19464626004123e-06,2.29541746697281e-07,2.91988173742956e-05,4.26442707474605e-06
574.2,6.74292788569125e-08,5.12208808621995e-06,2.29581860594209e-07,2.91668668150021e-05,4.20464850542805e-06
574.4,6.2262364271706e-08,5.04513849610137e-06,2.28799639604109e-07,2.91259301609074e-05,4.13949249406607e-06
574.6,6.64593022007937e-08,4.97966647130528e-06,2.31888409667579e-07,2.90800012319231e-05,4.09222003660474e-06
574.8,7.67275386874937e-08,4.9223784496087e-06,2.37213529484795e-07,2.90320753929829e-05,4.05701069624855e-06
575,8.81724681668623e-08,4.8725757966007e-06,2.42488506930851e-07,2.90001248336895e-05,4.02859618770035e-06
575.2,9.54095276031912e-08,4.81738367813692e-06,2.45497049200465e-07,2.89801557341311e-05,3.99173171424175e-06
575.4,8.50011612921953e-08,4.72286842282914e-06,2.4086389410526e-07,2.89382206250584e-05,3.90701359048553e-06
575.6,7.222847688191e-08,4.61996955459016e-06,2.33994389256309e-07,2.88912932410962e-05,3.8128892063257e-06
575.8,8.32361218031923e-08,4.55868933625967e-06,2.32309605585325e-07,2.88593426818027e-05,3.772020011131e-06
576,1.00088472374715e-07,4.50898648816752e-06,2.3424510111211e-07,2.88363782173106e-05,3.74633164130843e-06
576.2,1.00058657518482e-07,4.42914255548935e-06,2.40623210723691e-07,2.8805426112995e-05,3.68591400630993e-06
576.4,9.4728755052534e-08,4.34540623109313e-06,2.45677561736641e-07,2.87694817337899e-05,3.61781350869618e-06
576.6,9.42676186094612e-08,4.28542347666866e-06,2.40332384970961e-07,2.87335373545848e-05,3.56766342853524e-06
576.8,9.44802979172577e-08,4.2336247253437e-06,2.33342538431226e-07,2.86985914303576e-05,3.52378260564687e-06
577,9.00577609093391e-08,4.17553826432034e-06,2.31015932409391e-07,2.86486686814616e-05,3.47344373147203e-06
577.2,9.33731729224664e-08,4.12144399993089e-06,2.34616154658696e-07,2.86007428425214e-05,3.43472866070145e-06
577.4,1.21098007733681e-07,4.08261988766613e-06,2.51794931018189e-07,2.85757814680734e-05,3.43256346443776e-06
577.6,1.40080132868792e-07,4.03770767553466e-06,2.59226030424134e-07,2.85647984633163e-05,3.41468389452766e-06
577.8,1.21266958585669e-07,3.96624735578771e-06,2.34104702472861e-07,2.85578092784709e-05,3.33287719122699e-06
578,1.05524714494561e-07,3.89608449994677e-06,2.13626558091025e-07,2.85418339988241e-05,3.25645737709038e-06
578.2,1.18891708372427e-07,3.84109199131469e-06,2.22541871683313e-07,2.84769344252593e-05,3.22698582746983e-06
578.4,1.32377961675226e-07,3.78899382524219e-06,2.32339691008021e-07,2.84250147664075e-05,3.2002806735736e-06
578.6,1.32049998256661e-07,3.73320287728332e-06,2.28980152140286e-07,2.84080410317828e-05,3.15441614773281e-06
578.8,1.32059936542072e-07,3.68469768818134e-06,2.27104827458894e-07,2.83890703872024e-05,3.11522186070177e-06
579,1.37466363805685e-07,3.64886772339201e-06,2.31968637461436e-07,2.83621121027985e-05,3.09309925640396e-06
579.2,1.35021545594566e-07,3.59696916715121e-06,2.283583867379e-07,2.83261677235934e-05,3.04859790918673e-06
579.4,1.2108806944827e-07,3.51832289346322e-06,2.11630891718848e-07,2.82752465197195e-05,2.96847698843374e-06
579.6,1.2146572429389e-07,3.46133428651418e-06,2.08281381325345e-07,2.82383036855364e-05,2.92220491971434e-06
579.8,1.43001988779642e-07,3.4385787657009e-06,2.25610584798319e-07,2.82173361310001e-05,2.9281215147231e-06
580,1.52662002199185e-07,3.39825757969843e-06,2.33282367585834e-07,2.81963685764638e-05,2.90690147808082e-06
580.2,1.43021865350464e-07,3.32909277301597e-06,2.23524662158054e-07,2.81754010219275e-05,2.84058809966961e-06
580.4,1.41749764817849e-07,3.26731353010625e-06,2.14639433988462e-07,2.81344643678327e-05,2.78685419891796e-06
580.6,1.52731570197063e-07,3.22090424423706e-06,2.11761261883865e-07,2.80825447089809e-05,2.75721156344108e-06
580.8,1.55921759814011e-07,3.17030315190228e-06,2.13977554689147e-07,2.80515926046654e-05,2.72056102395139e-06
581,1.49710331432103e-07,3.11750635141884e-06,2.19061991124794e-07,2.8055586424577e-05,2.67628703504332e-06
581.2,1.4553625155946e-07,3.07938087356502e-06,2.16966040010296e-07,2.80346188700407e-05,2.64203289279455e-06
581.4,1.46420758961044e-07,3.05233374137029e-06,2.09133801635069e-07,2.79876914860785e-05,2.61788039773712e-06
581.6,1.53944041017211e-07,3.01151353078858e-06,2.0722839153098e-07,2.79397656471383e-05,2.59045924652203e-06
581.8,1.65909736652119e-07,2.96101224336965e-06,2.11440350708439e-07,2.78998274480215e-05,2.56142295898839e-06
582,1.75748639209061e-07,2.924084424506e-06,2.17066324752617e-07,2.7880856803441e-05,2.54213025808577e-06
582.2,1.83619761254615e-07,2.89853436604898e-06,2.22471672363689e-07,2.78748660735735e-05,2.5302503162866e-06
582.4,1.92405205557986e-07,2.87128762402256e-06,2.24527509581258e-07,2.78369247844125e-05,2.51625882370516e-06
582.6,2.01637872704855e-07,2.84164556401579e-06,2.25821182757192e-07,2.77880004904945e-05,2.50037853411267e-06
582.8,2.11576158115908e-07,2.81360038266259e-06,2.34275186534806e-07,2.77750205757815e-05,2.48942562301432e-06
583,2.18602525901522e-07,2.78006593093776e-06,2.43551525199448e-07,2.77830082156049e-05,2.47227713744204e-06
583.2,2.14030914612438e-07,2.7196839568499e-06,2.41345260868398e-07,2.77670329359581e-05,2.42006117711131e-06
583.4,2.05533680585987e-07,2.65620803037076e-06,2.31737982554099e-07,2.77430700164881e-05,2.35918301260921e-06
583.6,2.0489763031968e-07,2.62965992275527e-06,2.17658004732307e-07,2.76951441775479e-05,2.33154150275994e-06
583.8,2.09210846188077e-07,2.6152880148732e-06,2.0668685392245e-07,2.76522106134973e-05,2.31865132072521e-06
584,2.15780052844783e-07,2.57396877971225e-06,2.14489006874981e-07,2.76302446039831e-05,2.29435153757424e-06
584.2,2.23502100609171e-07,2.5265614446846e-06,2.24036114343888e-07,2.76282476940272e-05,2.26687184337738e-06
584.4,2.30995567809105e-07,2.49412484703409e-06,2.10989069367997e-07,2.76242538741156e-05,2.24119490979984e-06
584.6,2.36918785914093e-07,2.46438298211148e-06,1.94201403503554e-07,2.76092770494468e-05,2.2148239372602e-06
584.8,2.38161071590474e-07,2.42765477307952e-06,1.92667046946051e-07,2.75723342152637e-05,2.18603358870644e-06
585,2.38985949279592e-07,2.38783261165629e-06,1.95785902432217e-07,2.75363898360586e-05,2.1565107528933e-06
585.2,2.4198731147373e-07,2.34132352087126e-06,1.97209945773167e-07,2.75154222815223e-05,2.12260877979289e-06
585.4,2.50524298641824e-07,2.30509433641854e-06,2.00669769383223e-07,2.75024423668093e-05,2.10193406224268e-06
585.6,2.7115617915517e-07,2.30090252995294e-06,2.09474769758959e-07,2.7493456272008e-05,2.11812981324776e-06
585.8,2.89124599178354e-07,2.28792789089274e-06,2.14067810957235e-07,2.74754840824055e-05,2.12351321455015e-06
586,2.92901147634554e-07,2.23393343141913e-06,2.0634588579856e-07,2.74445319780899e-05,2.08028124368325e-06
586.2,2.89810340871717e-07,2.1786415080395e-06,1.94081061812769e-07,2.74175736936861e-05,2.02882346512136e-06
586.4,2.81750391403353e-07,2.14490744648298e-06,1.80662963290293e-07,2.73996015040835e-05,1.99014761625471e-06
586.6,2.83161627931722e-07,2.1200560224369e-06,1.7780484813416e-07,2.73806308595031e-05,1.97030548869057e-06
586.8,3.0455875642172e-07,2.10029464909906e-06,1.94422029936659e-07,2.73506772101655e-05,1.97817468716527e-06
587,3.29215642526542e-07,2.07334732182018e-06,2.10718300563732e-07,2.73147328309603e-05,1.98269260648913e-06
587.2,3.49221411058992e-07,2.03262691615431e-06,2.16414473927534e-07,2.7281783816689e-05,1.96814943709206e-06
587.4,3.69416007014252e-07,2.00188700207322e-06,2.14910202792727e-07,2.72867760915786e-05,1.95850182273557e-06
587.6,3.89769615536088e-07,1.99030963183489e-06,2.07188277634052e-07,2.73267142906954e-05,1.96142229500488e-06
587.8,4.04050931671771e-07,1.98641724011683e-06,2.05322981426892e-07,2.73237189257616e-05,1.96837154980859e-06
588,4.10222606912035e-07,1.98282426314631e-06,2.12934593369014e-07,2.72578208972189e-05,1.9735398115046e-06
588.2,4.1403890850988e-07,1.95507849654065e-06,2.15501882772418e-07,2.72148873331683e-05,1.95560365826229e-06
588.4,4.1753718497457e-07,1.90008598790857e-06,2.09394541965102e-07,2.72168842431242e-05,1.91207594646156e-06
588.6,4.19723607765002e-07,1.85457494628201e-06,2.03457685219731e-07,2.72258703379254e-05,1.87512935695205e-06
588.8,4.21721203132624e-07,1.82792703375068e-06,1.98483562000637e-07,2.72268687929034e-05,1.85338652064715e-06
589,4.26958679544249e-07,1.81225766196259e-06,1.8574739972594e-07,2.72198796080579e-05,1.83940042179823e-06
589.2,4.36827396957424e-07,1.79998165731332e-06,1.68608737263375e-07,2.72009089634774e-05,1.82969293881048e-06
589.4,4.5263920904641e-07,1.77153725629672e-06,1.65590166519529e-07,2.71929213236541e-05,1.81787230467381e-06
589.6,4.73509608409621e-07,1.73101646046256e-06,1.76009751246624e-07,2.71899259587203e-05,1.80620702712706e-06
589.8,4.99716867038568e-07,1.70875996422852e-06,1.8712130069573e-07,2.71829367738749e-05,1.81334916159242e-06
590,5.23866900587427e-07,1.69947810705468e-06,1.94522314678979e-07,2.71679599492061e-05,1.82757521109187e-06
590.2,5.2475140798901e-07,1.67442707317691e-06,1.92456448987178e-07,2.71489893046256e-05,1.80752126151342e-06
590.4,5.14147257455417e-07,1.64129184111547e-06,1.8535628923089e-07,2.71360093899126e-05,1.7701473553496e-06
590.6,5.24334000001746e-07,1.62592188407493e-06,1.85546830241299e-07,2.71170387453321e-05,1.76580326992131e-06
590.8,5.49050515819035e-07,1.62093163828254e-06,1.89808931789918e-07,2.71100495604867e-05,1.78248423653158e-06
591,5.69811594042725e-07,1.60246772885072e-06,1.87813265417741e-07,2.71130449254205e-05,1.78276621991544e-06
591.2,5.88316681478105e-07,1.58120928177515e-06,1.84694409931575e-07,2.71260248401334e-05,1.77863316515555e-06
591.4,6.07149732332051e-07,1.58160850143855e-06,1.92165623234449e-07,2.71270232951114e-05,1.79651327908909e-06
591.6,6.29570504219386e-07,1.58530128332491e-06,2.02244239837654e-07,2.71240279301776e-05,1.82086290487674e-06
591.8,6.64106046022795e-07,1.55935200520451e-06,2.02464866270759e-07,2.71150418353763e-05,1.82664914437359e-06
592,6.99029180957236e-07,1.52232438142501e-06,1.96427724783068e-07,2.70990665557296e-05,1.82122961784689e-06
592.2,7.15258401033485e-07,1.49777237212648e-06,1.85215890591641e-07,2.70751036362595e-05,1.80922682764353e-06
592.4,7.27214158382982e-07,1.47781138895693e-06,1.76069922092016e-07,2.70501422618115e-05,1.79851446827366e-06
592.6,7.51990303912737e-07,1.45755099103985e-06,1.82448031703597e-07,2.70611252665686e-05,1.80408166902422e-06
592.8,7.81566641296031e-07,1.43699117837522e-06,1.89979415851863e-07,2.70780990011933e-05,1.81356065756337e-06
593,8.10447298700551e-07,1.41353702315101e-06,1.81585582919641e-07,2.70671159964361e-05,1.81326421695968e-06
593.2,8.40043512654667e-07,1.39307701540224e-06,1.71727592749541e-07,2.70531376267453e-05,1.81524080373386e-06
593.4,8.72024915107436e-07,1.38519242705027e-06,1.72419557471552e-07,2.7069112906392e-05,1.83358827528827e-06
593.6,9.01154029647232e-07,1.37321583714854e-06,1.74054198771375e-07,2.70840897310608e-05,1.84694369332765e-06
593.8,9.20464118200908e-07,1.3404798247505e-06,1.70273463985894e-07,2.70850881860387e-05,1.83405045456906e-06
594,9.45826622569915e-07,1.3141313269667e-06,1.68257740665253e-07,2.70800959111491e-05,1.83157851469297e-06
594.2,9.90409770923899e-07,1.31492976629348e-06,1.73181721513187e-07,2.70731067263037e-05,1.86821452818943e-06
594.4,1.03765637976805e-06,1.31123698440712e-06,1.75608612277342e-07,2.70661175414582e-05,1.902228191008e-06
594.6,1.07810520139103e-06,1.28329160796976e-06,1.69411015201938e-07,2.70531376267453e-05,1.90812123904934e-06
594.8,1.11040462897695e-06,1.25923862325047e-06,1.60034391794976e-07,2.70411561670102e-05,1.90951757545541e-06
595,1.13236823973538e-06,1.25364954796299e-06,1.49965803666003e-07,2.70481453518557e-05,1.91737402968996e-06
595.2,1.17381088989947e-06,1.24366905637822e-06,1.47950080345362e-07,2.70601268115907e-05,1.9400643315145e-06
595.4,1.24993815614814e-06,1.21991548640647e-06,1.59202028433716e-07,2.7069112906392e-05,1.98398875255705e-06
595.6,1.32149381110772e-06,1.2055435785244e-06,1.73552775059773e-07,2.70571314466569e-05,2.03321931904302e-06
595.8,1.37347104380753e-06,1.20863753091568e-06,1.85596972612459e-07,2.70351654371427e-05,2.08039675526176e-06
596,1.42475259652856e-06,1.20264923596482e-06,1.883949169232e-07,2.70331685271869e-05,2.11581989163757e-06
596.2,1.48189773764211e-06,1.17949449548815e-06,1.7946957485668e-07,2.70661175414582e-05,2.1369901748163e-06
596.4,1.54301819292009e-06,1.15633975501148e-06,1.68207598294093e-07,2.70890820059504e-05,2.16015827236932e-06
596.6,1.60890902519537e-06,1.13877408982229e-06,1.59853879258799e-07,2.70970696457737e-05,2.19264179183173e-06
596.8,1.68006714873851e-06,1.12140803446479e-06,1.63002820167661e-07,2.71040588306192e-05,2.23430774615818e-06
597,1.75669132925773e-06,1.10533944301331e-06,1.75919494978536e-07,2.71140433803984e-05,2.28541791084786e-06
597.2,1.84086860668935e-06,1.09935114806245e-06,1.76491118009762e-07,2.71160402903542e-05,2.34484709582579e-06
597.4,1.92802736974428e-06,1.10054880705262e-06,1.64848059426358e-07,2.71160402903542e-05,2.40689058537761e-06
597.6,1.9989867275792e-06,1.09036870563615e-06,1.63995639116634e-07,2.71250263851555e-05,2.45234394666544e-06
597.8,2.06100162854417e-06,1.06970908805568e-06,1.73151636090491e-07,2.71479908496477e-05,2.48708513603245e-06
598,2.14657026593334e-06,1.05274225236157e-06,1.73723259121718e-07,2.7156976944449e-05,2.53888339684419e-06
598.2,2.25559325689259e-06,1.03976761330137e-06,1.67666060685562e-07,2.71549800344931e-05,2.60875446913382e-06
598.4,2.37634342463689e-06,1.02290058252311e-06,1.69792097222756e-07,2.71549800344931e-05,2.6880250259571e-06
598.6,2.49828618663051e-06,1.00563433208145e-06,1.75969637349696e-07,2.71579753994269e-05,2.76965512679234e-06
598.8,2.60184312061368e-06,1.00024486662568e-06,1.70855115491353e-07,2.71779444989853e-05,2.84178969756254e-06
599,2.69536238633169e-06,9.992468174672e-07,1.60535815506578e-07,2.71949182336099e-05,2.90750368144835e-06
599.2,2.80200018879229e-06,9.86032646608964e-07,1.61247837177054e-07,2.72019074184554e-05,2.97833117613786e-06
599.4,2.91847689380983e-06,9.64255213970995e-07,1.67234836293584e-07,2.71969151435658e-05,3.05215777579755e-06
599.6,3.04012150724112e-06,9.40940785628972e-07,1.66171818024988e-07,2.72178826981021e-05,3.12561249927721e-06
599.8,3.16772909191904e-06,9.19861987401937e-07,1.62812279157253e-07,2.72458394374838e-05,3.20436091696233e-06
600,3.30408236775868e-06,9.07136860631355e-07,1.66492729200413e-07,2.72548255322851e-05,3.29943589850829e-06
600.2,3.44451034061686e-06,9.00030750622999e-07,1.70704688377872e-07,2.72478363474397e-05,3.40228347443364e-06
600.4,3.58503769632915e-06,8.98094535255553e-07,1.65931134643419e-07,2.72578208972189e-05,3.50537221851462e-06
600.6,3.726061966312e-06,8.95689236783624e-07,1.57386874597716e-07,2.72678054469981e-05,3.60681987678568e-06
600.8,3.86678808773251e-06,8.85768628148362e-07,1.50497312800301e-07,2.7256822442241e-05,3.70281705578795e-06
601,4.00950186623523e-06,8.6977988062956e-07,1.43778235064831e-07,2.72518301673514e-05,3.79559621680101e-06
601.2,4.15400453611194e-06,8.41794582225864e-07,1.33258365595416e-07,2.72927668214461e-05,3.87858039002692e-06
601.4,4.31083067989835e-06,8.20645920557736e-07,1.29618029449183e-07,2.73376972954525e-05,3.97933729567381e-06
601.6,4.49806797704259e-06,8.32772217833232e-07,1.49093326407815e-07,2.73536725750992e-05,4.13961495240868e-06
601.8,4.69335528536979e-06,8.45527286078568e-07,1.67836544747507e-07,2.73676509447901e-05,4.30618294581906e-06
602,4.88019505109758e-06,8.3199373948962e-07,1.65189027550247e-07,2.73986030491056e-05,4.43618962039791e-06
602.2,5.0681280282206e-06,8.17332397351592e-07,1.59131829114092e-07,2.74325505183549e-05,4.56464446052188e-06
602.4,5.25874434240459e-06,8.17242572927329e-07,1.5995416400112e-07,2.74545165278691e-05,4.70967270135176e-06
602.6,5.46019338768664e-06,8.13929049721186e-07,1.59452740289517e-07,2.74625041676925e-05,4.85979730498386e-06
602.8,5.68569308366343e-06,7.97531102047408e-07,1.53786652348412e-07,2.74694933525379e-05,5.0155742264058e-06
603,5.90413659699837e-06,7.83718101694086e-07,1.50697882284942e-07,2.74804763572951e-05,5.16916458154789e-06
603.2,6.09644241970225e-06,7.80983446999859e-07,1.5470927197776e-07,2.74994470018755e-05,5.31477595730211e-06
603.4,6.29679825358908e-06,7.75074995981675e-07,1.601045911146e-07,2.75204145564119e-05,5.46459303170097e-06
603.6,6.52080720675421e-06,7.59066287479703e-07,1.63855240477385e-07,2.75323960161469e-05,5.62365966061435e-06
603.8,6.75922667376538e-06,7.3815715760961e-07,1.58008640000103e-07,2.75463743858378e-05,5.78559831471665e-06
604,7.00897578614514e-06,7.15341753846825e-07,1.39837044691637e-07,2.75673419403741e-05,5.94924730119716e-06
604.2,7.24868723025974e-06,7.03295300504007e-07,1.30831474831261e-07,2.75962971347338e-05,6.11780012459206e-06
604.4,7.47468384050708e-06,7.06798453050261e-07,1.39175165392322e-07,2.76392306987844e-05,6.29582240128164e-06
604.6,7.7230415929293e-06,7.11110025414882e-07,1.52743691028279e-07,2.76701828030999e-05,6.49374624989378e-06
604.8,8.002406795834e-06,7.10371469037609e-07,1.65389597034888e-07,2.76771719879453e-05,6.71081563233962e-06
605,8.29737510683405e-06,7.05011945056587e-07,1.66502757674645e-07,2.76821642628349e-05,6.93103823052508e-06
605.2,8.59492737204098e-06,6.95131258387665e-07,1.54859699091241e-07,2.76871565377245e-05,7.14407275869396e-06
605.4,8.87131108932236e-06,6.85859381705413e-07,1.45262449251174e-07,2.77121179121725e-05,7.34240889941709e-06
605.6,9.12245156165967e-06,6.76946802720214e-07,1.40990319228322e-07,2.77470638363997e-05,7.52418773694731e-06
605.8,9.38094636520116e-06,6.62065889767321e-07,1.37219612917073e-07,2.77800128506711e-05,7.70704716234739e-06
606,9.65583933967089e-06,6.4319278018052e-07,1.34241156070156e-07,2.78099665000087e-05,7.89954518774107e-06
606.2,9.94226072521743e-06,6.30557477834201e-07,1.35885825844211e-07,2.78259417796554e-05,8.10775267238814e-06
606.4,1.02483599158779e-05,6.2411008027044e-07,1.4048889551672e-07,2.78449124242359e-05,8.33709095326179e-06
606.6,1.0589243105477e-05,6.16295355359565e-07,1.42043309022687e-07,2.78738676185956e-05,8.59042788790074e-06
606.8,1.09460275517338e-05,6.0802152783579e-07,1.4009778502167e-07,2.79018243579774e-05,8.85394684939749e-06
607,1.12759786273807e-05,6.06604298030753e-07,1.34542010297117e-07,2.79247888224695e-05,9.10093907933186e-06
607.2,1.15890346178289e-05,6.06744024912939e-07,1.29417459964542e-07,2.79387671921604e-05,9.33652283009284e-06
607.4,1.1919979522017e-05,5.93120653899728e-07,1.3381996015241e-07,2.79547424718071e-05,9.57896109622307e-06
607.6,1.22688133399449e-05,5.7651311590267e-07,1.4391863370408e-07,2.79797038462551e-05,9.83510984404302e-06
607.8,1.26315607574484e-05,5.82750923143152e-07,1.53846823193804e-07,2.80246343202615e-05,1.01198268201058e-05
608,1.29982834891162e-05,5.95685640237014e-07,1.59312341650269e-07,2.80705632492458e-05,1.04109121877998e-05
608.2,1.33500987926675e-05,5.8563528521115e-07,1.51109049728456e-07,2.80855400739147e-05,1.06665184849049e-05
608.4,1.36999264391366e-05,5.66023619247077e-07,1.38152261020654e-07,2.80825447089809e-05,1.09109730025427e-05
608.6,1.40875195701676e-05,5.56871508463842e-07,1.34130842853604e-07,2.81144952682743e-05,1.11962839868966e-05
608.8,1.44840571580687e-05,5.50663642698115e-07,1.3298759679115e-07,2.81534350124132e-05,1.1491973862688e-05
609,1.48686688034764e-05,5.38447520998356e-07,1.27873074932807e-07,2.81963685764638e-05,1.17721188271695e-05
609.2,1.52522866203431e-05,5.26470931096632e-07,1.21685506331636e-07,2.82233268608676e-05,1.20512299389686e-05
609.4,1.56607501507373e-05,5.22618461344911e-07,1.1430454929685e-07,2.82273206807793e-05,1.23551144334814e-05
609.6,1.60841211092482e-05,5.21400841371569e-07,1.12800278162044e-07,2.82273206807793e-05,1.267497072378e-05
609.8,1.65144488675468e-05,5.17648176535695e-07,1.31011987367438e-07,2.82283191357572e-05,1.30067163331319e-05
610,1.69626655395853e-05,5.1525285855535e-07,1.47919994922666e-07,2.82472897803377e-05,1.33525500399646e-05
610.2,1.74466600391036e-05,5.18596323236248e-07,1.43447295415173e-07,2.83091939889688e-05,1.37207518968202e-05
610.4,1.79177347675875e-05,5.17957571774823e-07,1.3592593974114e-07,2.83631105577764e-05,1.40746604680475e-05
610.6,1.83242106408995e-05,5.04194473879425e-07,1.370090149582e-07,2.83611136478206e-05,1.43728907841529e-05
610.8,1.87237297144239e-05,4.88295550784886e-07,1.38212431866046e-07,2.83591167378648e-05,1.46642010877927e-05
611,1.91500821585581e-05,4.76658297597044e-07,1.35244003493361e-07,2.83920657521361e-05,1.4977436537156e-05
611.2,1.96271198582886e-05,4.70031251184756e-07,1.36327078710421e-07,2.84290085863192e-05,1.53348931667506e-05
611.4,2.01836638413076e-05,4.70929495427385e-07,1.46836919705605e-07,2.84539699607672e-05,1.57627939255769e-05
611.6,2.07093991395523e-05,4.74332843057792e-07,1.53696396080324e-07,2.84839236101048e-05,1.61676884886236e-05
611.8,2.11357515836864e-05,4.7702757578568e-07,1.49564664696721e-07,2.85168726243761e-05,1.64917567876448e-05
612,2.1612789283417e-05,4.70620100188258e-07,1.42735273744698e-07,2.85528170035813e-05,1.68459306398691e-05
612.2,2.22090864080802e-05,4.50998453732599e-07,1.36768331576631e-07,2.85927552026981e-05,1.72805816370989e-05
612.4,2.280240204712e-05,4.3901188333929e-07,1.33489020502753e-07,2.86207119420798e-05,1.7720184498489e-05
612.6,2.33519892303513e-05,4.43333436195496e-07,1.34562067245581e-07,2.86356887667486e-05,1.81413892465142e-05
612.8,2.39005825850414e-05,4.49740911792918e-07,1.39516133516212e-07,2.86376856767045e-05,1.85651853700443e-05
613,2.44611018822248e-05,4.52395722554467e-07,1.46646378695196e-07,2.8630696491859e-05,1.8996018317596e-05
613.2,2.50226150079493e-05,4.47535223152684e-07,1.45994527870113e-07,2.86476702264837e-05,1.94182593970263e-05
613.4,2.5596054076167e-05,4.34899920806365e-07,1.35815626524587e-07,2.86975929753797e-05,1.98392420413463e-05
613.6,2.62122277716523e-05,4.24440365625526e-07,1.26830113612675e-07,2.87375311744965e-05,2.02949172511614e-05
613.8,2.68761052371107e-05,4.1859179755685e-07,1.2312960662105e-07,2.87634910039224e-05,2.07927726629111e-05
614,2.75320320742402e-05,4.118749267203e-07,1.27913188829736e-07,2.88014322930834e-05,2.12876100898017e-05
614.2,2.81800082830408e-05,4.05078211951071e-07,1.38072033226797e-07,2.88543504069131e-05,2.1778695369317e-05
614.4,2.88409042628758e-05,4.05836729311514e-07,1.38904396588057e-07,2.88693272315819e-05,2.2281495271297e-05
614.6,2.95256521276974e-05,4.11036565427179e-07,1.30400250439283e-07,2.88623380467365e-05,2.28018423940104e-05
614.8,3.02272950777177e-05,4.04309714099044e-07,1.21575193115083e-07,2.88803102363391e-05,2.33254405215809e-05
615,3.09448392843958e-05,3.90856011442774e-07,1.16159817029779e-07,2.89242422553675e-05,2.38572793846389e-05
615.2,3.16594020054505e-05,3.94159554157333e-07,1.20121064351436e-07,2.89631819995064e-05,2.4404210625724e-05
615.4,3.23839030119162e-05,4.06076261109548e-07,1.29477630809935e-07,2.8993135648844e-05,2.49678608718511e-05
615.6,3.31690275593894e-05,3.98800482744251e-07,1.32817112729206e-07,2.9018097023292e-05,2.55597284722947e-05
615.8,3.39849607916369e-05,3.81284720012979e-07,1.323457744403e-07,2.90390645778284e-05,2.6165222199898e-05
616,3.47641223678634e-05,3.77292523379071e-07,1.35083547905648e-07,2.90640259522764e-05,2.6754897431154e-05
616.2,3.55293703445145e-05,3.81773764100633e-07,1.39646503681228e-07,2.90839950518348e-05,2.73415101250022e-05
616.4,3.63532542050908e-05,3.84688067643385e-07,1.43858462858687e-07,2.91119517912165e-05,2.79712533569505e-05
616.6,3.72238480070991e-05,3.85356760579565e-07,1.46345524468234e-07,2.9142903895532e-05,2.8633934215459e-05
616.8,3.81172998655527e-05,3.83959491757697e-07,1.46054698715505e-07,2.91608760851346e-05,2.9311123487587e-05
617,3.90226776664997e-05,3.78061021231098e-07,1.40709521949825e-07,2.91738559998476e-05,2.99915986346031e-05
617.2,3.99588641522209e-05,3.61233912419175e-07,1.22598097486752e-07,2.92177880188761e-05,3.0681242831718e-05
617.4,4.08990259521065e-05,3.42969612819046e-07,1.04897840467192e-07,2.92577262179929e-05,3.13729479459067e-05
617.6,4.18282556380399e-05,3.35524166096807e-07,1.06341940756606e-07,2.92727030426617e-05,3.2073276198726e-05
