wavelength_nm,R_W_nm,G_W_nm,B_W_nm,W_W_nm,RGB_target_W_nm
486.4,1.72568387877525e-08,4.15547747623495e-06,1.13231502554021e-05,2.17293756844753e-05,8.24783948858646e-06
486.6,3.03674249020136e-08,4.2662609328259e-06,1.11536690408806e-05,2.18112489926647e-05,8.27142156798789e-06
486.8,3.88080107016209e-08,4.38033795163983e-06,1.09922106057447e-05,2.19011099406775e-05,8.29756853271441e-06
487,3.82067444342522e-08,4.48443447886898e-06,1.084679772938e-05,2.19879755237566e-05,8.31596155202482e-06
487.2,3.07162587199415e-08,4.58533724879101e-06,1.06943649210529e-05,2.2082828746659e-05,8.32352952603133e-06
487.4,1.63117078451613e-08,4.6945238267284e-06,1.04747413353711e-05,2.21976510691198e-05,8.30305052539422e-06
487.6,5.10370708999216e-09,4.80510767348765e-06,1.02350608012253e-05,2.23104764816248e-05,8.27734263380603e-06
487.8,1.8498130635593e-08,4.90221785660746e-06,1.00505368753556e-05,2.2382365240035e-05,8.28374910862351e-06
488,3.42950352964617e-08,5.00351984619288e-06,9.88717303011561e-06,2.24482632685777e-05,8.30454055470017e-06
488.2,1.93150576963815e-08,5.1374580432605e-06,9.69813629084156e-06,2.25471103113918e-05,8.31657253130762e-06
488.4,2.87643794652107e-10,5.27538843696202e-06,9.50859812785591e-06,2.26599357238968e-05,8.32847119834519e-06
488.6,7.31497559395146e-09,5.3784869150327e-06,9.33731178797258e-06,2.27627765866226e-05,8.34056434355855e-06
488.8,1.73045425577255e-08,5.48068714886075e-06,9.17695648500217e-06,2.28666159043263e-05,8.35897117953061e-06
489,1.25729248735232e-08,5.60943549030429e-06,9.02622851729453e-06,2.29754474969196e-05,8.39141324728523e-06
489.2,6.20755245059782e-09,5.74526998077301e-06,8.87289314628656e-06,2.30882729094245e-05,8.42708306407898e-06
489.4,4.88407098240789e-09,5.87501637137502e-06,8.70050367423771e-06,2.31971045020178e-05,8.45344005453752e-06
489.6,7.66748657748151e-09,6.01035183726451e-06,8.52671021579637e-06,2.32999453647436e-05,8.48672488412089e-06
489.8,1.62192817908385e-08,6.15716486847648e-06,8.36134067570994e-06,2.33908047677343e-05,8.53715205460004e-06
490,2.10850663280901e-08,6.29329877369275e-06,8.19536942716959e-06,2.346968271099e-05,8.57606699303279e-06
490.2,1.61328187077624e-08,6.40817423183345e-06,8.02679077532892e-06,2.3544566834334e-05,8.58956579700046e-06
490.4,8.15386626549845e-09,6.54859974843117e-06,7.87114885524758e-06,2.36533984269273e-05,8.62663569497875e-06
490.6,7.68587240549196e-10,6.73852850328935e-06,7.73706815476513e-06,2.382014040824e-05,8.71274768010768e-06
490.8,5.34530680833486e-09,6.92805803848413e-06,7.59977834252844e-06,2.39619210151046e-05,8.80622493953181e-06
491,2.53297080271508e-08,7.09622932168751e-06,7.4485489511092e-06,2.40457912332499e-05,8.88841123903679e-06
491.2,3.73450950891139e-08,7.25022830684052e-06,7.28979820401592e-06,2.41216738115718e-05,8.95004611024253e-06
491.4,3.32336264145613e-08,7.39594348397817e-06,7.1254315113527e-06,2.4206542484695e-05,8.99042707171796e-06
491.6,2.10502823291514e-08,7.56351593768646e-06,6.95264090033456e-06,2.42934080677741e-05,9.03829475574642e-06
491.8,5.86875630093503e-09,7.75603962035668e-06,6.77834601818162e-06,2.43852659257427e-05,9.10297284449862e-06
492,0,7.93938125076891e-06,6.63283285707464e-06,2.44891052434464e-05,9.18002969359277e-06
492.2,4.26272937850886e-09,8.10605546023457e-06,6.51570027804436e-06,2.45979368360397e-05,9.2639884985652e-06
492.4,1.75887775204816e-08,8.26903688781387e-06,6.39997168540656e-06,2.46907931489863e-05,9.35252051753912e-06
492.6,3.24276314677249e-08,8.43251733997241e-06,6.27782486926025e-06,2.47656772723303e-05,9.43979236086039e-06
492.8,3.01815789648269e-08,8.60488042964139e-06,6.15036296177095e-06,2.48465521255418e-05,9.51879821526397e-06
493,1.5440120214612e-08,8.78862127971701e-06,6.01668340025779e-06,2.49424038034222e-05,9.59460314489361e-06
493.2,7.05697770468052e-09,8.98184359679816e-06,5.87096966966618e-06,2.50632168557505e-05,9.67748181415673e-06
493.4,4.58105266022489e-09,9.18873918735045e-06,5.72455394587832e-06,2.51980082777697e-05,9.7753591178182e-06
493.6,1.58923122008149e-09,9.41938834787449e-06,5.60190570602041e-06,2.5306839870363e-05,9.90202382785519e-06
493.8,0,9.65572638860185e-06,5.49119135049863e-06,2.5393705453442e-05,1.00394684905026e-05
494,4.26899049831782e-09,9.86052607592134e-06,5.36894424961e-06,2.54795725815432e-05,1.01513668378423e-05
494.2,1.14598369074852e-08,1.005933746829e-05,5.24429031490568e-06,2.55664381646222e-05,1.0259693820799e-05
494.4,1.6865270342557e-08,1.03018634137999e-05,5.13187111876445e-06,2.56513068377454e-05,1.0406601514554e-05
494.6,2.06616953695792e-08,1.05493796051022e-05,5.0217584716966e-06,2.57411677857582e-05,1.05572438785534e-05
494.8,2.16525424250612e-08,1.07410050435298e-05,4.89539969637283e-06,2.58519962883074e-05,1.06544319714037e-05
495,2.28759453591618e-08,1.09306343836404e-05,4.77525857507293e-06,2.59658201557903e-05,1.0752933273676e-05
495.2,2.99261650297628e-08,1.1185136919052e-05,4.69623419812441e-06,2.60776471133173e-05,1.09251554633195e-05
495.4,3.54796789174593e-08,1.14635926342671e-05,4.62222405829192e-06,2.61774926111093e-05,1.11173859847502e-05
495.6,3.16633773196149e-08,1.17470385952746e-05,4.51883048895953e-06,2.62533751894313e-05,1.12936145604433e-05
495.8,2.43040769727301e-08,1.2013517720588e-05,4.40962040457256e-06,2.63262624028194e-05,1.14511859087047e-05
496,1.54242189579543e-08,1.22231080438682e-05,4.30502341833233e-06,2.64131279858985e-05,1.15646012313302e-05
496.2,1.09450337231927e-08,1.24476691045255e-05,4.20995348261254e-06,2.6505984298845e-05,1.16973664361749e-05
496.4,1.76434380902424e-08,1.27381014096423e-05,4.13313536999508e-06,2.66018359767254e-05,1.1898716839927e-05
496.6,2.18324253910013e-08,1.30494927470871e-05,4.05030017283838e-06,2.66877031048265e-05,1.21121183159205e-05
496.8,1.48070514339279e-08,1.33628801828489e-05,3.94470033917495e-06,2.67506057684355e-05,1.23086393267569e-05
497,1.20104179192576e-08,1.36523144388073e-05,3.8493295492282e-06,2.68135084320444e-05,1.24938854727949e-05
497.2,2.05811952577497e-08,1.39048208759019e-05,3.78193820238886e-06,2.69003740151235e-05,1.26707645692607e-05
497.4,2.091412781902e-08,1.4162317558789e-05,3.71444657080719e-06,2.69792519583792e-05,1.28452934678078e-05
497.6,6.39459098203384e-09,1.44497557164304e-05,3.63883187509757e-06,2.70541360817232e-05,1.30286889296626e-05
497.8,4.68460959420806e-09,1.47611470538752e-05,3.57976416187083e-06,2.71360093899126e-05,1.32479938803768e-05
498,2.35418104817024e-08,1.50905032761727e-05,3.54065311236585e-06,2.72298641578371e-05,1.35058498051224e-05
498.2,3.71701812658794e-08,1.54098790068853e-05,3.47466575191899e-06,2.73007544612694e-05,1.37400968857906e-05
498.4,3.81401579219982e-08,1.57122879019038e-05,3.37668755867191e-06,2.73456849352759e-05,1.39373310397678e-05
498.6,3.43685786085035e-08,1.60346577800919e-05,3.30678909327456e-06,2.73976045941277e-05,1.41590266188549e-05
498.8,2.87514596941764e-08,1.63789847397665e-05,3.26988430810063e-06,2.74615057127146e-05,1.44111088154965e-05
499,2.68492718665008e-08,1.67382824368182e-05,3.21883937425952e-06,2.7543379020904e-05,1.46716812811558e-05
499.2,2.72328896833675e-08,1.71075606254547e-05,3.15034489525466e-06,2.76362353338506e-05,1.49342643195127e-05
499.4,1.85209886920384e-08,1.74958017481023e-05,3.09398487007056e-06,2.77350823766647e-05,1.52102473141903e-05
499.6,4.24036823633399e-09,1.78810487232744e-05,3.0456476242721e-06,2.78239448696996e-05,1.54831372495869e-05
499.8,0,1.82104049455718e-05,2.98126481970237e-06,2.78968320830877e-05,1.57124147155651e-05
500,1.64985476108891e-09,1.85188021355412e-05,2.91146663904734e-06,2.7955740926785e-05,1.592721402626e-05
500.2,1.55365215830992e-08,1.89190198480905e-05,2.87426099964645e-06,2.80136513155044e-05,1.62382014156449e-05
500.4,2.98605723460499e-08,1.93841107559408e-05,2.84989180726258e-06,2.8080547799025e-05,1.66064632287387e-05
500.6,2.24108336019245e-08,1.98332328772555e-05,2.78611071114678e-06,2.81534350124132e-05,1.69283384542336e-05
500.8,5.04348108040118e-09,2.02623940154006e-05,2.70708633419826e-06,2.82243253158455e-05,1.72202286983695e-05
501,0,2.06546273346821e-05,2.65664310881107e-06,2.82732496097636e-05,1.7504741012816e-05
501.2,0,2.10448645556466e-05,2.62284715064908e-06,2.8306198624035e-05,1.77987757317112e-05
501.4,1.14807073068484e-08,2.14870003328519e-05,2.59436628383007e-06,2.83371507283505e-05,1.81449177431455e-05
501.6,2.30041492409644e-08,2.1962071732287e-05,2.5635788679377e-06,2.83800842924011e-05,1.85161468618267e-05
501.8,1.55017375841605e-08,2.24680826556348e-05,2.51664560853172e-06,2.84709436953918e-05,1.8890358631047e-05
502,4.11315818307251e-09,2.29740935789827e-05,2.46489868149437e-06,2.85657969182942e-05,1.92595166993559e-05
502.2,3.7978163869798e-09,2.34381864376745e-05,2.41956997796553e-06,2.86227088520357e-05,1.96067165933869e-05
502.4,7.98769813342564e-09,2.39092656404757e-05,2.37755067093326e-06,2.86696362359979e-05,1.99643114787525e-05
502.6,1.46470450388099e-08,2.44312453503592e-05,2.33502994018939e-06,2.87225543498277e-05,2.03638404941038e-05
502.8,2.17698141929116e-08,2.49671977484613e-05,2.30805334450518e-06,2.8781463193525e-05,2.07815685027765e-05
503,2.67876544969523e-08,2.55051462448804e-05,2.31707897131403e-06,2.88623380467365e-05,2.12150051249668e-05
503.2,3.20181741087895e-08,2.60401005938241e-05,2.31457185275601e-06,2.89342268051467e-05,2.16411959148679e-05
503.4,3.89968381244309e-08,2.65630783528661e-05,2.2659337527306e-06,2.89801557341311e-05,2.20390848161649e-05
503.6,4.14148229649401e-08,2.70940405051759e-05,2.21107799868131e-06,2.90200939332479e-05,2.24371126411416e-05
503.8,3.51785488695044e-08,2.76409714440213e-05,2.16905869164904e-06,2.90600321323647e-05,2.28468128488516e-05
504,3.07351414622225e-08,2.82218360542549e-05,2.13867241472594e-06,2.91009687864594e-05,2.32898082950535e-05
504.2,3.33449352111651e-08,2.8845616778303e-05,2.12262685595467e-06,2.91468977154437e-05,2.37783840245314e-05
504.4,3.78986575865096e-08,2.9479377993936e-05,2.10357275491379e-06,2.92107988340306e-05,2.42750192184455e-05
504.6,4.18203050097111e-08,3.01031587179841e-05,2.07208334582516e-06,2.92916736872421e-05,2.47578444960543e-05
504.8,3.69624711007884e-08,3.07079765080212e-05,2.02464866270759e-06,2.93615655356965e-05,2.52120321097754e-05
505,2.28322169033532e-08,3.13058079539489e-05,1.96517981051156e-06,2.94094913746367e-05,2.56483934933983e-05
505.2,2.05156025740367e-08,3.20134248073091e-05,1.93469324884615e-06,2.9456418758599e-05,2.61932602877247e-05
505.4,3.31749905306361e-08,3.28298290189433e-05,1.93810293008504e-06,2.95083384174508e-05,2.68503906322304e-05
505.6,4.11693473152871e-08,3.35334536756696e-05,1.92506591358338e-06,2.95622549862585e-05,2.74075505180925e-05
505.8,3.90833012075071e-08,3.41163143842202e-05,1.8898659690289e-06,2.96211638299558e-05,2.7851812673774e-05
506,2.55264860782897e-08,3.47590580422794e-05,1.86409279025255e-06,2.96780757636972e-05,2.83388687408875e-05
506.2,7.98292775642833e-09,3.54886319771261e-05,1.84834808570824e-06,2.97210093277478e-05,2.88959880649894e-05
506.4,1.37923524934594e-08,3.63050361887604e-05,1.82628544239774e-06,2.97549567969971e-05,2.95367895763309e-05
506.6,3.40008620482946e-08,3.71573701700997e-05,1.7967014434132e-06,2.97829135363788e-05,3.02136705886747e-05
506.8,2.87584164939641e-08,3.79019148423236e-05,1.76150149885873e-06,2.98108702757606e-05,3.07834780260205e-05
507,9.60575038119918e-09,3.85955590074651e-05,1.72650212378889e-06,2.98418223800761e-05,3.13025326337269e-05
507.2,1.78978581967654e-08,3.94548793329139e-05,1.70845087017121e-06,2.99067219536409e-05,3.19809315898485e-05
507.4,3.76223732520823e-08,4.04010299351501e-05,1.69641670109275e-06,2.99855998968966e-05,3.27393496201481e-05
507.6,2.81293230274445e-08,4.12673366047081e-05,1.66562928520037e-06,3.00574886553069e-05,3.34042084509919e-05
507.8,6.94527137666029e-09,4.2099709602878e-05,1.62732051363396e-06,3.01253835938054e-05,3.40300522905839e-05
508,5.74472649900508e-09,4.29560357808513e-05,1.60084534166136e-06,3.01743078877235e-05,3.46951939724983e-05
508.2,1.52214779355688e-08,4.38243385487263e-05,1.58159067113584e-06,3.02112507219066e-05,3.53810746430195e-05
508.4,2.6879086722734e-08,4.46686881367978e-05,1.56735023772633e-06,3.02451981911558e-05,3.60518473709531e-05
508.6,3.3192879444376e-08,4.55509635928915e-05,1.55020154678954e-06,3.02841379352947e-05,3.67473030276578e-05
508.8,1.58456022593829e-08,4.65709698328551e-05,1.5122939141924e-06,3.03370560491245e-05,3.7524711393979e-05
509,1.28790240641836e-10,4.76229136458899e-05,1.47679311541097e-06,3.03969633477997e-05,3.83296817288595e-05
509.2,2.02313676112806e-08,4.85401208225302e-05,1.47488770530688e-06,3.04359030919386e-05,3.9069908334309e-05
509.4,4.24523799618541e-08,4.94453514092689e-05,1.47308257994511e-06,3.0467853651232e-05,3.9802310146569e-05
509.6,3.94539992533394e-08,5.04553771576476e-05,1.44279658776433e-06,3.05117856702605e-05,4.0586045839589e-05
509.8,2.79951561743952e-08,5.14723892501357e-05,1.40589180259041e-06,3.05507254143994e-05,4.1365994244839e-05
510,1.35071237021622e-08,5.24474832779678e-05,1.37329926133626e-06,3.05786821537812e-05,4.21123561364158e-05
510.2,6.93652568549856e-09,5.34235753549583e-05,1.35063490957184e-06,3.06066388931629e-05,4.2869856799753e-05
510.4,2.02741022385481e-08,5.44106459726921e-05,1.34622238090974e-06,3.06296033576551e-05,4.36591349238892e-05
510.6,2.72388526546141e-08,5.5500515653749e-05,1.34100757430907e-06,3.0680524561529e-05,4.45245693709923e-05
510.8,1.21396156296013e-08,5.67889971173429e-05,1.32405945285692e-06,3.0793349974034e-05,4.55252877394933e-05
511,0,5.79926444024662e-05,1.29969026047305e-06,3.08632418224884e-05,4.64578814935401e-05
511.2,0,5.8975722823566e-05,1.26970512251923e-06,3.08452696328858e-05,4.72227016943018e-05
511.4,0,5.99627934412998e-05,1.24593763858929e-06,3.08442711779079e-05,4.79933971119146e-05
511.6,0,6.10656377614169e-05,1.23440489322243e-06,3.09081722964948e-05,4.88610500256913e-05
511.8,4.52758468471342e-09,6.22064079495562e-05,1.22527898167127e-06,3.09730718700596e-05,4.97632033620331e-05
512,1.84464515514555e-08,6.3365143022548e-05,1.21454851424298e-06,3.10219961639777e-05,5.06860025880715e-05
512.2,2.66872778143007e-08,6.45029190632118e-05,1.19659754536762e-06,3.10519498133153e-05,5.158475100459e-05
512.4,2.5604998533037e-08,6.56337087597663e-05,1.17152635978751e-06,3.10709204578958e-05,5.24677813426599e-05
512.6,2.13623444910585e-08,6.68243814058294e-05,1.14765859111524e-06,3.109288646741e-05,5.33963235641762e-05
512.8,1.64399117269639e-08,6.80729409030841e-05,1.12970762223988e-06,3.11258354816814e-05,5.43727407416444e-05
513,1.41054084839075e-08,6.92187013370158e-05,1.12800278162044e-06,3.11587844959527e-05,5.52768742000954e-05
513.2,1.43121248204574e-08,7.0294598329854e-05,1.13542385255215e-06,3.11977242400916e-05,5.6131640299733e-05
513.4,1.21227205444025e-08,7.14653099927476e-05,1.11767345316143e-06,3.12286763444071e-05,5.70486186434306e-05
513.6,1.01817734036238e-08,7.26959046051497e-05,1.08267407809159e-06,3.12486454439656e-05,5.80056364422214e-05
513.8,2.10691650714324e-08,7.38676143172018e-05,1.0714421869517e-06,3.12815944582369e-05,5.89361816952684e-05
514,3.54051417768764e-08,7.49784430305867e-05,1.07475158344828e-06,3.13165403824641e-05,5.98275221495434e-05
514.2,2.61386844596105e-08,7.60683127116436e-05,1.05800403148076e-06,3.13205342023758e-05,6.06755937760014e-05
514.4,4.72943126141191e-09,7.71971063098811e-05,1.02902174095015e-06,3.13225311123316e-05,6.15399012169046e-05
514.6,0,7.85075448549615e-05,1.00495340279324e-06,3.13864322309185e-05,6.25627580645737e-05
514.8,0,7.98589034155394e-05,9.9072299785797e-07,3.14653101741742e-05,6.36258841418657e-05
515,2.50305656362781e-08,8.10665428972966e-05,1.00344913165844e-06,3.15102406481806e-05,6.46060662039003e-05
515.2,5.13193182055956e-08,8.21933403972171e-05,1.01658643290241e-06,3.15352020226286e-05,6.55234122474734e-05
515.4,3.15043647530381e-08,8.3327124241247e-05,9.81185918863295e-07,3.15581664871208e-05,6.63900753382762e-05
515.6,1.83719144108726e-09,8.44419451512659e-05,9.37772653912772e-07,3.15771371317013e-05,6.72307514936012e-05
515.8,1.06121011619224e-08,8.55208362915795e-05,9.42014698512927e-07,3.15981046862376e-05,6.80930042056819e-05
516,2.78679461211338e-08,8.65987293827347e-05,9.56475758355536e-07,3.16160768758401e-05,6.89653710856243e-05
516.2,2.54102081389803e-08,8.77484820133003e-05,9.44301190637833e-07,3.16280583355752e-05,6.98679963769624e-05
516.4,1.73701352414385e-08,8.89191936761938e-05,9.26300079391312e-07,3.16500243450894e-05,7.07804226284919e-05
516.6,1.04838972801198e-08,9.01178507155247e-05,9.1515844451951e-07,3.17159223736322e-05,7.17188349853882e-05
516.8,4.89848149625392e-09,9.12825740834674e-05,9.05460909937122e-07,3.17838173121307e-05,7.26320139113116e-05
517,2.41937620046675e-09,9.23524827813548e-05,8.95883717045519e-07,3.18257524212034e-05,7.3472576384855e-05
517.2,4.31550167404155e-09,9.33465397431979e-05,8.86487036690093e-07,3.18457215207618e-05,7.42565177622501e-05
517.4,1.24804988192004e-08,9.42387956908764e-05,8.7646859093228e-07,3.18287477861371e-05,7.4964391559795e-05
517.6,2.34454091132152e-08,9.51080965079099e-05,8.70802502991174e-07,3.18157678714242e-05,7.56581281069638e-05
517.8,3.52868761804848e-08,9.5991370013162e-05,8.72808197837583e-07,3.18237555112475e-05,7.63669383493782e-05
518,3.78022562180223e-08,9.69065810914855e-05,8.70180737588787e-07,3.18636937103643e-05,7.70919155680623e-05
518.2,2.46837194754324e-08,9.78417531529784e-05,8.55649478426554e-07,3.19345840137967e-05,7.78156167232408e-05
518.4,1.00714584355611e-08,9.87839115585808e-05,8.32052478558552e-07,3.19865036726485e-05,7.85397516836926e-05
518.6,1.31085984571789e-09,9.97130953251229e-05,8.02538678893643e-07,3.19964882224277e-05,7.92554782885454e-05
518.8,4.27554976668912e-09,0.000100583394191315,7.9521789270425e-07,3.20044758622511e-05,7.99432069714978e-05
519,2.01011760723958e-08,0.000101361872534927,8.17862187520208e-07,3.20234465068316e-05,8.05811329903068e-05
519.2,3.0871295972354e-08,0.000102110409403785,8.32443589053602e-07,3.20414186964341e-05,8.11880050213599e-05
519.4,3.08444626017441e-08,0.000102829004797888,8.27990946494574e-07,3.20543986111471e-05,8.17546707312371e-05
519.6,2.72736366535528e-08,0.000103497697734068,8.2277613989391e-07,3.20943368102639e-05,8.22788241664497e-05
519.8,2.1914913159913e-08,0.000104096527229154,8.18463895974131e-07,3.2155242563917e-05,8.27467306944329e-05
520,1.3137419484871e-08,0.000104675395741071,8.02588821264803e-07,3.21951807630338e-05,8.31911947758233e-05
520.2,4.75805352339574e-09,0.000105244283761403,7.78801280386392e-07,3.22091591327247e-05,8.3624606984897e-05
520.4,9.8607667848468e-09,0.000105793210798565,7.6755936077227e-07,3.22271313223273e-05,8.40579416866819e-05
520.6,2.49788865521406e-08,0.000106302215869388,7.68401752607761e-07,3.22490973318415e-05,8.44725697111608e-05
520.8,3.40863313028296e-08,0.000106771298973872,7.68612350566634e-07,3.22780525262012e-05,8.48507670499734e-05
521,3.57857781081197e-08,0.000107200460112018,7.66606655720225e-07,3.2305010810605e-05,8.51907804969571e-05
521.2,3.10064566539443e-08,0.000107589699283824,7.63457714811363e-07,3.23119999954505e-05,8.54937843968828e-05
521.4,2.56447516746812e-08,0.000107929035997706,7.59777264768203e-07,3.23100030854946e-05,8.57566256120061e-05
521.6,3.43079550674961e-08,0.00010816856779574,7.57550943488689e-07,3.23169922703401e-05,8.59517749905226e-05
521.8,4.67586390304633e-08,0.000108338236152681,7.54422059528291e-07,3.23349644599426e-05,8.60941224351229e-05
522,4.13929587370358e-08,0.000108547826475962,7.43771819893859e-07,3.23709088391477e-05,8.62512463873301e-05
522.2,2.85755520424007e-08,0.000108757416799242,7.3304135246557e-07,3.24168377681321e-05,8.64026769964078e-05
522.4,2.44799846245058e-08,0.000108917104664598,7.37193140797637e-07,3.24487883274255e-05,8.65277433018324e-05
522.6,2.48377628993037e-08,0.000108996948597276,7.4314002601724e-07,3.24687574269839e-05,8.65937940876535e-05
522.8,2.6520314619395e-08,0.000109076792529954,7.30614461701415e-07,3.25116909910345e-05,8.66527812017832e-05
523,2.66803210145129e-08,0.000109096753513124,7.1607317406495e-07,3.25536261001071e-05,8.66623457130274e-05
523.2,1.76275368335847e-08,0.000108996948597276,7.20004335963912e-07,3.2554624555085e-05,8.65782124456635e-05
523.4,1.16754977009051e-08,0.000108847241223505,7.27174695039824e-07,3.25496322801954e-05,8.64583604082812e-05
523.6,2.63135982828451e-08,0.000108697533849733,7.25670423905017e-07,3.25755921096214e-05,8.63503535431558e-05
523.8,3.95176042799701e-08,0.000108517885001207,7.1778804315863e-07,3.26095395788707e-05,8.62147785158065e-05
524,3.18869887413636e-08,0.000108258392220003,6.99967444448286e-07,3.26384947732303e-05,8.5995860489613e-05
524.2,2.33698781440912e-08,0.00010795897747246,6.83771458563533e-07,3.26734406974575e-05,8.57453884064775e-05
524.4,2.72646921966828e-08,0.000107649582233332,6.79068104148704e-07,3.27163742615081e-05,8.55014638806081e-05
524.6,2.81233600561978e-08,0.000107270323553111,6.76581042539156e-07,3.27393387260003e-05,8.52009185159744e-05
524.8,1.67579368601176e-08,0.000106811220940211,6.71516663051973e-07,3.27213665363977e-05,8.48267839361202e-05
525,1.17301582706659e-08,0.000106322176852558,6.72589709794802e-07,3.27133788965743e-05,8.44364498407084e-05
525.2,2.30548344965608e-08,0.000105823152273319,6.84042227367798e-07,3.27323495411548e-05,8.40551691736468e-05
525.4,2.67717532402946e-08,0.000105314147202496,6.90209739020506e-07,3.27573109156028e-05,8.36579053450103e-05
525.6,1.24377641919328e-08,0.000104725298198995,6.82878924356881e-07,3.27662970104041e-05,8.317785704857e-05
525.8,3.75885830816847e-09,0.000104196332145002,6.71767374907775e-07,3.279225683983e-05,8.27478371449316e-05
526,9.08418916282712e-09,0.000103737229532102,6.60806252572149e-07,3.28411811337481e-05,8.23838003368694e-05
526.2,1.23801221365487e-08,0.000103118439053846,6.52512704382248e-07,3.28741301480195e-05,8.18930253810329e-05
526.4,1.00158040372592e-08,0.00010232998021865,6.49423934318778e-07,3.28831162428208e-05,8.12659659838172e-05
526.6,1.47682921208248e-08,0.000101551501875038,6.56965346941276e-07,3.28581548683728e-05,8.06568519724607e-05
526.8,2.6095949832343e-08,0.000100852867464104,6.69761680061366e-07,3.28212120341897e-05,8.01182074974251e-05
527,2.31850260354456e-08,0.000100144252561585,6.52151679309894e-07,3.2855159503439e-05,7.95475707572339e-05
527.2,6.6641172823816e-09,9.94366357082247e-05,6.08377389287017e-07,3.29599972761206e-05,7.89559596016683e-05
527.4,2.58822766960054e-10,9.86801144460991e-05,5.9156966647411e-07,3.30059262051049e-05,7.83451112166888e-05
527.6,6.22077037019452e-09,9.78627121853065e-05,6.04747081615017e-07,3.29899509254582e-05,7.77085767863639e-05
527.8,1.45923844690491e-08,9.6991415269956e-05,6.18335664199438e-07,3.29949432003478e-05,7.70314043570208e-05
528,2.22488395497244e-08,9.60881807815343e-05,6.26869895770909e-07,3.30268937596413e-05,7.63262084194983e-05
528.2,2.67459136982259e-08,9.52049072762821e-05,6.31703620350754e-07,3.30538520440451e-05,7.56327922402792e-05
528.4,2.68949879793917e-08,9.43186396235545e-05,6.31152054267992e-07,3.30698273236918e-05,7.49313526709497e-05
528.6,1.88419953108154e-08,9.34084187910235e-05,6.19759707540389e-07,3.30858026033385e-05,7.4199994931507e-05
528.8,9.49126133326385e-09,9.25011921059679e-05,6.0534879006894e-07,3.31057717028969e-05,7.34687024296569e-05
529,1.37516055232741e-08,9.16827917960167e-05,6.05037907367746e-07,3.31407176271241e-05,7.28241938574466e-05
529.2,2.53267265415275e-08,9.08544109944808e-05,6.11405988505095e-07,3.31776604613072e-05,7.21802596118974e-05
529.4,3.421254752755e-08,8.98084554763969e-05,6.11636643412432e-07,3.31826527361968e-05,7.13594333093296e-05
529.6,3.86798068198183e-08,8.87135955495476e-05,6.06612377822177e-07,3.31856481011306e-05,7.04942577730848e-05
529.8,3.42831093539685e-08,8.77305171284477e-05,5.93455019629734e-07,3.3192637285976e-05,6.97072524335462e-05
530,2.65421788472993e-08,8.67973411652717e-05,5.81220281066639e-07,3.32136048405123e-05,6.89575990482891e-05
530.2,2.24227595444178e-08,8.57982939576362e-05,5.84970930429424e-07,3.32595337694966e-05,6.81655541927617e-05
530.4,1.9480033234205e-08,8.48022408974761e-05,5.91068242762507e-07,3.33004704235914e-05,6.7377797257823e-05
530.6,1.57561576906834e-08,8.38670688359831e-05,5.83436573871921e-07,3.32874905088784e-05,6.66316254297547e-05
530.8,1.28482153794093e-08,8.29788050849385e-05,5.73438185062572e-07,3.32715152292317e-05,6.59221582518544e-05
531,1.15681642184657e-08,8.21174886611729e-05,5.69095855720097e-07,3.32834966889667e-05,6.52377216700313e-05
531.2,1.32954382229067e-08,8.12312210084453e-05,5.67380986626417e-07,3.33124518833264e-05,6.45369722863676e-05
531.4,2.04738617753103e-08,8.01932498836292e-05,5.67310787306793e-07,3.33354163478186e-05,6.37210362087104e-05
531.6,2.82237367388495e-08,7.91862182827258e-05,5.70610155329135e-07,3.33633730872003e-05,6.29314887623455e-05
531.8,3.36122750887224e-08,7.82859779417796e-05,5.79535497395656e-07,3.33763530019133e-05,6.22271108863078e-05
532,3.13701978999888e-08,7.73867356499918e-05,5.7872319098286e-07,3.33843406417367e-05,6.15134747959298e-05
532.2,1.61328187077624e-08,7.64026591797334e-05,5.56139067012294e-07,3.33773514568912e-05,6.07133300292012e-05
532.4,7.33246697627491e-09,7.54465280859124e-05,5.39682340797508e-07,3.33823437317808e-05,5.99428632325023e-05
532.6,1.61556767642078e-08,7.46001823995239e-05,5.44696577913531e-07,3.34282726607651e-05,5.92820321860312e-05
532.8,2.5331695684233e-08,7.37548347622939e-05,5.5028243806078e-07,3.34582263101027e-05,5.86225085135565e-05
533,2.71643155140312e-08,7.28765515028341e-05,5.48196515420515e-07,3.34542324901911e-05,5.79279951531796e-05
533.2,2.17608697360417e-08,7.20142370299099e-05,5.46511731749531e-07,3.34622201300144e-05,5.72407987385843e-05
533.4,9.89505386951493e-09,7.11459342620349e-05,5.46551845646459e-07,3.34831876845507e-05,5.65447101933415e-05
533.6,7.25286131013238e-09,7.02217407412852e-05,5.42309801046304e-07,3.34971660542416e-05,5.58095278797137e-05
533.8,1.76543702041946e-08,6.92226935336497e-05,5.32742636628933e-07,3.34851845945066e-05,5.50226913269761e-05
534,2.51756646032795e-08,6.8382336142212e-05,5.24810113511385e-07,3.34971660542416e-05,5.43599545596871e-05
534.2,2.58524618397722e-08,6.77076549110815e-05,5.21290119055938e-07,3.35331104334467e-05,5.38250492582558e-05
534.4,2.53346771698563e-08,6.69501355997975e-05,5.25451935862236e-07,3.35640625377623e-05,5.32270421025388e-05
