wavelength_nm,S_single_white_W_nm,S_RGB_target_W_nm,S_best_Ra_single_white_W_nm,S_best_Ra_RGB_point_W_nm,S_best_Ra_blend_W_nm,S_best_Rmin8_single_white_W_nm,S_best_Rmin8_RGB_point_W_nm,S_best_Rmin8_blend_W_nm
674.8,2.05987935468848e-05,1.0337111545169e-06,1.86296847870559e-05,5.64438193050595e-08,1.8686128606361e-05,1.88371137823315e-05,4.55626055982394e-08,1.88826763879298e-05
675,2.04863735988959e-05,1.04626775925457e-06,1.85280114443894e-05,5.78533864551244e-08,1.85858648308445e-05,1.8734308375459e-05,4.68480579909412e-08,1.87811564334499e-05
675.2,2.03753949322915e-05,1.00941573066585e-06,1.8427641606116e-05,5.29669598392475e-08,1.84806085659552e-05,1.86328209866233e-05,4.23175468280843e-08,1.86751385334514e-05
675.4,2.03580995556779e-05,9.54586578639448e-07,1.8411999553398e-05,4.80296242188832e-08,1.84600291776169e-05,1.86170047701814e-05,3.79357229873273e-08,1.86549404931687e-05
675.6,2.04229572179791e-05,9.05610511254179e-07,1.84706572510903e-05,4.56520454734499e-08,1.85163092965637e-05,1.86763155818386e-05,3.60769870344806e-08,1.87123925688731e-05
675.8,2.04215159365947e-05,9.34975759637463e-07,1.84693537466971e-05,5.03353311475098e-08,1.85196890778446e-05,1.86749975638018e-05,4.0485455674075e-08,1.87154830194759e-05
676,2.03364803349108e-05,1.02285094537574e-06,1.83924469875006e-05,5.96809950189939e-08,1.84521279825196e-05,1.8597234499629e-05,4.89567461996601e-08,1.86461912458287e-05
676.2,2.02082062916927e-05,1.04272398851859e-06,1.82764350965093e-05,6.18544647164103e-08,1.83382895612257e-05,1.84799308943514e-05,5.09331430652729e-08,1.85308640374167e-05
676.4,2.00626368718609e-05,9.90387949850706e-07,1.81447811528001e-05,5.68795285220208e-08,1.82016606813221e-05,1.83468110726319e-05,4.648554085498e-08,1.83932966134868e-05
676.6,1.99314802658739e-05,9.31230149671007e-07,1.80261622530224e-05,5.22434072601359e-08,1.80784056602825e-05,1.82268714312806e-05,4.24564817741213e-08,1.82693279130547e-05
676.8,1.98205015992695e-05,8.75704951722017e-07,1.7925792414749e-05,4.8689941602039e-08,1.79744823563511e-05,1.81253840424449e-05,3.94816863584389e-08,1.81648657288034e-05
677,1.96936688374359e-05,8.13434282353949e-07,1.78110840281509e-05,4.41455729545168e-08,1.78552296011054e-05,1.80093984552042e-05,3.55800611977931e-08,1.80449785164019e-05
677.2,1.95726012011402e-05,7.58744771912757e-07,1.77015896591253e-05,3.98824446608277e-08,1.77414721037862e-05,1.78986849401107e-05,3.18783967132774e-08,1.7930563336824e-05
677.4,1.9529362759606e-05,7.45031516080906e-07,1.76624845273305e-05,3.92868087140325e-08,1.77017713360445e-05,1.78591443990059e-05,3.14288166307797e-08,1.78905732156367e-05
677.6,1.95192737899147e-05,7.58985683377819e-07,1.76533599965784e-05,4.1002019752588e-08,1.7694362016331e-05,1.78499182727481e-05,3.30077551328478e-08,1.78829260278809e-05
677.8,1.94601812531513e-05,7.74822540896415e-07,1.75999163164588e-05,4.19118122110307e-08,1.76418281286698e-05,1.77958795332382e-05,3.37513447734096e-08,1.78296308780116e-05
678,1.93564089934693e-05,7.83126978869684e-07,1.75060640001512e-05,4.22537480671941e-08,1.75483177482184e-05,1.77009822345866e-05,3.40046235302764e-08,1.77349868581169e-05
678.2,1.92339000757891e-05,7.7511824075967e-07,1.73952661267325e-05,4.36230014662795e-08,1.74388891281988e-05,1.75889507014563e-05,3.54782945498782e-08,1.76244289960062e-05
678.4,1.91070673139555e-05,7.4518975191578e-07,1.72805577401344e-05,4.38639334413626e-08,1.73244216735757e-05,1.74729651142156e-05,3.60551427103427e-08,1.75090202569259e-05
678.6,1.90061776170424e-05,6.64144926525126e-07,1.71893124326131e-05,3.75698292882002e-08,1.72268822619013e-05,1.73807038516377e-05,3.0593337502635e-08,1.74112971891403e-05
678.8,1.89326722664343e-05,5.90477835962061e-07,1.71228337085619e-05,3.09955854998306e-08,1.71538292940617e-05,1.73134849317595e-05,2.47661273842244e-08,1.73382510591437e-05
679,1.89211420153585e-05,6.34520933511587e-07,1.71124056734166e-05,3.51906095133921e-08,1.714759628293e-05,1.73029407874649e-05,2.8517469931797e-08,1.73314582573967e-05
679.2,1.89211420153585e-05,6.99623793678862e-07,1.71124056734166e-05,4.15070782650527e-08,1.71539127516817e-05,1.73029407874649e-05,3.41793918005339e-08,1.73371201792654e-05
679.4,1.88606081972106e-05,6.49801446484929e-07,1.70576584889038e-05,3.81274032875319e-08,1.70957858921914e-05,1.72475840299181e-05,3.13168247046482e-08,1.72789008546228e-05
679.6,1.87597185002976e-05,5.78968188400349e-07,1.69664131813826e-05,3.28384658697861e-08,1.69992516472524e-05,1.71553227673403e-05,2.67576791613945e-08,1.71820804465017e-05
679.8,1.860261882939e-05,5.836644972825e-07,1.6824331202528e-05,3.34194006098649e-08,1.68577506031379e-05,1.70116588013261e-05,2.72927919816056e-08,1.70389515933077e-05
680,1.84671383792496e-05,6.16447796559377e-07,1.67018017895709e-05,3.63485121957226e-08,1.67381503017666e-05,1.68877651058644e-05,2.98894972906904e-08,1.69176546031551e-05
680.2,1.84527255654049e-05,6.50610956869354e-07,1.66887667456393e-05,4.00847304596434e-08,1.67288514760989e-05,1.68745849254961e-05,3.32869320437755e-08,1.69078718575399e-05
680.4,1.84729035047875e-05,6.86297254873454e-07,1.67070158071436e-05,4.36743393338018e-08,1.67506901464774e-05,1.68930371780117e-05,3.65191658976908e-08,1.69295563439094e-05
680.6,1.84815511930943e-05,7.28651587232286e-07,1.67148368335025e-05,4.64708437877733e-08,1.67613076772903e-05,1.69009452862326e-05,3.88752205753305e-08,1.6939820506808e-05
680.8,1.84570494095583e-05,7.24607825058108e-07,1.66926772588188e-05,4.55233568484235e-08,1.67382006156672e-05,1.68785389796066e-05,3.79622085757555e-08,1.69165011881823e-05
681,1.83734550892589e-05,6.07557020622251e-07,1.66170740040155e-05,3.65393695649584e-08,1.66536133735804e-05,1.68020939334706e-05,3.01814725314164e-08,1.6832275406002e-05
681.2,1.82509461715787e-05,4.98031948951993e-07,1.65062761305968e-05,2.79917424402108e-08,1.6534267873037e-05,1.66900624003403e-05,2.27581612556479e-08,1.6712820561596e-05
681.4,1.8099611626209e-05,4.85047959427468e-07,1.63694081693149e-05,2.61723406261288e-08,1.6395580509941e-05,1.65516705064735e-05,2.1063069607729e-08,1.65727335760812e-05
681.6,1.7916568890381e-05,4.98182142151191e-07,1.62038631113834e-05,2.68870873318535e-08,1.62307501987153e-05,1.63842822157965e-05,2.16395342563738e-08,1.64059217500528e-05
681.8,1.77119069337859e-05,5.08703396676593e-07,1.60187654875546e-05,2.87790040241444e-08,1.60475444915787e-05,1.6197123654567e-05,2.34353690827032e-08,1.62205590236497e-05
682,1.75677787953386e-05,4.97937279470395e-07,1.58884150482385e-05,2.91131448903619e-08,1.59175281931289e-05,1.60653218508843e-05,2.38931038478824e-08,1.60892149547322e-05
682.2,1.75418357304181e-05,4.45421921362973e-07,1.58649519691616e-05,2.56157208104842e-08,1.58905676899721e-05,1.60415975262214e-05,2.0941461455781e-08,1.60625389876772e-05
682.4,1.75562485442628e-05,4.03401174459335e-07,1.58779870130932e-05,2.22031876291384e-08,1.59001902007223e-05,1.60547777065897e-05,1.79588047362937e-08,1.6072736511326e-05
682.6,1.7572102639492e-05,4.00203400356526e-07,1.5892325561418e-05,2.09394660742051e-08,1.59132650274922e-05,1.60692759049948e-05,1.67166175541318e-08,1.60859925225489e-05
682.8,1.75677787953386e-05,4.30956079189906e-07,1.58884150482385e-05,2.35669010539455e-08,1.59119819492924e-05,1.60653218508843e-05,1.9030896882495e-08,1.60843527477668e-05
683,1.75216577910354e-05,4.92682059809123e-07,1.58467029076573e-05,3.07746223816094e-08,1.5877477530039e-05,1.60231452737059e-05,2.56315941043684e-08,1.60487768678102e-05
683.2,1.74322983451981e-05,5.23530471909418e-07,1.57658856352814e-05,3.51972512889031e-08,1.58010828865703e-05,1.59414281554226e-05,2.9759989710361e-08,1.5971188145133e-05
683.4,1.73112307089024e-05,5.0052132055627e-07,1.56563912662559e-05,3.4042475260679e-08,1.56904337415165e-05,1.58307146403291e-05,2.88485474351146e-08,1.58595631877642e-05
683.6,1.72492556093701e-05,4.88171544393628e-07,1.56003405773499e-05,3.32012332459076e-08,1.56335418105958e-05,1.57740398647456e-05,2.81354451984808e-08,1.5802175309944e-05
683.8,1.72679922673682e-05,5.05027153775108e-07,1.5617286134461e-05,3.43668183940757e-08,1.56516529528551e-05,1.57911740992243e-05,2.91263324921352e-08,1.58203004317164e-05
684,1.72636684232148e-05,5.23037486795366e-07,1.56133756212815e-05,3.57263023808474e-08,1.56491019236624e-05,1.57872200451138e-05,3.0300420487242e-08,1.58175204656011e-05
684.2,1.71988107609135e-05,5.26700710037769e-07,1.55547179235893e-05,3.59806462439385e-08,1.55906985698332e-05,1.57279092334566e-05,3.05168087739103e-08,1.57584260422305e-05
684.4,1.70532413410818e-05,4.71431686002682e-07,1.542306397988e-05,3.00373386611783e-08,1.54531013185412e-05,1.55947894117371e-05,2.51227098289723e-08,1.56199121215661e-05
684.6,1.68543445100246e-05,3.7592977958199e-07,1.52431803736238e-05,1.98830257471416e-08,1.5263063399371e-05,1.5412902922655e-05,1.59186848974019e-08,1.54288216075524e-05
684.8,1.6749130968958e-05,3.70042743212455e-07,1.51480245529231e-05,1.96784561776863e-08,1.51677030091008e-05,1.53166876059666e-05,1.57773857693148e-08,1.53324649917359e-05
685,1.67419245620357e-05,4.5728415639684e-07,1.51415070309573e-05,2.95528986060996e-08,1.51710599295634e-05,1.53100975157825e-05,2.47903990756112e-08,1.53348879148581e-05
685.2,1.67332768737288e-05,5.35490304398074e-07,1.51336860045983e-05,3.73873580600572e-08,1.51710733626584e-05,1.53021894075615e-05,3.18413171643735e-08,1.53340307247259e-05
685.4,1.66943622763481e-05,5.77329947362947e-07,1.5098491385983e-05,4.06492000183029e-08,1.51391405860013e-05,1.52666029205672e-05,3.46736212858703e-08,1.5301276541853e-05
685.6,1.66367110209692e-05,5.81257597629025e-07,1.50463512102565e-05,4.09989442354574e-08,1.5087350154492e-05,1.52138821990941e-05,3.49835279284548e-08,1.52488657270225e-05
685.8,1.65603231075921e-05,5.41419296715588e-07,1.4977265477419e-05,3.78826315850945e-08,1.50151481090041e-05,1.51440272431423e-05,3.22760898896057e-08,1.51763033330319e-05
686,1.64853764755995e-05,4.2614965043976e-07,1.49094832489746e-05,2.74836889488555e-08,1.49369669379235e-05,1.50754903052272e-05,2.30448119207216e-08,1.5098535117148e-05
686.2,1.63988995925312e-05,2.95746397827731e-07,1.4831272985385e-05,1.54721210988568e-08,1.48467451064838e-05,1.49964092230176e-05,1.23514557581389e-08,1.50087606787758e-05
686.4,1.62547714540839e-05,3.07351942541439e-07,1.47009225460689e-05,1.68013985178437e-08,1.47177239445867e-05,1.48646074193349e-05,1.3566313860616e-08,1.48781737331955e-05
686.6,1.60933479390229e-05,4.01266850008833e-07,1.45549300540349e-05,2.60075587739622e-08,1.45809376128088e-05,1.47169893992103e-05,2.18292992575819e-08,1.47388186984679e-05
686.8,1.60184013070303e-05,4.16905955378831e-07,1.44871478255905e-05,2.84744454342e-08,1.45156222710247e-05,1.46484524612953e-05,2.41495221323748e-08,1.46726019834277e-05
687,1.60011059304167e-05,3.90859052179448e-07,1.44715057728726e-05,2.70298035461499e-08,1.44985355764187e-05,1.46326362448534e-05,2.29788098573938e-08,1.46556150547108e-05
687.2,1.59823692724185e-05,4.15892767126348e-07,1.44545602157615e-05,2.90512731521106e-08,1.44836114889136e-05,1.46155020103746e-05,2.47440536074332e-08,1.46402460639821e-05
687.4,1.59506610819601e-05,4.60024296460161e-07,1.44258831191119e-05,3.22784170149327e-08,1.44581615361269e-05,1.45865056135644e-05,2.75157546821675e-08,1.46140213682466e-05
687.6,1.58886859824278e-05,4.71915992604577e-07,1.4369832430206e-05,3.30416619345346e-08,1.44028740921406e-05,1.45298308379809e-05,2.81550917910404e-08,1.45579859297719e-05
687.8,1.5800767817975e-05,4.53565343341858e-07,1.42903186622232e-05,3.15159383174532e-08,1.43218346005407e-05,1.44494317377344e-05,2.68167023914807e-08,1.44762484401259e-05
688,1.566384608645e-05,3.98649328946397e-07,1.41664857448729e-05,2.73530867905577e-08,1.41938388316635e-05,1.43242200242359e-05,2.32189531570406e-08,1.43474389773929e-05
688.2,1.5535572043232e-05,3.28142634369494e-07,1.40504738538816e-05,2.18942997874123e-08,1.4072368153669e-05,1.42069164189583e-05,1.84844308028698e-08,1.42254008497611e-05
688.4,1.55024225713891e-05,2.6482947636999e-07,1.40204932528389e-05,1.64222162620207e-08,1.40369154691009e-05,1.41766020041112e-05,1.36563686928143e-08,1.4190258372804e-05
688.6,1.54880097575444e-05,2.14684368024827e-07,1.40074582089073e-05,1.18244851163852e-08,1.40192826940237e-05,1.4163421823743e-05,9.56577692167326e-09,1.41729876006646e-05
688.8,1.53928851861692e-05,1.85841542044991e-07,1.39214269189587e-05,9.31884561294461e-09,1.39307457645716e-05,1.40764326333124e-05,7.35338425475355e-09,1.40837860175671e-05
689,1.53006431775629e-05,1.85925546011791e-07,1.38380026377964e-05,8.96733678829011e-09,1.38469699745847e-05,1.39920794789555e-05,6.99702628843113e-09,1.39990765052439e-05
689.2,1.53150559914076e-05,2.80615750987446e-07,1.3851037681728e-05,1.74994826088711e-08,1.38685371643368e-05,1.40052596593237e-05,1.45698601373007e-08,1.4019829519461e-05
689.4,1.53164972727921e-05,3.52297332569429e-07,1.38523411861211e-05,2.41203390642357e-08,1.38764615251854e-05,1.40065776773606e-05,2.04663092288707e-08,1.40270439865894e-05
689.6,1.51752516971138e-05,2.5159498932292e-07,1.37245977555914e-05,1.54207351652884e-08,1.37400184907567e-05,1.38774119097515e-05,1.27910938798965e-08,1.38902030036314e-05
689.8,1.50123869006684e-05,1.73138645459228e-07,1.35773017591642e-05,8.94316359797223e-09,1.35862449227622e-05,1.37284758715901e-05,7.11495747314628e-09,1.37355908290632e-05
690,1.49100559223708e-05,2.95207932790778e-07,1.34847529472498e-05,2.09442959573748e-08,1.35056972432071e-05,1.36348965909753e-05,1.78905550444576e-08,1.36527871460198e-05
690.2,1.4843756978685e-05,3.89472725887042e-07,1.34247917451644e-05,2.99143034459424e-08,1.34547060486103e-05,1.35742677612813e-05,2.5910862530954e-08,1.36001786238123e-05
690.4,1.48120487882266e-05,2.83462793162314e-07,1.33961146485148e-05,1.93315489916482e-08,1.34154461975065e-05,1.35452713644711e-05,1.63906254480957e-08,1.35616619899192e-05
690.6,1.48077249440732e-05,2.01722443967285e-07,1.33922041353353e-05,1.12944775833371e-08,1.34034986129187e-05,1.35413173103606e-05,9.17419040774075e-09,1.35504915007684e-05
690.8,1.48279028834558e-05,2.88563162689686e-07,1.34104531968396e-05,2.01540066371157e-08,1.34306072034767e-05,1.35597695628762e-05,1.71654514254119e-08,1.35769350143016e-05
691,1.47731341908459e-05,3.34611989607398e-07,1.33609200298995e-05,2.5028122628058e-08,1.33859481525275e-05,1.35096848774768e-05,2.15811147363477e-08,1.35312659922131e-05
691.2,1.45655896714818e-05,2.22811482061734e-07,1.31732153972843e-05,1.42352626309971e-08,1.31874506599153e-05,1.33198902801737e-05,1.19129068783673e-08,1.33318031870521e-05
691.4,1.44107960507894e-05,1.79419897781773e-07,1.30332190254588e-05,9.54089394463484e-09,1.30427599194034e-05,1.31783351430185e-05,7.64940562976865e-09,1.31859845486482e-05
691.6,1.44214615330345e-05,3.16692345353844e-07,1.30428649579682e-05,2.16950687965021e-08,1.30645600267647e-05,1.3188088476491e-05,1.8410472766845e-08,1.32064989492578e-05
691.8,1.44257853771879e-05,3.99996003447733e-07,1.30467754711477e-05,2.95253639783394e-08,1.3076300835126e-05,1.31920425306015e-05,2.54004228747928e-08,1.32174429534763e-05
692,1.43455060040728e-05,3.28187103654915e-07,1.29741702764486e-05,2.39481811402163e-08,1.29981184575888e-05,1.31186289259502e-05,2.05606856059493e-08,1.31391896115561e-05
692.2,1.42278974430998e-05,2.62721683922523e-07,1.28678043179667e-05,1.82600516943333e-08,1.2886064369661e-05,1.30110786541451e-05,1.55381360346675e-08,1.30266167901798e-05
692.4,1.40901109427442e-05,2.60828977802969e-07,1.27431892979805e-05,1.72002954538697e-08,1.27603895934344e-05,1.28850761298245e-05,1.4487654130217e-08,1.28995637839547e-05
692.6,1.40294329964579e-05,2.61994417476575e-07,1.26883117630284e-05,1.72759622946193e-08,1.27055877253231e-05,1.2829587570474e-05,1.45511870843023e-08,1.28441387575583e-05
692.8,1.40667621843158e-05,2.52583585864927e-07,1.27220725268113e-05,1.77093352448794e-08,1.27397818620562e-05,1.28637242376279e-05,1.50941686234841e-08,1.28788184062513e-05
693,1.40314507903962e-05,2.54567321343424e-07,1.26901366691789e-05,1.81751121940392e-08,1.27083117813729e-05,1.28314327957256e-05,1.55430441265803e-08,1.28469758398522e-05
693.2,1.38874667800874e-05,2.69192354475769e-07,1.25599165803021e-05,1.83314540065741e-08,1.25782480343087e-05,1.26997627938466e-05,1.55382868041741e-08,1.27153010806508e-05
693.4,1.37811002139133e-05,2.71846544977357e-07,1.24637179560868e-05,1.78072217869212e-08,1.24815251778737e-05,1.26024930627287e-05,1.49786649878015e-08,1.26174717277165e-05
693.6,1.37430503853632e-05,2.59882108877696e-07,1.24293054401074e-05,1.68871456558157e-08,1.24461925857632e-05,1.25676973865565e-05,1.41815603679118e-08,1.25818789469244e-05
693.8,1.37234489585344e-05,2.58733288114405e-07,1.24115777803604e-05,1.7721377102152e-08,1.24292991574625e-05,1.25497723412557e-05,1.50378717652577e-08,1.25648102130209e-05
694,1.36993795594137e-05,2.67740344311278e-07,1.23898092569946e-05,1.98523233300508e-08,1.24096615803246e-05,1.25277614400407e-05,1.70922571388762e-08,1.25448536971795e-05
694.2,1.36183795456063e-05,2.5797643846119e-07,1.23165523100989e-05,1.92431704991561e-08,1.23357954805981e-05,1.2453688826371e-05,1.65850363182369e-08,1.24702738626892e-05
694.4,1.34976001655875e-05,2.32765457397292e-07,1.2207318641952e-05,1.62459946745675e-08,1.22235646366266e-05,1.23432389148849e-05,1.38351962566902e-08,1.23570741111416e-05
694.6,1.34431197292544e-05,2.19073817228555e-07,1.21580461758906e-05,1.45427626116423e-08,1.21725889385022e-05,1.22934178330928e-05,1.22654470452876e-08,1.23056832801381e-05
694.8,1.34467229327156e-05,2.2458415543229e-07,1.21613049368735e-05,1.50795211596861e-08,1.21763844580332e-05,1.22967128781849e-05,1.27468281329667e-08,1.23094597063178e-05
695,1.34493172392076e-05,2.70288185396848e-07,1.21636512447812e-05,1.98385558562441e-08,1.21834898006374e-05,1.22990853106512e-05,1.70499678786929e-08,1.23161352785299e-05
695.2,1.34108350262422e-05,3.18211158179162e-07,1.21288476774838e-05,2.50383194200946e-08,1.21538859969039e-05,1.22638942290679e-05,2.17740372767842e-08,1.22856682663447e-05
695.4,1.32057406852317e-05,2.48304430780719e-07,1.1943359002337e-05,1.89668818196093e-08,1.19623258841566e-05,1.20763402624274e-05,1.64133626428907e-08,1.20927536250703e-05
695.6,1.29579844152409e-05,1.30225037160053e-07,1.17192865971526e-05,7.99732995163624e-09,1.17272839271042e-05,1.18497729618968e-05,6.63640673737458e-09,1.18564093686342e-05
695.8,1.29853687615459e-05,1.57028660017277e-07,1.17440531806227e-05,9.90117320878201e-09,1.17539543538314e-05,1.18748153045966e-05,8.26300771564849e-09,1.18830783123122e-05
696,1.31343972567003e-05,2.59782914908344e-07,1.18788355348755e-05,1.86517424197474e-08,1.18974872772952e-05,1.20110983696045e-05,1.59669091866221e-08,1.20270652787911e-05
696.2,1.30441730420323e-05,2.74786942050631e-07,1.17972361598636e-05,1.97875089885543e-08,1.18170236688522e-05,1.19285904404991e-05,1.69482620125311e-08,1.19455387025116e-05
696.4,1.28507530802361e-05,2.37711955751761e-07,1.16223058703014e-05,1.64249316943902e-08,1.16387308019958e-05,1.17517124199569e-05,1.39610496914247e-08,1.17656734696483e-05
696.6,1.28353313694222e-05,2.12294124410262e-07,1.16083583732946e-05,1.41290533139527e-08,1.16224874266086e-05,1.17376096269629e-05,1.19226186873837e-08,1.17495322456503e-05
696.8,1.28886587806477e-05,2.08299774941843e-07,1.16565880358416e-05,1.37835733507399e-08,1.16703716091923e-05,1.17863762943255e-05,1.16177664290413e-08,1.17979940607545e-05
697,1.28526267460359e-05,2.56038482429701e-07,1.16240004260125e-05,1.80585038517813e-08,1.16420589298643e-05,1.17534258434048e-05,1.54087570409053e-08,1.17688346004457e-05
697.2,1.27654292222753e-05,3.1014388544716e-07,1.15451384102263e-05,2.30353536529373e-08,1.15681737638792e-05,1.16736857521768e-05,1.98385934841068e-08,1.16935243456609e-05
697.4,1.2674772623192e-05,3.04063180218564e-07,1.14631479838965e-05,2.32186046464285e-08,1.14863665885429e-05,1.15907824176603e-05,2.00915894121178e-08,1.16108740070725e-05
697.6,1.2579071539263e-05,2.69109973406745e-07,1.13765952921906e-05,2.06089868251126e-08,1.13972042790157e-05,1.1503266020015e-05,1.78420956747354e-08,1.15211081156898e-05
697.8,1.24839469678878e-05,2.27662027595123e-07,1.1290564002242e-05,1.56988927908506e-08,1.13062628950328e-05,1.14162768295844e-05,1.33388260162122e-08,1.14296156556007e-05
698,1.238348965539e-05,1.95675012717145e-07,1.11997097460387e-05,1.17224178228516e-08,1.12114321638615e-05,1.13244109724176e-05,9.67422954841696e-09,1.1334085201966e-05
698.2,1.22758259359699e-05,2.13115522548501e-07,1.11023379678695e-05,1.47607854460377e-08,1.11170987533156e-05,1.12259550250666e-05,1.25522390162072e-08,1.12385072640828e-05
698.4,1.2171765420011e-05,2.25419115765362e-07,1.10082249506833e-05,1.74953082260777e-08,1.10257202589094e-05,1.11307941228077e-05,1.51802166405391e-08,1.11459743394483e-05
698.6,1.20744789265591e-05,1.55669993597194e-07,1.0920238404145e-05,1.05549854240526e-08,1.0930793389569e-05,1.10418279053219e-05,8.93922752536398e-09,1.10507671328473e-05
698.8,1.20083241110118e-05,1.08348098919764e-07,1.08604075524989e-05,5.33149760982704e-09,1.08657390501087e-05,1.09813308774315e-05,4.18447712340024e-09,1.09855153545549e-05
699,1.20136568521343e-05,1.88858786903801e-07,1.08652305187536e-05,1.26495952319125e-08,1.08778801139855e-05,1.09862075441678e-05,1.06876245381185e-08,1.09968951687059e-05
699.2,1.20310963568864e-05,2.66430743317956e-07,1.08810029219108e-05,1.99195271804553e-08,1.09009224490913e-05,1.10021555624134e-05,1.71747907841049e-08,1.10193303531975e-05
699.4,1.20083241110118e-05,2.42711449335926e-07,1.08604075524989e-05,1.79457135113141e-08,1.08783532660102e-05,1.09813308774315e-05,1.544309839531e-08,1.09967739758268e-05
699.6,1.19583116469706e-05,2.0257958838275e-07,1.08151759500562e-05,1.44774909072162e-08,1.08296534409634e-05,1.09355956515536e-05,1.2383100715725e-08,1.09479787522694e-05
699.8,1.186275469118e-05,1.87678759825896e-07,1.07287536087896e-05,1.32480993487173e-08,1.07420017081383e-05,1.0848211055712e-05,1.13059314021517e-08,1.08595169871142e-05
700,1.17977529007403e-05,2.02197410696281e-07,1.06699655606581e-05,1.47289523191329e-08,1.06846945129772e-05,1.07887684422511e-05,1.26416172723234e-08,1.08014100595234e-05
700.2,1.18179308401229e-05,2.63011146546529e-07,1.06882146221623e-05,2.05148775453371e-08,1.07087294997076e-05,1.08072206947667e-05,1.78148448817707e-08,1.08250355396485e-05
700.4,1.18232635812455e-05,3.10726862223531e-07,1.0693037588417e-05,2.50955430636918e-08,1.07181331314807e-05,1.08120973615029e-05,2.19152306628221e-08,1.08340125921658e-05
700.6,1.17539379466523e-05,3.08075904179583e-07,1.0630339027106e-05,2.5023293506222e-08,1.06553623206122e-05,1.07487006939316e-05,2.18716932879024e-08,1.07705723872195e-05
700.8,1.16717849077374e-05,2.63995708697195e-07,1.05560392766958e-05,2.11955429559706e-08,1.05772348196518e-05,1.06735736658324e-05,1.84921266068414e-08,1.06920657924393e-05
701,1.15964058913294e-05,1.80934964991062e-07,1.04878659969335e-05,1.38277327568132e-08,1.05016937296903e-05,1.06046413225064e-05,1.19671062522939e-08,1.06166084287587e-05
701.2,1.15296745632284e-05,1.49079193342265e-07,1.04275137435301e-05,1.03361628335513e-08,1.04378499063637e-05,1.05436170874013e-05,8.7913526154037e-09,1.05524084400167e-05
701.4,1.14795179710487e-05,2.06040321016325e-07,1.03821517906481e-05,1.38974867530997e-08,1.03960492774012e-05,1.04977500597197e-05,1.17581056784227e-08,1.05095081653981e-05
701.6,1.14246051503003e-05,2.21593841525996e-07,1.03324882732687e-05,1.44481342726115e-08,1.03469364075413e-05,1.04475335725166e-05,1.21417063098004e-08,1.04596752788264e-05
701.8,1.13558560282609e-05,1.53399562179642e-07,1.02703111137149e-05,8.77840635152203e-09,1.02790895200664e-05,1.038466411216e-05,7.16814716614571e-09,1.03918322593261e-05
702,1.12489129495331e-05,1.04635791662822e-07,1.01735910877424e-05,5.04666735732153e-09,1.01786377550997e-05,1.02868671738274e-05,3.93780951934997e-09,1.02908049833467e-05
702.2,1.11132883712542e-05,9.97854820672789e-08,1.00509313243459e-05,4.81273307231502e-09,1.00557440574182e-05,1.0162841676562e-05,3.75527546485864e-09,1.01665969520268e-05
702.4,1.10720677236583e-05,1.26710086493113e-07,1.00136510987015e-05,7.84932206348326e-09,1.0021500420765e-05,1.01251463607087e-05,6.52588748983669e-09,1.01316722481985e-05
702.6,1.11337545669137e-05,1.98603118146808e-07,1.00694410867288e-05,1.60283140885854e-08,1.00854694008174e-05,1.01815575326849e-05,1.39954665873357e-08,1.01955529992722e-05
702.8,1.11395196924516e-05,2.71463072641673e-07,1.00746551043015e-05,2.30328084486816e-08,1.00976879127501e-05,1.01868296048322e-05,2.02667047444789e-08,1.02070963095767e-05
703,1.10580872942289e-05,3.14173059786669e-07,1.00010071060879e-05,2.59179335876919e-08,1.00269250396756e-05,1.01123615857515e-05,2.27084068622564e-08,1.01350699926137e-05
703.2,1.0951144215501e-05,2.52967143658978e-07,9.90428708011533e-06,1.9952566404674e-08,9.92423964652e-06,1.00145646474189e-05,1.73581059939422e-08,1.00319227534129e-05
703.4,1.08437687523578e-05,1.1309476245975e-07,9.80717600282484e-06,7.64232791514548e-09,9.81481833073998e-06,9.91637230367532e-06,6.46818606588826e-09,9.9228404897412e-06
703.6,1.07564271004587e-05,5.27177549958496e-08,9.72818363659929e-06,2.54261920382027e-09,9.73072625580311e-06,9.8365004106436e-06,1.9839528536312e-09,9.83848436349723e-06
703.8,1.06860925688964e-05,5.81409569816984e-08,9.66457262221303e-06,2.80418454393198e-09,9.66737680675697e-06,9.77218113044644e-06,2.18804684542752e-09,9.77436917729187e-06
704,1.05896708442752e-05,4.75988283871575e-08,9.57736817831057e-06,2.30001961651799e-09,9.57966819792709e-06,9.68400572378271e-06,1.79564788409857e-09,9.68580137166681e-06
704.2,1.04928167352386e-05,4.22540035046546e-08,9.48977268309016e-06,2.65915016957516e-09,9.49243183325973e-06,9.59543491170794e-06,2.21828814001003e-09,9.59765319984795e-06
704.4,1.05101121118523e-05,1.45406462131618e-07,9.50541473580809e-06,1.22163744304502e-08,9.51763111023854e-06,9.61125112814986e-06,1.07333924912326e-08,9.6219845206411e-06
704.6,1.05826085654913e-05,2.93887676791396e-07,9.57098100678408e-06,2.54873825379759e-08,9.59646838932206e-06,9.67754743540226e-06,2.24989259964383e-08,9.7000463613987e-06
704.8,1.05439822243874e-05,2.93315393808584e-07,9.53604708904737e-06,2.47956766065877e-08,9.56084276565396e-06,9.6422245520153e-06,2.18058903709345e-08,9.66403044238623e-06
