wavelength_nm,S_single_white_W_nm,S_RGB_target_W_nm,S_best_Ra_single_white_W_nm,S_best_Ra_RGB_point_W_nm,S_best_Ra_blend_W_nm,S_best_Rmin8_single_white_W_nm,S_best_Rmin8_RGB_point_W_nm,S_best_Rmin8_blend_W_nm
495.2,2.72315704782285e-05,1.67379830887238e-05,2.46284120043825e-05,1.93840045316509e-06,2.65668124575476e-05,2.49026327878094e-05,1.77361706623817e-06,2.66762498540475e-05
495.4,2.72647199500714e-05,1.70400487433807e-05,2.46583926054252e-05,1.96867317496463e-06,2.66270657803898e-05,2.49329472026564e-05,1.80086355674984e-06,2.67338107594062e-05
495.6,2.73021932660676e-05,1.7160051486412e-05,2.46922837196474e-05,1.97944365540209e-06,2.66717273750495e-05,2.49672156716139e-05,1.81041780949797e-06,2.67776334811119e-05
495.8,2.73497555517553e-05,1.7295334750345e-05,2.47352993646217e-05,1.99175671221487e-06,2.67270560768366e-05,2.50107102668292e-05,1.82136167585996e-06,2.68320719426891e-05
496,2.73973178374429e-05,1.7601675819688e-05,2.4778315009596e-05,2.02193357111673e-06,2.68002485807127e-05,2.50542048620445e-05,1.84846363224158e-06,2.69026684942861e-05
496.2,2.74809121577423e-05,1.79502845609228e-05,2.48539182643993e-05,2.05794249205194e-06,2.69118607564513e-05,2.51306499081804e-05,1.88099196467574e-06,2.70116418728562e-05
496.4,2.7653865923879e-05,1.83239709564137e-05,2.50103387915786e-05,2.09746215366369e-06,2.71078009452423e-05,2.52888120725997e-05,1.91679090472642e-06,2.72056029773261e-05
496.6,2.77547556207921e-05,1.86460887571532e-05,2.51015840990999e-05,2.1312401609399e-06,2.72328242600398e-05,2.53810733351776e-05,1.94735844256422e-06,2.73284317777418e-05
496.8,2.76740438632616e-05,1.88511225778404e-05,2.50285878530829e-05,2.15133049342707e-06,2.717991834651e-05,2.53072643251153e-05,1.96538955384724e-06,2.72726538789625e-05
497,2.76927805212598e-05,1.91140075357571e-05,2.5045533410194e-05,2.17767796809806e-06,2.7223211378292e-05,2.5324398559594e-05,1.98910334292153e-06,2.73135019025156e-05
497.2,2.79579762960028e-05,1.95330068902909e-05,2.52853782185356e-05,2.22136633962661e-06,2.75067445581622e-05,2.55669138783702e-05,2.02861287938065e-06,2.75955267577508e-05
497.4,2.81309300621395e-05,1.99840747089867e-05,2.54417987457149e-05,2.26834617888428e-06,2.77101449245992e-05,2.57250760427894e-05,2.07109347109142e-06,2.77961695138808e-05
497.6,2.80703962439916e-05,2.04091043439181e-05,2.53870515612021e-05,2.31223337021123e-06,2.76992849314134e-05,2.56697192852427e-05,2.11073689796193e-06,2.77804561832046e-05
497.8,2.80069798630748e-05,2.07642006686235e-05,2.53296973679031e-05,2.34988204053076e-06,2.76795794084338e-05,2.56117264916223e-05,2.14485100241229e-06,2.77565774940346e-05
498,2.80329229279953e-05,2.10461059402862e-05,2.535316044698e-05,2.38124910027941e-06,2.77344095472594e-05,2.56354508162852e-05,2.17342848787831e-06,2.78088793041635e-05
498.2,2.81611969712134e-05,2.14091794110575e-05,2.54691723379713e-05,2.42011805800049e-06,2.78892903959718e-05,2.57527544215628e-05,2.20868764665891e-06,2.79614420682217e-05
498.4,2.8370182771962e-05,2.18798284061777e-05,2.56581804749796e-05,2.46886103859593e-06,2.81270415135755e-05,2.59438670369027e-05,2.25273298788504e-06,2.81966000247877e-05
498.6,2.84163037762651e-05,2.22478251878578e-05,2.56998926155608e-05,2.50767152283159e-06,2.82075641383924e-05,2.59860436140812e-05,2.28787820436561e-06,2.82739218184468e-05
498.8,2.83067663910452e-05,2.25108486632753e-05,2.56008262816805e-05,2.53642135443747e-06,2.8137247636118e-05,2.58858742432823e-05,2.31401955670247e-06,2.81998937999848e-05
499,2.83990083996514e-05,2.29081042236075e-05,2.56842505628428e-05,2.57799369807774e-06,2.82622442609206e-05,2.59702273976392e-05,2.35163160723429e-06,2.83218590048735e-05
499.2,2.86656454557789e-05,2.34366329416448e-05,2.59253988755776e-05,2.63237761153263e-06,2.85577764871102e-05,2.62140607344522e-05,2.40073623756905e-06,2.86147969720213e-05
499.4,2.87002362090062e-05,2.38812466570178e-05,2.59566829810135e-05,2.67969580864301e-06,2.86363787896565e-05,2.62456931673361e-05,2.44363081661381e-06,2.86893239839499e-05
499.6,2.85647557588658e-05,2.42559050830205e-05,2.58341535680563e-05,2.72099639712283e-06,2.85551499651792e-05,2.61217994718744e-05,2.4812196900488e-06,2.86030191619232e-05
499.8,2.8656997767472e-05,2.47181047537183e-05,2.59175778492186e-05,2.77018757033296e-06,2.86877654195516e-05,2.62061526262313e-05,2.52581229175042e-06,2.87319649179817e-05
500,2.89020156028324e-05,2.52383476057742e-05,2.6139173596056e-05,2.82460812032858e-06,2.89637817163846e-05,2.64302156924919e-05,2.5750462240873e-06,2.90052619165792e-05
500.2,2.90202006763592e-05,2.56845198376935e-05,2.62460609562952e-05,2.87219409636072e-06,2.91182550526559e-05,2.65382931715117e-05,2.61819421055954e-06,2.91564873820712e-05
500.4,2.90389373343573e-05,2.6111859936241e-05,2.62630065134063e-05,2.91855566857059e-06,2.91815621819769e-05,2.65554274059904e-05,2.66031384342137e-06,2.92157412494118e-05
500.6,2.90158768322058e-05,2.66359812468891e-05,2.62421504431157e-05,2.97497992489749e-06,2.92171303680132e-05,2.65343391174012e-05,2.71153060798551e-06,2.92458697253867e-05
500.8,2.9001464018361e-05,2.72042266682738e-05,2.62291153991841e-05,3.03606678697465e-06,2.92651821861588e-05,2.65211589370329e-05,2.76697060101444e-06,2.92881295380474e-05
501,2.90706455248157e-05,2.76982273595469e-05,2.62916836100558e-05,3.08958393200877e-06,2.93812675420646e-05,2.65844238028006e-05,2.81558325837331e-06,2.94000070611739e-05
501.2,2.91816241914201e-05,2.81704975742364e-05,2.63920534483292e-05,3.14094534463652e-06,2.95329987929657e-05,2.66859111916363e-05,2.86225813492102e-06,2.95481693265573e-05
501.4,2.93127807974072e-05,2.87115225571839e-05,2.65106723481069e-05,3.19970584467488e-06,2.97103781927817e-05,2.68058508329876e-05,2.9156489446887e-06,2.97214997776763e-05
501.6,2.94093466501668e-05,2.92710365406555e-05,2.65980071424486e-05,3.26018996992253e-06,2.98581971123712e-05,2.6894158041455e-05,2.97057670850098e-06,2.98647347499559e-05
501.8,2.93416064250966e-05,2.97443352716873e-05,2.65367424359701e-05,3.31060953749268e-06,2.98473519734628e-05,2.68322111937241e-05,3.01628780134369e-06,2.98484989950678e-05
502,2.92998092649469e-05,3.02705724374156e-05,2.64989408085684e-05,3.36641674609406e-06,2.98653575546625e-05,2.67939886706561e-05,3.06685708914986e-06,2.9860845759806e-05
502.2,2.95707701652278e-05,3.10754651054036e-05,2.67439996344827e-05,3.45214479134823e-06,3.01961444258309e-05,2.70417760615796e-05,3.14457772059985e-06,3.01863537821794e-05
502.4,2.9821553126126e-05,3.18774447416313e-05,2.69708093988927e-05,3.53805977260788e-06,3.05088691715005e-05,2.72711111999875e-05,3.22251980410893e-06,3.04936310040964e-05
502.6,2.96817488318322e-05,3.23798243160892e-05,2.68443694727561e-05,3.59316817964067e-06,3.04375376523967e-05,2.71432634504153e-05,3.27264814787521e-06,3.04159115982905e-05
502.8,2.95938306673794e-05,3.28557817732743e-05,2.67648557047732e-05,3.64542163216909e-06,3.04102773369423e-05,2.70628643501688e-05,3.32018394162493e-06,3.03830482917938e-05
503,2.98979410395031e-05,3.34773867862693e-05,2.70398951317302e-05,3.71219802315147e-06,3.07520931548817e-05,2.73409661559393e-05,3.38078268951084e-06,3.07217488454502e-05
503.2,3.01890798791666e-05,3.41148962267462e-05,2.73032030191487e-05,3.78025480413683e-06,3.10834578232855e-05,2.76072057993784e-05,3.44249899858991e-06,3.10497047979683e-05
503.4,3.02135816627026e-05,3.46975424884515e-05,2.73253625938324e-05,3.8421386179026e-06,3.1167501211735e-05,2.76296121060044e-05,3.49858447316809e-06,3.11281965791725e-05
503.6,3.019340372332e-05,3.53571471639196e-05,2.73071135323282e-05,3.91326323440028e-06,3.12203767667285e-05,2.76111598534889e-05,3.56315676047892e-06,3.11743166139678e-05
503.8,3.02308770393163e-05,3.61756897027757e-05,2.73410046465504e-05,4.00338709809467e-06,3.1344391744645e-05,2.76454283224464e-05,3.64517017272682e-06,3.12905984951732e-05
504,3.0275556762235e-05,3.69465973826716e-05,2.73814132827384e-05,4.08768084768788e-06,3.14690941304262e-05,2.7686286881588e-05,3.72181893855713e-06,3.14081058201451e-05
504.2,3.03159126410002e-05,3.75589716181568e-05,2.74179114057469e-05,4.15292791881973e-06,3.15708393245666e-05,2.77231913866192e-05,3.78097411713755e-06,3.15041655037567e-05
504.4,3.03966243985307e-05,3.81282977782914e-05,2.74909076517639e-05,4.21414484677099e-06,3.17050524985349e-05,2.77970003966815e-05,3.83653359093825e-06,3.16335339876197e-05
504.6,3.0537869974209e-05,3.87202943986352e-05,2.76186510822936e-05,4.27933235232478e-06,3.18979834346184e-05,2.79261661642905e-05,3.89585543174076e-06,3.18220215960313e-05
504.8,3.06661440174271e-05,3.94400603804672e-05,2.7734662973285e-05,4.35784237375084e-06,3.20925053470358e-05,2.80434697695681e-05,3.96722549985565e-06,3.20106952694238e-05
505,3.07439732121886e-05,4.03218781296732e-05,2.78050522105157e-05,4.45289155927253e-06,3.22579437697882e-05,2.81146427435568e-05,4.05351454721371e-06,3.21681572907705e-05
505.2,3.07194714286526e-05,4.12285101758147e-05,2.77828926358319e-05,4.55128710355492e-06,3.23341797393868e-05,2.80922364369307e-05,4.14291092229695e-06,3.22351473592277e-05
505.4,3.06156991689705e-05,4.20910111007136e-05,2.76890403195243e-05,4.64569320498751e-06,3.23347335245118e-05,2.79973391382792e-05,4.22876480508874e-06,3.22261039433679e-05
505.6,3.07064998961923e-05,4.28859259546344e-05,2.77711610962935e-05,4.73179756419692e-06,3.25029586604904e-05,2.80803742745993e-05,4.30697703673725e-06,3.23873513113365e-05
505.8,3.098610848478e-05,4.35951823191975e-05,2.80240409485667e-05,4.80761477787296e-06,3.28316557264396e-05,2.83360697737437e-05,4.37574133201243e-06,3.27118111057561e-05
506,3.11648273764547e-05,4.42559791017341e-05,2.81856754933187e-05,4.87910538312748e-06,3.30647808764461e-05,2.84995040103103e-05,4.440670409809e-06,3.29401744201193e-05
506.2,3.12210373504491e-05,4.49269356538529e-05,2.82365121646519e-05,4.95261431529662e-06,3.31891264799485e-05,2.85509067137465e-05,4.50752716503835e-06,3.30584338787849e-05
506.4,3.13262508915156e-05,4.57765970315086e-05,2.83316679853527e-05,5.04493216262349e-06,3.33766001479762e-05,2.86471220304349e-05,4.59141250213382e-06,3.32385345325687e-05
506.6,3.14516423719647e-05,4.67705641379068e-05,2.84450728675577e-05,5.1525425422653e-06,3.3597615409823e-05,2.87617895996388e-05,4.68915389647672e-06,3.34509434961156e-05
506.8,3.14170516187374e-05,4.77385801068002e-05,2.84137887621218e-05,5.25841851978935e-06,3.36722072819112e-05,2.8730157166755e-05,4.78543052574337e-06,3.35155876924984e-05
507,3.13046316707485e-05,4.86427904259236e-05,2.83121154194553e-05,5.35780030275886e-06,3.36699157222141e-05,2.86273517598825e-05,4.875851084917e-06,3.35032028447995e-05
507.2,3.13752544585877e-05,4.95052898113971e-05,2.83759871347201e-05,5.45112651707803e-06,3.38271136517982e-05,2.8691934643687e-05,4.96061307391999e-06,3.3652547717607e-05
507.4,3.15626210385692e-05,5.03557693480618e-05,2.85454427058311e-05,5.54246942808529e-06,3.40879121339164e-05,2.88632769884745e-05,5.04350350978681e-06,3.39067804982613e-05
507.6,3.17182794280922e-05,5.12600168066254e-05,2.86862211802924e-05,5.6411844036121e-06,3.43274055839045e-05,2.90056229364518e-05,5.13324942354322e-06,3.41388723599951e-05
507.8,3.1809080155314e-05,5.21804170944716e-05,2.87683419570616e-05,5.74203310646173e-06,3.45103750635233e-05,2.90886580727719e-05,5.22497297136228e-06,3.43136310441342e-05
508,3.17615178696264e-05,5.30347524628765e-05,2.87253263120873e-05,5.83363716910916e-06,3.45589634811964e-05,2.90451634775566e-05,5.30808453452693e-06,3.43532480120836e-05
508.2,3.16735997051736e-05,5.39065927528367e-05,2.86458125441045e-05,5.92676176822579e-06,3.45725743123302e-05,2.89647643773102e-05,5.39253865879638e-06,3.43573030361066e-05
508.4,3.16635107354822e-05,5.4933267712396e-05,2.86366880133523e-05,6.03909190239687e-06,3.46757799157492e-05,2.89555382510524e-05,5.49468817903687e-06,3.44502264300893e-05
508.6,3.17514288999351e-05,5.60210187962616e-05,2.87162017813351e-05,6.15860821189935e-06,3.48748099932345e-05,2.90359373512989e-05,5.60342384631525e-06,3.46393611976141e-05
508.8,3.20627456789812e-05,5.71077361392876e-05,2.89977587302579e-05,6.27649713565125e-06,3.52742558659092e-05,2.93206292472535e-05,5.71052551800671e-06,3.50311547652602e-05
509,3.2366856051105e-05,5.81657294169008e-05,2.92727981572149e-05,6.39081381733321e-06,3.56636119745481e-05,2.9598731053024e-05,5.81433499624446e-06,3.54130660492684e-05
509.2,3.23726211766428e-05,5.91493838750667e-05,2.92780121747875e-05,6.49744588026036e-06,3.57754580550478e-05,2.96040031251713e-05,5.9112020053686e-06,3.55152051305399e-05
509.4,3.22919094191124e-05,6.00515218188296e-05,2.92050159287705e-05,6.59571392368857e-06,3.58007298524591e-05,2.9530194115109e-05,6.00051949876526e-06,3.55307136138742e-05
509.6,3.22400232892714e-05,6.07933979623509e-05,2.91580897706167e-05,6.67766123770105e-06,3.58357510083177e-05,2.94827454657832e-05,6.07511894964301e-06,3.55578644154262e-05
509.8,3.2232816882349e-05,6.16098413042696e-05,2.91515722486509e-05,6.76749034043437e-06,3.59190625890853e-05,2.94761553755991e-05,6.15685769210937e-06,3.56330130677085e-05
510,3.23495606744913e-05,6.27724540760456e-05,2.92571561044969e-05,6.89363019288742e-06,3.61507862973843e-05,2.95829148365821e-05,6.27145711654428e-06,3.58543719531263e-05
510.2,3.2498012657092e-05,6.39152936561032e-05,2.93914170569925e-05,7.01768182293076e-06,3.64090988799233e-05,2.97186706943753e-05,6.38416522879407e-06,3.61028359231693e-05
510.4,3.26219628561566e-05,6.47931107477119e-05,2.95035184348043e-05,7.11291714004105e-06,3.66164355748454e-05,2.98320202455424e-05,6.47068702481903e-06,3.63027072703614e-05
510.6,3.27069984578405e-05,6.57503882005514e-05,2.95804251940008e-05,7.21679731727941e-06,3.67972225112802e-05,2.99097833097152e-05,6.5650651980529e-06,3.64748485077681e-05
510.8,3.27286176786076e-05,6.69684212160928e-05,2.95999777598983e-05,7.34851819750991e-06,3.69484959574082e-05,2.99295535802676e-05,6.6846907241559e-06,3.66142443044235e-05
511,3.28295073755207e-05,6.81290089148327e-05,2.96912230674195e-05,7.4745013859359e-06,3.71657244533554e-05,3.00218148428455e-05,6.79915428803993e-06,3.68209691308854e-05
511.2,3.3080290336419e-05,6.91011542198567e-05,2.99180328318295e-05,7.58097092759808e-06,3.74990037594276e-05,3.02511499812534e-05,6.89598511300447e-06,3.71471350942579e-05
511.4,3.31999166913302e-05,7.01015964923363e-05,3.00262236964619e-05,7.69037636563198e-06,3.77166000620939e-05,3.036054547831e-05,6.99546945589183e-06,3.73560149342018e-05
511.6,3.30874967433413e-05,7.12108862863491e-05,2.99245503537953e-05,7.81102624991936e-06,3.77355766037147e-05,3.02577400714375e-05,7.10511150051322e-06,3.73628515719507e-05
511.8,3.30298454879624e-05,7.22823141506338e-05,2.98724101780689e-05,7.92738129549283e-06,3.77997914735617e-05,3.02050193499644e-05,7.2108324533758e-06,3.74158518033402e-05
512,3.31235287779532e-05,7.32793020468277e-05,2.99571379636243e-05,8.03582095795839e-06,3.79929589215827e-05,3.02906905223582e-05,7.30937872958802e-06,3.76000692519462e-05
512.2,3.3235948725942e-05,7.42314375721868e-05,3.00588113062909e-05,8.1394898255032e-06,3.81983011317941e-05,3.03934959292307e-05,7.40360049223723e-06,3.77970964214679e-05
512.4,3.33368384228551e-05,7.51698958470492e-05,3.01500566138122e-05,8.24163260243757e-06,3.83916892162497e-05,3.04857571918086e-05,7.49643145925901e-06,3.79821886510676e-05
512.6,3.34564647777664e-05,7.61831093542423e-05,3.02582474784445e-05,8.35201231726861e-06,3.86102597957131e-05,3.05951526888652e-05,7.59675872776092e-06,3.81919114166261e-05
512.8,3.35775324140621e-05,7.72647091139194e-05,3.036774184747e-05,8.47002248515185e-06,3.88377643326219e-05,3.07058662039587e-05,7.7040399744e-06,3.84099061783587e-05
513,3.36380662322099e-05,7.82959358008422e-05,3.04224890319828e-05,8.58295370984298e-06,3.90054427418258e-05,3.07612229615054e-05,7.80674659747955e-06,3.8567969558985e-05
513.2,3.36568028902081e-05,7.9299713447177e-05,3.04394345890939e-05,8.69329901692911e-06,3.9132733606023e-05,3.07783571959842e-05,7.90714413708623e-06,3.86855013330704e-05
513.4,3.37735466823504e-05,8.05230267509423e-05,3.05450184449399e-05,8.82703281828064e-06,3.93720512632206e-05,3.08851166569671e-05,8.02874620437775e-06,3.89138628613449e-05
513.6,3.39320876346424e-05,8.18305439005156e-05,3.06884039281876e-05,8.96897744405505e-06,3.96573813722427e-05,3.10300986410181e-05,8.15771296497108e-06,3.91878116059892e-05
513.8,3.39407353229492e-05,8.27986060459895e-05,3.06962249545466e-05,9.07333892992264e-06,3.97695638844692e-05,3.10380067492391e-05,8.25245772559136e-06,3.92904644748304e-05
514,3.38816427861858e-05,8.35852536129963e-05,3.0642781274427e-05,9.15802125450169e-06,3.98008025289287e-05,3.09839680097292e-05,8.32932413988424e-06,3.93132921496134e-05
514.2,3.3955148136794e-05,8.45944298905771e-05,3.07092599984782e-05,9.26855539139603e-06,3.99778153898742e-05,3.10511869296073e-05,8.42985250166829e-06,3.94810394312756e-05
514.4,3.41180129332394e-05,8.57351947904421e-05,3.08565559949054e-05,9.39435510183314e-06,4.02509110967385e-05,3.12001229677688e-05,8.54435125817681e-06,3.97444742259456e-05
514.6,3.42520521019953e-05,8.6726342286128e-05,3.09777819034693e-05,9.50333457492744e-06,4.04811164783968e-05,3.13226986451937e-05,8.64350838437249e-06,3.99662070295662e-05
514.8,3.4351500517524e-05,8.76326917395768e-05,3.10677237065974e-05,9.60254836908135e-06,4.06702720756788e-05,3.14136418897348e-05,8.7337352664679e-06,4.01473771562027e-05
515,3.43961802404426e-05,8.85556680539412e-05,3.11081323427854e-05,9.70303643390771e-06,4.08111687766931e-05,3.14545004488764e-05,8.82506547848152e-06,4.02795659273579e-05
515.2,3.44221233053631e-05,8.9495933768639e-05,3.11315954218623e-05,9.80515173510906e-06,4.09367471569714e-05,3.14782247735393e-05,8.91784853922102e-06,4.03960733127603e-05
515.4,3.44711268724352e-05,9.04347012976174e-05,3.11759145712298e-05,9.90654204659763e-06,4.10824566178274e-05,3.15230373867914e-05,9.00991521926461e-06,4.0532952606056e-05
515.6,3.45302194091986e-05,9.14078786203781e-05,3.12293582513494e-05,1.00120235910306e-05,4.124138184238e-05,3.15770761263013e-05,9.10573555549352e-06,4.06828116817948e-05
515.8,3.45777816948862e-05,9.25414827759541e-05,3.12723738963237e-05,1.01359221186479e-05,4.14082960149716e-05,3.16205707215166e-05,9.21839169085756e-06,4.08389624123742e-05
516,3.46368742316496e-05,9.36132891010329e-05,3.13258175764433e-05,1.02534196973425e-05,4.15792372737858e-05,3.16746094610265e-05,9.32526368427211e-06,4.09998731452986e-05
516.2,3.47492941796384e-05,9.43594986574553e-05,3.14274909191099e-05,1.03354512850846e-05,4.17629422041944e-05,3.1777414867899e-05,9.39990009757603e-06,4.1177314965475e-05
516.4,3.49049525691615e-05,9.50525788667019e-05,3.15682693935712e-05,1.04111767935021e-05,4.19794461870733e-05,3.19197608158763e-05,9.46875177711316e-06,4.13885125929895e-05
516.6,3.5171589625289e-05,9.60144004921232e-05,3.1809417706306e-05,1.05147035318019e-05,4.23241212381079e-05,3.21635941526893e-05,9.56272197980217e-06,4.17263161324915e-05
516.8,3.53632800494238e-05,9.69297176314432e-05,3.19827837905964e-05,1.06131951319703e-05,4.25959789225667e-05,3.23388905515873e-05,9.65211877762486e-06,4.19910093292122e-05
517,3.53113939195828e-05,9.76035204189184e-05,3.19358576324426e-05,1.0686635293924e-05,4.26224929263666e-05,3.22914419022615e-05,9.71887430601458e-06,4.20103162082761e-05
517.2,3.52047390971318e-05,9.81834348089876e-05,3.18393983073487e-05,1.07501532250431e-05,4.25895515323918e-05,3.21939085675363e-05,9.7766425102935e-06,4.19705510778298e-05
517.4,3.51499704045219e-05,9.87350462607129e-05,3.17898651404086e-05,1.0810441211561e-05,4.26003063519696e-05,3.21438238821369e-05,9.83145994087301e-06,4.19752838230099e-05
517.6,3.52018565343629e-05,9.9365568131227e-05,3.18367912985624e-05,1.08794847830005e-05,4.27162760815629e-05,3.21912725314627e-05,9.89425182953971e-06,4.20855243610024e-05
517.8,3.54526394952612e-05,0.000100240213301646,3.20636010629724e-05,1.09754257395802e-05,4.30390268025526e-05,3.24206076698706e-05,9.98152243906096e-06,4.24021301089316e-05
518,3.55794722570948e-05,0.00010102151878727,3.21783094495706e-05,1.1061068808316e-05,4.32393782578866e-05,3.25365932571114e-05,1.00594197752288e-05,4.25960130323402e-05
518.2,3.54122836164959e-05,0.000101529380333959,3.20271029399639e-05,1.11165409425621e-05,4.3143643882526e-05,3.23837031648394e-05,1.01098548579966e-05,4.2493558022836e-05
518.4,3.53200416078897e-05,0.000101937604206996,3.19436786588016e-05,1.11605528085331e-05,4.31042314673347e-05,3.22993500104825e-05,1.01498114685214e-05,4.2449161479004e-05
518.6,3.54483156511077e-05,0.000102301864782901,3.20596905497929e-05,1.11993890621615e-05,4.32590796119544e-05,3.24166536157601e-05,1.0185024341455e-05,4.26016779572151e-05
518.8,3.55549704735587e-05,0.000102785462162342,3.21561498748868e-05,1.12515794464635e-05,4.34077293213503e-05,3.25141869504853e-05,1.02324112993662e-05,4.27465982498516e-05
519,3.55895612267861e-05,0.000103473651017547,3.21874339803227e-05,1.13256501999157e-05,4.35130841802383e-05,3.25458193833692e-05,1.02996442612893e-05,4.28454636446585e-05
519.2,3.56832445167768e-05,0.000104107579017525,3.22721617658781e-05,1.13949014465819e-05,4.366706321246e-05,3.26314905557629e-05,1.03626082125486e-05,4.29940987683115e-05
519.4,3.58590808456825e-05,0.000104598305131552,3.24311893018438e-05,1.14496567254511e-05,4.38808460272948e-05,3.27922887562558e-05,1.04125092497416e-05,4.32047980059974e-05
519.6,3.60032089841298e-05,0.000104950153578528,3.25615397411599e-05,1.14881365293361e-05,4.40496762704959e-05,3.29240905599385e-05,1.04474999048015e-05,4.337159046474e-05
519.8,3.60882445858136e-05,0.000105203974718802,3.26384465003564e-05,1.1514632604934e-05,4.41530791052904e-05,3.30018536241113e-05,1.04714648688801e-05,4.34733184929914e-05
520,3.61372481528857e-05,0.000105612044173198,3.26827656497238e-05,1.1558923699703e-05,4.42416893494268e-05,3.30466662373634e-05,1.05117055365751e-05,4.35583717739385e-05
520.2,3.61732801874975e-05,0.000106121721265314,3.27153532595529e-05,1.16153678877989e-05,4.43307211473517e-05,3.30796166882841e-05,1.0563103281482e-05,4.36427199697661e-05
520.4,3.62583157891814e-05,0.00010634357469967,3.27922600187494e-05,1.16399115439019e-05,4.44321715626512e-05,3.31573797524569e-05,1.05854500260683e-05,4.37428297785252e-05
520.6,3.63793834254772e-05,0.000106341243479631,3.29017543877749e-05,1.16395231273554e-05,4.45412775151302e-05,3.32680932675504e-05,1.05850832413305e-05,4.38531765088808e-05
520.8,3.64427998063939e-05,0.000106320139203076,3.29591085810739e-05,1.16376213404515e-05,4.45967299215254e-05,3.33260860611707e-05,1.05833952612183e-05,4.39094813223891e-05
521,3.64629777457766e-05,0.000106411566703514,3.29773576425782e-05,1.1648204446072e-05,4.46255620886502e-05,3.33445383136863e-05,1.05930782189414e-05,4.39376165326278e-05
521.2,3.64298282739337e-05,0.000106748300229257,3.29473770415355e-05,1.16843946186829e-05,4.46317716602184e-05,3.33142238988393e-05,1.06259220436946e-05,4.39401459425339e-05
521.4,3.64168567414734e-05,0.000107140472389873,3.29356455019971e-05,1.17261723204082e-05,4.46618178224053e-05,3.33023617365079e-05,1.06637983390683e-05,4.39661600755761e-05
521.6,3.66085471656083e-05,0.000107123353561559,3.31090115862875e-05,1.1724742392075e-05,4.48337539783624e-05,3.34776581354059e-05,1.06625430960717e-05,4.41402012314776e-05
521.8,3.68723016589668e-05,0.000106872943780053,3.33475528902359e-05,1.16984063510162e-05,4.50459592412521e-05,3.37188554361452e-05,1.06387019652264e-05,4.43575574013716e-05
522,3.69803977628023e-05,0.000106759760209056,3.3445315719723e-05,1.16854054672662e-05,4.51307211869892e-05,3.38177067889072e-05,1.06268165482381e-05,4.44445233371453e-05
522.2,3.69587785420352e-05,0.000106695614966892,3.34257631538256e-05,1.16776612326189e-05,4.51034243864444e-05,3.37979365183548e-05,1.06197003008302e-05,4.4417636819185e-05
522.4,3.67872660572829e-05,0.000106638372532625,3.32706461310394e-05,1.16715161638927e-05,4.49421622949321e-05,3.36410923719724e-05,1.06141241668614e-05,4.42552165388338e-05
522.6,3.66517856071425e-05,0.000106511979134599,3.31481167180823e-05,1.16581691737346e-05,4.48062858918168e-05,3.35171986765107e-05,1.06020358723319e-05,4.41192345488426e-05
522.8,3.6891038316965e-05,0.00010627957839596,3.3364498447347e-05,1.16330289582097e-05,4.49975274055567e-05,3.37359896706239e-05,1.05792033631672e-05,4.43151930337911e-05
523,3.72167679098558e-05,0.00010596707067856,3.36590904402014e-05,1.15990598611219e-05,4.52581503013233e-05,3.40338617469468e-05,1.05483356060546e-05,4.45821973530015e-05
523.2,3.72945971046173e-05,0.000105621402296112,3.37294796774321e-05,1.15615271358805e-05,4.52910068133125e-05,3.41050347209355e-05,1.05142337638643e-05,4.46192684847998e-05
523.4,3.72989209487708e-05,0.000105280693550998,3.37333901906115e-05,1.1524376205244e-05,4.52577663958556e-05,3.4108988775046e-05,1.04804627450828e-05,4.45894515201287e-05
523.6,3.73378355461515e-05,0.000104980615783943,3.37685848092269e-05,1.14913283504085e-05,4.52599131596354e-05,3.41445752620403e-05,1.04503880885076e-05,4.45949633505479e-05
523.8,3.73810739876857e-05,0.000104690321343095,3.38076899410217e-05,1.14588906030123e-05,4.5266580544034e-05,3.41841158031451e-05,1.04208214017579e-05,4.4604937204903e-05
524,3.74113408967596e-05,0.000104283818310152,3.38350635332781e-05,1.14129160717512e-05,4.52479796050293e-05,3.42117941819185e-05,1.03788611125908e-05,4.45906552945093e-05
524.2,3.74401665244491e-05,0.000103867788725406,3.38611336211413e-05,1.13660352546402e-05,4.52271688757815e-05,3.4238154542655e-05,1.03360905184306e-05,4.45742450610857e-05
524.4,3.74790811218299e-05,0.000103525473512156,3.38963282397567e-05,1.132811815397e-05,4.52244463937266e-05,3.42737410296494e-05,1.03015626857689e-05,4.45753037154182e-05
524.6,3.75237608447485e-05,0.000103064960232646,3.39367368759446e-05,1.12777800194808e-05,4.52145168954254e-05,3.4314599588791e-05,1.02557915753163e-05,4.45703911641073e-05
524.8,3.75900597884343e-05,0.000102391834551861,3.399669807803e-05,1.12046019108774e-05,4.52012999889074e-05,3.4375228418485e-05,1.01892934789374e-05,4.45645218974224e-05
525,3.76520348879666e-05,0.000101712732615575,3.4052748766936e-05,1.11312315343088e-05,4.51839803012448e-05,3.44319031940686e-05,1.01226675153997e-05,4.45545707094683e-05
525.2,3.77039210178076e-05,0.000101185347514692,3.40996749250898e-05,1.10748892303498e-05,4.51745641554396e-05,3.44793518433944e-05,1.00715699557944e-05,4.45509217991888e-05
525.4,3.77500420221107e-05,0.000100653999822111,3.41413870656709e-05,1.10170440638155e-05,4.51584311294864e-05,3.45215284205728e-05,1.00189969210413e-05,4.45405253416141e-05
