wavelength_nm,R_component_W_nm,G_component_W_nm,B_component_W_nm,S_RGB_target_W_nm,S_single_white_W_nm
589.4,4.39378877372255e-07,1.73536073678505e-06,1.38166645670398e-07,2.31290625982771e-06,3.6281376291333e-05
589.6,4.66284199176739e-07,1.71029665189761e-06,1.39363464977799e-07,2.31594431605215e-06,3.62799350099485e-05
589.8,4.59936659077581e-07,1.66812054118341e-06,1.28860579192696e-07,2.25691777945368e-06,3.63447926722498e-05
590,4.30261012568803e-07,1.61487194316953e-06,1.11331499450836e-07,2.15646445518917e-06,3.64096503345511e-05
590.2,4.31175488684784e-07,1.57682285044883e-06,1.05456618363935e-07,2.11345495749755e-06,3.62842588541019e-05
590.4,4.4950983826498e-07,1.55085283478233e-06,1.05124421369865e-07,2.10548709441717e-06,3.60637428022776e-05
590.6,4.29839636319283e-07,1.51622614722699e-06,8.46510751189229e-08,2.03071685866519e-06,3.59988851399763e-05
590.8,4.03095692652913e-07,1.48743768024784e-06,6.23256168599488e-08,1.9528589897607e-06,3.60795968975068e-05
591,4.53338086319134e-07,1.50887804201902e-06,8.61664394891304e-08,2.04838256782729e-06,3.63159670445603e-05
591.2,5.29974771019142e-07,1.54451131932888e-06,1.26821890790735e-07,2.20130798113876e-06,3.65696325682276e-05
591.4,5.27464444426255e-07,1.52135975497502e-06,1.27823032416698e-07,2.17664723181797e-06,3.65350418150002e-05
591.6,4.97412248928544e-07,1.47294278778281e-06,1.07190413634353e-07,2.07754545034571e-06,3.63649706116324e-05
591.8,5.26227212034046e-07,1.45361626449611e-06,8.81095643722495e-08,2.06795304090241e-06,3.6253991945028e-05
592,5.73609626474798e-07,1.44053059768741e-06,7.59775481230801e-08,2.09011777228529e-06,3.62035470965715e-05
592.2,5.88142624357193e-07,1.39966305365407e-06,8.59889643827097e-08,2.07379464239397e-06,3.62525506636435e-05
592.4,5.89595027600221e-07,1.35607771728354e-06,9.84759308447205e-08,2.04414867572848e-06,3.63145257631759e-05
592.6,5.9287638307521e-07,1.33886503248132e-06,8.53245703945707e-08,2.0170659859511e-06,3.62194011918007e-05
592.8,5.99241854078603e-07,1.33202022215062e-06,6.92744498728826e-08,2.0005365261021e-06,3.6122835339041e-05
593,6.04477678115197e-07,1.31762598866104e-06,7.18273610190882e-08,1.99393102779533e-06,3.61718389061131e-05
593.2,6.35130558904777e-07,1.31531083222566e-06,8.32267236238028e-08,2.03366811475424e-06,3.62482268194901e-05
593.4,7.40017383226888e-07,1.35416519674996e-06,1.04296204206569e-07,2.19847878418342e-06,3.62395791311833e-05
593.6,8.23369191562871e-07,1.3723844713067e-06,1.1659659427465e-07,2.31235025714422e-06,3.62237250359541e-05
593.8,7.91810800109428e-07,1.30725811418953e-06,9.70561299933548e-08,2.19612504429231e-06,3.62107535034938e-05
594,7.64376516630015e-07,1.24283636990053e-06,8.41778081684676e-08,2.09139069469901e-06,3.62222837545696e-05
594.2,8.21594032043615e-07,1.2349849698153e-06,1.07754693459895e-07,2.16433369531881e-06,3.62626396333348e-05
594.4,8.82254281070319e-07,1.23709880829979e-06,1.25943616546141e-07,2.24529670591625e-06,3.6256874507797e-05
594.6,9.0416584604538e-07,1.22753620563189e-06,1.13620473259288e-07,2.24532252493655e-06,3.61242766204255e-05
594.8,9.29538075537778e-07,1.22320786968747e-06,1.0037809993405e-07,2.2531240451593e-06,3.60781556161223e-05
595,9.76337735590896e-07,1.22944872616547e-06,1.000140484337e-07,2.30580051019006e-06,3.62381378497988e-05
595.2,1.01515814325948e-06,1.20518991308164e-06,9.99230355586124e-08,2.32027109189973e-06,3.63145257631759e-05
595.4,1.03407524722731e-06,1.1319101789529e-06,9.58820639047256e-08,2.26186749008493e-06,3.6174721468882e-05
595.6,1.0601647128891e-06,1.08148003225166e-06,9.1144843756419e-08,2.23278958889718e-06,3.60752730533534e-05
595.8,1.10517128251873e-06,1.08379518868705e-06,8.72130875526372e-08,2.27617955875841e-06,3.6098333555505e-05
596,1.17366733669609e-06,1.09758546832391e-06,9.1108438606384e-08,2.36236124362639e-06,3.61804865944199e-05
596.2,1.2617080764895e-06,1.10694675304091e-06,1.02680725673765e-07,2.47133555520417e-06,3.62770524471796e-05
596.4,1.32321107801525e-06,1.10191380426833e-06,9.84668295572117e-08,2.52359171184079e-06,3.62366965684143e-05
596.6,1.34786607133825e-06,1.08027212454624e-06,7.58410288104488e-08,2.50397922469494e-06,3.60493299884329e-05
596.8,1.37619690002941e-06,1.06728711671299e-06,6.79138073903239e-08,2.51139782413272e-06,3.59859136075161e-05
597,1.41976899732024e-06,1.06396537052309e-06,7.9053783301039e-08,2.56278815114437e-06,3.60810381788913e-05
597.2,1.47105138343209e-06,1.03578085739665e-06,8.33814455114516e-08,2.59021368634019e-06,3.61127463693497e-05
597.4,1.53067164001316e-06,9.88773115860765e-07,7.68785755864468e-08,2.59632333146038e-06,3.60392410187416e-05
597.6,1.60553316519392e-06,9.76784631884483e-07,6.74723949461493e-08,2.64979019202455e-06,3.59628531053645e-05
597.8,1.69124288743679e-06,9.96926492872343e-07,6.02687258829703e-08,2.7484381061921e-06,3.59109669755235e-05
598,1.77238022909976e-06,1.00653942502797e-06,6.73495275647811e-08,2.84626918169251e-06,3.59354687590595e-05
598.2,1.84867622661931e-06,1.00044955701315e-06,8.33086352113816e-08,2.93243441884384e-06,3.60262694862813e-05
598.4,1.92721358716822e-06,9.82884565796849e-07,8.72267394839003e-08,2.99732489244897e-06,3.60968922741205e-05
598.6,2.00628887484417e-06,9.61393874537939e-07,8.31402613924697e-08,3.05082301077458e-06,3.6122835339041e-05
598.8,2.07397803833096e-06,9.49757696975737e-07,8.78274244594781e-08,3.11156315976618e-06,3.60565363953552e-05
599,2.14767405473645e-06,9.50069739799637e-07,9.7347371193635e-08,3.19509116572972e-06,3.59743833564403e-05
599.2,2.27130763943616e-06,9.73442753899491e-07,1.0129277932868e-07,3.34604317266433e-06,3.6043564862895e-05
599.4,2.4131410919343e-06,9.92316311796661e-07,1.00082308090016e-07,3.50553971182098e-06,3.61675150619597e-05
599.6,2.51247830139571e-06,9.45731337957674e-07,9.39935467466591e-08,3.55220318610004e-06,3.61545435294994e-05
599.8,2.58760879013998e-06,8.77856990810681e-07,8.68353841210239e-08,3.55230116507169e-06,3.6068066646431e-05
600,2.6597806796855e-06,8.6530481657187e-07,8.51425446443956e-08,3.61022804090177e-06,3.60421235815105e-05
600.2,2.74934554633888e-06,8.73156216657093e-07,8.58706476450959e-08,3.70837241064107e-06,3.60522125512018e-05
600.4,2.89933756026391e-06,8.55399973387436e-07,8.58205905637978e-08,3.84055812421514e-06,3.60781556161223e-05
600.6,3.06600531512741e-06,8.28856201560857e-07,8.42369665372745e-08,3.97909848322554e-06,3.61185114948876e-05
600.8,3.19465955301289e-06,8.05483187461003e-07,7.8184610343953e-08,4.07832735081785e-06,3.61718389061131e-05
601,3.31210697575156e-06,7.91380865000238e-07,7.25236095135079e-08,4.1760114502653e-06,3.62078709407249e-05
601.2,3.43600952401479e-06,8.03027108459984e-07,7.28603571513318e-08,4.31189698962611e-06,3.61617499364218e-05
601.4,3.56869821535313e-06,8.16092643473598e-07,7.62733399671146e-08,4.46106419879384e-06,3.61170702135031e-05
601.6,3.71770402954524e-06,8.02090979988285e-07,8.09514017466143e-08,4.60074641128014e-06,3.61329243087323e-05
601.8,3.87388220543132e-06,7.91803632697135e-07,8.85782806789503e-08,4.7542641188074e-06,3.61732801874975e-05
602,4.02916383610564e-06,8.15408162440527e-07,1.03172195199238e-07,4.94774419374541e-06,3.62222837545696e-05
602.2,4.1874937204999e-06,8.16394620399953e-07,1.08874151823472e-07,5.11276249272333e-06,3.62165186290317e-05
602.4,4.35353389371518e-06,7.45379713218871e-07,9.06351716559288e-08,5.18954877858998e-06,3.60896858671981e-05
602.6,4.51168446906709e-06,6.85427227439916e-07,6.97386155358291e-08,5.26685031204284e-06,3.60132979538211e-05
602.8,4.65002139523943e-06,6.91275513913652e-07,5.87715640877803e-08,5.40006847324086e-06,3.61286004645789e-05
603,4.8262821838686e-06,7.18473569080666e-07,5.97545031387257e-08,5.604510256088e-06,3.62338140056454e-05
603.2,5.07552175273387e-06,7.49023568130218e-07,7.72835828805863e-08,5.90182890374467e-06,3.61977819710336e-05
603.4,5.31203037959234e-06,7.54579943575144e-07,8.78638296095131e-08,6.154474152777e-06,3.61531022481149e-05
603.6,5.48972564056031e-06,7.15866501616471e-07,7.89491184946884e-08,6.28454126067146e-06,3.61242766204255e-05
603.8,5.68929660469486e-06,7.0360623840647e-07,7.86533266506539e-08,6.47155616975199e-06,3.61098638065807e-05
604,5.94006030042009e-06,7.44936813726884e-07,9.65464578928646e-08,6.78154357203984e-06,3.61242766204255e-05
604.2,6.16760347516111e-06,7.54690668448141e-07,9.77159733377395e-08,7.02001011694699e-06,3.61358068715012e-05
604.4,6.35094697096307e-06,7.06766930235649e-07,7.26328249636129e-08,7.13034672616234e-06,3.6147337122577e-05
604.6,6.54800760850474e-06,6.70338447019726e-07,5.89672417692185e-08,7.27731329729369e-06,3.61617499364218e-05
604.8,6.77429561994932e-06,6.64701544394438e-07,6.71629511708517e-08,7.50616011551461e-06,3.6177604031651e-05
605,6.99394919682698e-06,6.58923719203518e-07,7.7147063567955e-08,7.73001997959845e-06,3.61675150619597e-05
605.2,7.2063407574895e-06,6.46915103432146e-07,8.23347974479449e-08,7.93559065836959e-06,3.61300417459634e-05
605.4,7.4519044909866e-06,6.36959930759986e-07,7.93541257888279e-08,8.16821854753541e-06,3.60695079278155e-05
605.6,7.72866799785245e-06,6.30497624535995e-07,6.98796854922148e-08,8.42904530788066e-06,3.60075328282832e-05
605.8,7.98597647362342e-06,6.26229683976848e-07,6.501959796254e-08,8.67722575556281e-06,3.6040682300126e-05
606,8.22687817201945e-06,6.25766652689771e-07,6.81458902217971e-08,8.92079071493102e-06,3.6147337122577e-05
606.2,8.51413125786272e-06,6.38449683596669e-07,8.33268377863991e-08,9.23590777924579e-06,3.62208424731851e-05
606.4,8.83321169872296e-06,6.55994543017877e-07,1.02494149279835e-07,9.59170039102067e-06,3.62395791311833e-05
606.6,9.10172698964075e-06,6.51454823225011e-07,1.0096058233461e-07,9.85414239520037e-06,3.6177604031651e-05
606.8,9.34020801596506e-06,6.28846817338589e-07,8.43461819873796e-08,1.0053401015291e-05,3.60868033044292e-05
607,9.62710248372363e-06,6.05161760414835e-07,7.40116700211892e-08,1.03062759141597e-05,3.61271591831944e-05
607.2,9.94896221474029e-06,5.86056686874127e-07,7.11356631684229e-08,1.06061545647828e-05,3.62208424731851e-05
607.4,1.02627530388512e-05,5.81839075802706e-07,7.47807288156789e-08,1.09193728434696e-05,3.62093122221094e-05
607.6,1.05783369533857e-05,5.84134100443002e-07,7.96590189203712e-08,1.1242130072749e-05,3.61170702135031e-05
607.8,1.09235068599077e-05,5.73866884946942e-07,7.37022262458916e-08,1.15710759711005e-05,3.59974438585919e-05
608,1.12839180350294e-05,5.61485830966399e-07,6.57340490319772e-08,1.19111379150278e-05,3.59210559452148e-05
608.2,1.16398464840924e-05,5.68672881813641e-07,7.31515983516119e-08,1.22816709642576e-05,3.60478887070484e-05
608.4,1.19841198454027e-05,5.80691563482558e-07,8.53063678195532e-08,1.26501177767048e-05,3.62309314428764e-05
608.6,1.23041864859958e-05,5.76926917800669e-07,8.79184373345656e-08,1.29690318411311e-05,3.62698460402572e-05
608.8,1.26099084032011e-05,5.63066176880988e-07,8.32176223362941e-08,1.32561922024183e-05,3.62352552870299e-05
609,1.29075614135006e-05,5.36462009669139e-07,6.56293842256266e-08,1.35096528073953e-05,3.62049883779559e-05
609.2,1.3226731508882e-05,5.18675568706846e-07,5.47897508027003e-08,1.38001968283915e-05,3.61603086550373e-05
609.4,1.36310733993792e-05,5.4552131745978e-07,8.38365098868894e-08,1.42604312267259e-05,3.61012161182739e-05
609.6,1.40623116462288e-05,5.81315649130358e-07,1.16346308868159e-07,1.47599736042274e-05,3.60637428022776e-05
609.8,1.44899637122315e-05,5.9203583001595e-07,1.13188162102622e-07,1.519518770435e-05,3.61660737805752e-05
610,1.49005814192109e-05,5.96867460837625e-07,1.03513493480816e-07,1.56009623735294e-05,3.62669634774883e-05
610.2,1.52583029586974e-05,6.09298844305894e-07,1.07003837240423e-07,1.59746056402437e-05,3.62381378497988e-05
610.4,1.56115417721251e-05,6.06319338632528e-07,1.08241612341614e-07,1.63261027230993e-05,3.61848104385733e-05
610.6,1.59880907610583e-05,5.66498647943887e-07,9.74019789186875e-08,1.66519913879208e-05,3.6150219685346e-05
610.8,1.63861568350733e-05,5.18313196395221e-07,8.66033012895506e-08,1.69910733327581e-05,3.61242766204255e-05
611,1.68093261750172e-05,4.77727497493148e-07,8.36317309179424e-08,1.73706854034283e-05,3.60896858671981e-05
611.2,1.72271162436906e-05,4.56699837521315e-07,8.0646508615071e-08,1.7764462589827e-05,3.60421235815105e-05
611.4,1.76144237751647e-05,4.69282209452761e-07,7.36749223833653e-08,1.81573809070008e-05,3.59585292612111e-05
611.6,1.80124898491797e-05,4.89333477362714e-07,6.93381588854439e-08,1.85711614854279e-05,3.59441164473664e-05
611.8,1.8444624641241e-05,5.02056771859792e-07,7.08626245431602e-08,1.9017544037644e-05,3.60666253650466e-05
612,1.89197936034662e-05,4.91165470715933e-07,6.81140357155165e-08,1.94790731098976e-05,3.61430132784236e-05
612.2,1.94415829167021e-05,4.47912308964393e-07,5.7151534911222e-08,1.99466467605777e-05,3.60824794602758e-05
612.4,1.99750273176907e-05,4.31192853141888e-07,5.67829327671175e-08,2.04630031035997e-05,3.6019063079359e-05
612.6,2.05039889926206e-05,4.63816427085741e-07,7.34701434144183e-08,2.10412755631207e-05,3.60075328282832e-05
612.8,2.10015715851393e-05,4.91276195588929e-07,8.62073952829198e-08,2.15790551760112e-05,3.60089741096676e-05
613,2.1467775095247e-05,4.93118254839693e-07,8.69263969961114e-08,2.20478197470828e-05,3.60291520490503e-05
613.2,2.1971633504248e-05,4.75875372344839e-07,7.88262511133202e-08,2.25263351277062e-05,3.60810381788913e-05
613.4,2.2524801899895e-05,4.42355933519467e-07,6.48694267186456e-08,2.30320272601331e-05,3.61444545598081e-05
613.6,2.30672117530011e-05,4.10296049838142e-07,5.9891022451357e-08,2.35373988252906e-05,3.61300417459634e-05
613.8,2.35836217949665e-05,3.82252459277334e-07,6.39683992552789e-08,2.40298426534991e-05,3.60205043607434e-05
614,2.41107903794729e-05,3.32818836433069e-07,5.37066975891586e-08,2.44973159134951e-05,3.59196146638303e-05
614.2,2.46558898682142e-05,2.77345675061709e-07,3.14704319477703e-08,2.49647059752236e-05,3.58374616249154e-05
614.4,2.52897473329183e-05,2.94830139097647e-07,2.7805343467995e-08,2.56123828154839e-05,3.58244900924551e-05
614.6,2.59684320582096e-05,3.68381652460108e-07,4.08338365367766e-08,2.63776475472065e-05,3.58619634084514e-05
614.8,2.65816689830436e-05,3.9543878506149e-07,4.31892497440422e-08,2.70202970178491e-05,3.59671769495179e-05
615,2.71429062855963e-05,3.78588472570897e-07,3.76151662093057e-08,2.75591099243765e-05,3.60896858671981e-05
615.2,2.77489708487363e-05,3.77722805382014e-07,4.7099162857803e-08,2.81737928169761e-05,3.61069812438118e-05
615.4,2.83935868559813e-05,3.87094155996555e-07,6.30628211481579e-08,2.8843743833126e-05,3.60334758932037e-05
615.6,2.90444786797086e-05,3.71200103772752e-07,5.6450735773048e-08,2.94721295192544e-05,3.59570879798266e-05
615.8,2.97016463199181e-05,3.44706661433899e-07,3.87446359891421e-08,3.00850976173411e-05,3.58994367244477e-05
616,3.03767448643625e-05,3.43800730654835e-07,3.86818371053317e-08,3.07592274321226e-05,3.59066431313701e-05
616.2,3.10912913981237e-05,3.59986693907447e-07,5.0430234086007e-08,3.15017083261171e-05,3.59686182309024e-05
616.4,3.1875768458401e-05,3.77622146406562e-07,6.23028636411769e-08,3.23156934684488e-05,3.60579776767397e-05
616.6,3.26943142367247e-05,3.9159361219924e-07,7.23643369821047e-08,3.3158272185906e-05,3.61358068715012e-05
616.8,3.34886532943312e-05,3.94573117872607e-07,7.9017378151004e-08,3.39622437903549e-05,3.6119952776272e-05
617,3.42543029051619e-05,3.87667912156629e-07,7.99639120519144e-08,3.47219347293705e-05,3.60493299884329e-05
617.2,3.49742287101936e-05,3.65150499348113e-07,6.79229086778326e-08,3.54073021182196e-05,3.59830310447471e-05
617.4,3.56995337864958e-05,3.46156150680402e-07,5.45167121774377e-08,3.61002066493536e-05,3.59253797893682e-05
617.6,3.64875970276201e-05,3.62764881629911e-07,5.69604078735382e-08,3.69073223171235e-05,3.58792587850651e-05
617.8,3.73393149787783e-05,3.85896314188681e-07,6.28170863854215e-08,3.77880283793524e-05,3.58648459712204e-05
618,3.8312963078734e-05,3.84557549815175e-07,5.8671449925184e-08,3.87561920784744e-05,3.59325861962906e-05
618.2,3.92767491813605e-05,3.74441322782293e-07,5.3747653382948e-08,3.97049381575257e-05,3.59931200144384e-05
618.4,4.0071088238967e-05,3.61919346236117e-07,5.43346864272626e-08,4.04873422716304e-05,3.59570879798266e-05
618.6,4.08869443816555e-05,3.54782624876601e-07,6.02869284579879e-08,4.130201393499e-05,3.59210559452148e-05
618.8,4.18991439257162e-05,3.68603102206102e-07,7.73791463994283e-08,4.23451261743217e-05,3.5988796170285e-05
619,4.29561707303642e-05,3.7263952712171e-07,8.59844137389554e-08,4.34147946712248e-05,3.60334758932037e-05
619.2,4.39665771840014e-05,3.38808045472437e-07,6.66350764953439e-08,4.43720203059692e-05,3.59513228542887e-05
619.4,4.49993972679323e-05,3.08368771295883e-07,4.737675212682e-08,4.5355142791355e-05,3.58835826292185e-05
619.6,4.6060906798639e-05,3.08237914627796e-07,4.61799328194188e-08,4.64153246460862e-05,3.59023192872167e-05
619.8,4.71502092309098e-05,3.13995608023625e-07,5.17635727060395e-08,4.75159684116395e-05,3.59109669755235e-05
620,4.82861320141914e-05,3.14780748032148e-07,6.07328915459168e-08,4.86616456537695e-05,3.58691698153738e-05
620.2,4.93924688054854e-05,3.25349940454562e-07,6.81731940843234e-08,4.97859919400243e-05,3.57942231833812e-05
620.4,5.04378405223807e-05,3.51118638170164e-07,6.99615970797936e-08,5.08589207576307e-05,3.5699098612006e-05
620.6,5.15441773136747e-05,3.50122114313194e-07,6.73950340023249e-08,5.19616944619902e-05,3.56342409497047e-05
620.8,5.27724442537661e-05,3.04664520999265e-07,6.10468859649688e-08,5.31381556607304e-05,3.56241519800134e-05
621,5.41056069836317e-05,2.80496300993343e-07,5.88898808253941e-08,5.44449931654505e-05,3.56400060752426e-05
621.2,5.55078036948018e-05,3.01302511219182e-07,6.40184563365771e-08,5.58731246623575e-05,3.56702729843165e-05
621.4,5.67710358981512e-05,3.10281291829462e-07,6.60981005323274e-08,5.7147415290513e-05,3.5726482958311e-05
621.6,5.78702003277513e-05,2.95806531159527e-07,6.38318799426476e-08,5.82298387388535e-05,3.58129598413793e-05
621.8,5.91468807092769e-05,3.17579067549701e-07,7.48853936220296e-08,5.95393451704486e-05,3.58590808456825e-05
622,6.0682662656997e-05,3.78135507181365e-07,9.89264445764038e-08,6.11597246087548e-05,3.58533157201446e-05
622.2,6.21547898946832e-05,3.94512722487336e-07,1.05392909351374e-07,6.26546955265219e-05,3.58115185599949e-05
622.4,6.35291937042891e-05,3.55567764885123e-07,8.99753283115441e-08,6.39747367974858e-05,3.57639562743073e-05
622.6,6.48901493357189e-05,3.20498177837797e-07,7.39070052148385e-08,6.52845545187715e-05,3.57091875816973e-05
622.8,6.62824840495597e-05,2.99722165304593e-07,6.23756739412469e-08,6.66445818888055e-05,3.56457712007805e-05
623,6.77483354707637e-05,2.71175279866528e-07,5.22368396564948e-08,6.80717475902867e-05,3.5516055876178e-05
623.2,6.9283220873272e-05,2.42940437252362e-07,4.56702607189286e-08,6.95718315712433e-05,3.53676038935773e-05
623.4,7.08342440895918e-05,2.5365055224041e-07,5.03710757172001e-08,7.11382657175494e-05,3.54108423351114e-05
623.6,7.24363703829811e-05,2.86857948241882e-07,6.19524640720899e-08,7.27851807952951e-05,3.55765896943258e-05
623.8,7.41514613730503e-05,2.80214455862079e-07,6.63938923763619e-08,7.44980697212888e-05,3.55434402224829e-05
624,7.59302070731535e-05,2.49211491422995e-07,6.46191413121549e-08,7.62440377058886e-05,3.53776928632686e-05
624.2,7.76847460525395e-05,2.47439893455048e-07,6.21299391785106e-08,7.79943158851731e-05,3.53286892961965e-05
624.4,7.94222506729024e-05,2.68316564963703e-07,6.14928490528978e-08,7.9752060086919e-05,3.53748103004996e-05
624.6,8.11839620139824e-05,2.96954043479675e-07,6.99160906422498e-08,8.15508321481043e-05,3.54439918069543e-05
624.8,8.29438802646389e-05,3.16018853430202e-07,7.82801738627949e-08,8.33381792919319e-05,3.5488671529873e-05
625,8.46589712547081e-05,2.85801028999641e-07,6.53745481753815e-08,8.50101468318831e-05,3.54411092441854e-05
625.2,8.64144067793059e-05,2.42990766740088e-07,4.72766379642237e-08,8.67046741840102e-05,3.53445433914257e-05
625.4,8.84316335057333e-05,2.5462694430229e-07,5.26600495256518e-08,8.87389204995613e-05,3.52537426642039e-05
625.6,9.05241700299474e-05,2.81110320743598e-07,6.61254043948537e-08,9.08714057550859e-05,3.52032978157474e-05
625.8,9.24158804267305e-05,2.62941375674589e-07,6.67579438767121e-08,9.27455797462818e-05,3.52796857291244e-05
626,9.42986253713962e-05,2.35199762040137e-07,6.23529207224751e-08,9.45961780541588e-05,3.53690451749617e-05
626.2,9.64324029753505e-05,2.39397241316467e-07,5.96361864011119e-08,9.67314364030681e-05,3.52940985429692e-05
626.4,9.85930769356573e-05,2.53952529166764e-07,5.82573413435357e-08,9.89052868061676e-05,3.51989739715939e-05
626.6,0.000100574441853615,2.64280140048095e-07,6.01003520640584e-08,0.000100898822345727,3.527824444774e-05
626.8,0.00010252891041522,2.66746284946659e-07,6.19615653595986e-08,0.000102857618265526,3.53690451749617e-05
627,0.000104635791662822,2.4568842728219e-07,5.8876228894131e-08,0.000104940356318999,3.53344544217344e-05
627.2,0.000106787500171012,2.30519119681639e-07,5.89672417692185e-08,0.000107076986532462,3.52609490711263e-05
627.4,0.000108957139583436,2.52996268899974e-07,7.22687734632628e-08,0.000109282404625799,3.51888850019026e-05
627.6,0.000111135744447977,2.69554670361757e-07,7.99366081893882e-08,0.000111485235726529,3.51067319629877e-05
627.8,0.000113359176573106,2.45185132404933e-07,6.57522516069947e-08,0.000113670113957118,3.50202550799193e-05
628,0.00011560053960247,2.27610075291089e-07,4.93107757224303e-08,0.000115877460453484,3.49553974176181e-05
628.2,0.000117815006275482,2.49110832447544e-07,4.22145018518546e-08,0.000118106331609781,3.49395433223888e-05
628.4,0.000120065334756963,2.58009085877462e-07,3.88611324692541e-08,0.00012036220497531,3.49438671665423e-05
628.6,0.000122342559594797,2.24016549867468e-07,3.82058397686238e-08,0.000122604781984433,3.49395433223888e-05
628.8,0.0001246556462411,2.01831311677942e-07,4.50973346702525e-08,0.000124902574887448,3.49438671665423e-05
629,0.000127085283764931,2.18842678529257e-07,6.16475709405466e-08,0.0001273657740144,3.49784579197696e-05
629.2,0.000129505955836644,2.34998444089234e-07,6.59251760696611e-08,0.000129806879456803,3.49539561362336e-05
629.4,0.000131881800647769,2.33710009203454e-07,4.81048551275204e-08,0.0001321636155121,3.48400949068602e-05
629.6,0.00013423971455466,2.27992579397804e-07,4.0871606879938e-08,0.000134508578740938,3.47982977467105e-05
629.8,0.000136597628461551,2.20372694956121e-07,5.50081817029104e-08,0.00013687300933821,3.48804507856255e-05
630,0.000139125885958673,2.01871575268122e-07,5.64780396355742e-08,0.000139384235573577,3.49222479457752e-05
630.2,0.00014185138340238,1.75307671646453e-07,3.75036754373235e-08,0.000142064194749464,3.48689205345497e-05
630.4,0.000144397571803737,1.76757160892956e-07,3.02431233272148e-08,0.000144604572087957,3.48112692791708e-05
630.6,0.00014678238206698,2.10991278444034e-07,4.22672893194054e-08,0.000147035640634744,3.47896500584037e-05
630.8,0.00014935546682469,2.33518757150096e-07,5.63688241854692e-08,0.000149645354406025,3.47550593051763e-05
631,0.000152152687885336,2.34877653318692e-07,6.72221095396586e-08,0.000152454787648194,3.47002906125664e-05
631.2,0.000154878185329042,2.34515281007066e-07,7.37750365459616e-08,0.000155186475646595,3.46181375736514e-05
631.4,0.000157469200990987,2.36457999233281e-07,7.5445122803818e-08,0.000157781104113024,3.45230130022762e-05
631.6,0.000160015389392344,2.41742595444489e-07,7.33882318268395e-08,0.000160330520219616,3.4479774560742e-05
631.8,0.000162588474150054,2.46453435495622e-07,6.92562472978651e-08,0.000162904183832848,3.44855396862799e-05
632,0.0001653856952107,2.38038345147871e-07,6.72175588959042e-08,0.000165690951114744,3.45201304395073e-05
632.2,0.00016838015621793,2.17332793897483e-07,6.63893417326076e-08,0.00016866387835356,3.45547211927346e-05
632.4,0.000171267031799751,1.87628330241725e-07,6.16794254468273e-08,0.00017151633955544,3.44869809676644e-05
632.6,0.00017401942559981,1.59886716607273e-07,5.45940731212621e-08,0.000174233906389538,3.43572656430619e-05
632.8,0.000176628372165989,1.59604871476008e-07,5.05348988923577e-08,0.000176838511936358,3.43125859201432e-05
633,0.000179246284184286,1.75045958310279e-07,4.78090632834858e-08,0.00017946913920588,3.43140272015277e-05
633.2,0.000182142125218224,1.79384360152242e-07,4.12443046034214e-08,0.00018236275388298,3.42434044136885e-05
633.4,0.000185253137102981,1.7321396495706e-07,3.34253885046507e-08,0.000185459776456443,3.41482798423133e-05
633.6,0.000188292425370799,1.55447655789858e-07,2.94827107558584e-08,0.000188477355737345,3.41093652449325e-05
633.8,0.000191251024569559,1.39130835869159e-07,2.82217273715205e-08,0.0001914183771328,3.41050414007791e-05
634,0.000193949625656913,1.50152993681106e-07,2.67159193531971e-08,0.000194126494569948,3.40935111497033e-05
634.2,0.000196468917701918,1.68825233627372e-07,2.76852064728794e-08,0.000196665428142018,3.40473901454002e-05
634.4,0.000199131656980802,1.61879764321214e-07,3.61038974184771e-08,0.000199329640642542,3.39320876346424e-05
634.6,0.000201740603546982,1.54108891416353e-07,4.77317023396614e-08,0.000201942444140738,3.38239915308069e-05
634.8,0.000204304722852574,1.87135101262013e-07,6.05099100019523e-08,0.000204552367863838,3.38917317558771e-05
635,0.000206725394924287,2.15923568241161e-07,6.74496417273774e-08,0.000207008768134256,3.3976767357561e-05
635.2,0.000208939861597299,1.75982086781979e-07,5.52493658218924e-08,0.000209171093049903,3.3897496881415e-05
635.4,0.000211037777392783,1.33151692727336e-07,3.9315286715941e-08,0.000211210244372227,3.37980484658864e-05
635.6,0.000213108796831915,1.57450769401345e-07,3.27232241733503e-08,0.00021329897082549,3.38153438425001e-05
635.8,0.000214937749063876,1.9208752285423e-07,3.4332331804898e-08,0.000215164168918535,3.38052548728088e-05
636,0.000216372221402669,1.99113519340749e-07,5.00752838731656e-08,0.000216621410205883,3.36380662322099e-05
636.2,0.00021774393557664,1.99999318324723e-07,6.6503107826467e-08,0.000218010438002791,3.35198811586832e-05
636.4,0.00021933082060143,2.03210339641628e-07,7.30651361202788e-08,0.000219607096077191,3.36164470114428e-05
636.6,0.000220630811158461,2.04176665805963e-07,7.21322541506315e-08,0.000220907120078417,3.37014826131267e-05
636.8,0.00022123149645033,2.01780982190216e-07,6.16794254468273e-08,0.000221494956857967,3.36164470114428e-05
637,0.000221572183630793,1.9304378312102e-07,5.20730164813372e-08,0.000221817300430396,3.35256462842211e-05
637.2,0.000221868043550669,1.75267408056272e-07,5.09262542552342e-08,0.000222094237212981,3.35155573145298e-05
637.4,0.000221948732619727,1.50938133689628e-07,4.51159923096455e-08,0.000222144786745726,3.34463758080751e-05
