SingleWhiteRatio,RGBWhiteRatio,x,y,Y_lm,CCT_K,Ra,Rmin_8,R1,R2,R3,R4,R5,R6,R7,R8,Worst_R
0.032,0.968,0.308835717781841,0.317112327400486,2.39,6840.62824309086,25.5443208276895,-49.3794417430607,8.01317870295438,68.9990741823443,60.2337621423699,-2.92209468594743,22.2594310372816,56.1328615276838,41.0177954578905,-49.3794417430607,R8
0.033,0.967,0.308835130702944,0.317111467367555,2.39,6840.67430919016,25.6321281684507,-49.2109912967357,8.12324074699042,69.0423298769552,60.2742072527576,-2.80524424536917,22.3538635004335,56.1933028666259,41.0863166459476,-49.2109912967357,R8
0.034,0.966,0.308834543627231,0.317110607339289,2.39,6840.72037591344,25.7199384179352,-49.0425209205381,8.23330228408133,69.0855838496215,60.3146452017342,-2.68838947680815,22.4482982506269,56.2537468813145,41.1548412734493,-49.0425209205381,R8
0.035,0.965,0.308833956554702,0.317109747315687,2.39,6840.7664432621,25.8077515748465,-48.8740306102314,8.34336331389301,69.1288360996386,60.3550759818387,-2.57153038124154,22.542735287733,56.3141935679551,41.2233693391867,-48.8740306102314,R8
0.036,0.964,0.308833369485357,0.317108887296751,2.39,6840.81251123629,25.8955676378826,-48.7055203615713,8.45342383609029,69.172086626295,60.3954995855859,-2.45466695963977,22.6371746116285,56.374642922723,41.2919008419491,-48.7055203615713,R8
0.037,0.963,0.308832782419197,0.317108027282479,2.39,6840.85857985104,25.9833866056778,-48.5369901704225,8.56348385028487,69.2153354288877,60.4359160053447,-2.33779921308683,22.7316162221539,56.4350949418133,41.3604357804473,-48.5369901704225,R8
0.038,0.962,0.308832195356221,0.317107167272873,2.39,6840.90464906038,26.0712084770846,-48.3684400321953,8.67354335630905,69.2585825066548,60.4763252339332,-2.22092714222815,22.8260601192898,56.4955496212418,41.4289741536714,-48.3684400321953,R8
0.039,0.961,0.30883160829643,0.31710630726793,2.39,6840.95071888629,26.1590332506919,-48.1998699428019,8.78360235374757,69.3018278588916,60.5167272635953,-2.10405074821352,22.9205063028575,56.5560069571723,41.4975159602867,-48.1998699428019,R8
0.04,0.96,0.308831021239822,0.317105447267653,2.39,6840.99678933416,26.2468609251419,-48.0312798980361,8.89366084223857,69.3450714848737,60.557122086679,-1.98717003207486,23.0149547727196,56.6164669457063,41.5660611990289,-48.0312798980361,R8
0.041,0.959,0.308830434186399,0.31710458727204,2.39,6841.04286040918,26.3346914990676,-47.8626698936865,9.00371882142601,69.3883133838713,60.597509695498,-1.87028499484902,23.1094055287352,56.676929582918,41.6346098686276,-47.8626698936865,R8
0.042,0.958,0.30882984713616,0.317103727281092,2.39,6841.08893213537,26.4225249710221,-47.6940399256829,9.1137762908765,69.4315535551687,60.6378900821861,-1.75339563771705,23.2038585707207,56.7373948649094,41.7031619677157,-47.6940399256829,R8
0.043,0.957,0.308829260089105,0.317102867294809,2.39,6841.13500451325,26.5103613396369,-47.5253899897762,9.22383325024761,69.4747919980234,60.6782632390269,-1.6365019616961,23.2983138985431,56.7978627876957,41.7717174950305,-47.5253899897762,R8
0.044,0.956,0.308828673045235,0.31710200731319,2.39,6841.1810774079,26.5982006040406,-47.356720080702,9.33388969969364,69.5180287115622,60.7186291593467,-1.5196039668172,23.3927715123872,56.858333346927,41.8402764499273,-47.356720080702,R8
0.045,0.955,0.308828086004548,0.317101147336235,2.39,6841.22715100877,26.6860427621388,-47.1880301956313,9.44394563816591,69.5612636952071,60.7589878338696,-1.40270165548817,23.4872314116833,56.9188065390529,41.9088388302506,-47.1880301956313,R8
0.046,0.954,0.308827498967046,0.317100287363945,2.39,6841.27322517106,26.7738878130772,-47.0193203292202,9.55400106585549,69.6044969480672,60.7993392559291,-1.28579502768261,23.5816935966335,56.9792823596479,41.9774046353875,-47.0193203292202,R8
0.047,0.953,0.308826911932727,0.31709942739632,2.39,6841.31930001993,26.8617357549828,-46.8505904781573,9.66405598194838,69.6477284694978,60.8396834166927,-1.16888408535007,23.6761580668145,57.0397608049499,42.0459738634662,-46.8505904781573,R8
0.048,0.952,0.308826324901593,0.317098567433359,2.39,6841.36537545441,26.9495865868178,-46.681840637425,9.77411038646932,69.6909582586366,60.8800203090807,-1.05196882879895,23.7706248223291,57.1002418705961,42.1145465136543,-46.681840637425,R8
0.049,0.951,0.308825737873643,0.317097707475062,2.39,6841.41145152955,27.0374403069512,-46.5130708031851,9.88416427885991,69.7341863147642,60.9203499247456,-0.935049259475562,23.8650938629154,57.1607255525981,42.1831225843871,-46.5130708031851,R8
0.05,0.95,0.308825150848876,0.31709684752143,2.39,6841.45752822217,27.1252969140345,-46.3442809710029,9.99421765885612,69.7774126370826,60.960672255923,-0.818125378271787,23.9595651884896,57.2212118467402,42.251702074459,-46.3442809710029,R8
0.051,0.949,0.308824563827294,0.317095987572462,2.39,6841.50360554942,27.2131564065591,-46.1754711367532,10.1042705260364,69.8206372248245,61.0009872945019,-0.701197186370806,24.0540387988793,57.2817007488885,42.3202849824665,-46.1754711367532,R8
