颜色序号,层级,方法,目标xyY,RGB混色点,白色_RGB比例,RGB权重,Ra,RGB点距精确点_xy,白色比例差_相对精确,RGB比例差_相对精确,Ra差_相对精确,RGB点_x,RGB点_y,白色比例,RGB比例,R权重,G权重,B权重
26,2,网格法,"(0.1861, 0.5109, 3.1060)","(0.18350, 0.51401)","W=0.0119, RGB=0.9881","R=0.0726, G=1.0541, B=0.1059",34.7578459317344,0.00405385578967992,0.0118546541002908,-0.011854654100291,-0.5727968668835,0.183503593862033,0.514013265476995,0.0118546541002908,0.988145345899709,0.0725804308066118,1.05408761413276,0.105884414169122
26,3,纯RGB,"(0.1861, 0.5109, 3.1060)","(0.18610, 0.51090)","W=0.0000, RGB=1.0000","R=0.0816, G=1.0633, B=0.1084",35.3306427986179,0,0,0,0,0.1861,0.5109,0,1,0.0815548904236282,1.0632687959084,0.108406080375115
27,1,精确法,"(0.1934, 0.6418, 3.2690)","(0.19340, 0.64180)","W=0.0000, RGB=1.0000","R=0.0807, G=1.1364, B=0.0263",15.6641427002602,0,0,0,0,0.1934,0.6418,0,1,0.0806906004951592,1.13644555187531,0.0263458406801941
27,2,网格法,"(0.1934, 0.6418, 3.2690)","(0.19156, 0.64591)","W=0.0071, RGB=0.9929","R=0.0750, G=1.1307, B=0.0248",15.3391660980037,0.00450529485520974,0.00709618362399396,-0.007096183623994,-0.3249766022565,0.191555600257545,0.645910458772742,0.00709618362399396,0.992903816376006,0.0750365753532684,1.13066128911109,0.0247571584935689
27,3,纯RGB,"(0.1934, 0.6418, 3.2690)","(0.19340, 0.64180)","W=0.0000, RGB=1.0000","R=0.0807, G=1.1364, B=0.0263",15.6641427002602,0,0,0,0,0.1934,0.6418,0,1,0.0806906004951592,1.13644555187531,0.0263458406801941
28,1,精确法,"(0.2368, 0.6205, 3.2180)","(0.23680, 0.62050)","W=0.0000, RGB=1.0000","R=0.1901, G=1.0753, B=0.0206",31.7801878265271,0,0,0,0,0.2368,0.6205,0,1,0.19005764336589,1.07533456740813,0.0205913329315851
28,2,网格法,"(0.2368, 0.6205, 3.2180)","(0.22793, 0.64752)","W=0.0480, RGB=0.9520","R=0.1524, G=1.0368, B=0.0100",30.058658215476,0.0284423979528087,0.0480015014469296,-0.0480015014469301,-1.7215296110511,0.227928882676489,0.647523568948946,0.0480015014469296,0.95199849855307,0.152408176434712,1.03681786396275,0.0100124911421592
28,3,纯RGB,"(0.2368, 0.6205, 3.2180)","(0.23680, 0.62050)","W=0.0000, RGB=1.0000","R=0.1901, G=1.0753, B=0.0206",31.7801878265271,0,0,0,0,0.2368,0.6205,0,1,0.19005764336589,1.07533456740813,0.0205913329315851
29,1,精确法,"(0.3092, 0.5649, 3.1110)","(0.30529, 0.60927)","W=0.0988, RGB=0.9012","R=0.3189, G=0.8785, B=0.0000",54.682282878146,0,0,0,0,0.305293574657899,0.60926931664873,0.0988453677739882,0.901154632226012,0.318893201044141,0.878538136572097,0
29,2,网格法,"(0.3092, 0.5649, 3.1110)","(0.30695, 0.59045)","W=0.0612, RGB=0.9388","R=0.3474, G=0.9077, B=0.0080",54.1591777919591,0.0188914745657962,-0.0376555009039147,0.037655500903914,-0.523105086186895,0.306950434949918,0.590450639085127,0.0611898668700735,0.938810133129926,0.347445850270458,0.907748481697045,0.00802279510056102
29,3,纯RGB,"(0.3092, 0.5649, 3.1110)","(0.30920, 0.56490)","W=0.0000, RGB=1.0000","R=0.3938, G=0.9552, B=0.0211",52.9714340231462,0.0445409521544912,-0.0988453677739882,0.098845367773988,-1.7108488549998,0.3092,0.5649,0,1,0.39384366102869,0.955215042664733,0.0210597685133399
30,1,精确法,"(0.3696, 0.5362, 3.0010)","(0.37355, 0.55536)","W=0.0562, RGB=0.9438","R=0.5212, G=0.8079, B=0.0000",43.9056553306559,0,0,0,0,0.373550539694032,0.555361012086271,0.0562023980225661,0.943797601977434,0.521156019137153,0.807870239116014,0
30,2,网格法,"(0.3696, 0.5362, 3.0010)","(0.37256, 0.55054)","W=0.0430, RGB=0.9570","R=0.5308, G=0.8177, B=0.0027",43.1005656923234,0.00492214942031158,-0.0131792454726266,0.0131792454726269,-0.805089638332497,0.372556616164026,0.550540257899178,0.0430231525499395,0.956976847450061,0.530795963165987,0.817732234401827,0.00270865568764515
30,3,纯RGB,"(0.3696, 0.5362, 3.0010)","(0.36960, 0.53620)","W=0.0000, RGB=1.0000","R=0.5623, G=0.8499, B=0.0116",40.4230166160722,0.0195640268872322,-0.0562023980225661,0.056202398022566,-3.48263871458369,0.3696,0.5362,0,1,0.56226519889627,0.849926348132354,0.0115509605902184
