Target_x,Target_y,Target_Y_lm,Target_u1976,Target_v1976,Target_u_q1000,Target_v_q1000,Target_u_div5,Target_v_div5,SingleWhite_x,SingleWhite_y,SingleWhite_u1976,SingleWhite_v1976,SingleWhite_u_q1000,SingleWhite_v_q1000,Exact_Ra,Exact_SingleWhiteRatio,Exact_RGBWhiteRatio,Exact_RGBPoint_x,Exact_RGBPoint_y,Exact_R_weight,Exact_G_weight,Exact_B_weight,MinAngle_Ra,MinAngle_SingleWhiteRatio,MinAngle_RGBWhiteRatio,MinAngle_RGBPoint_x,MinAngle_RGBPoint_y,MinAngle_R_weight,MinAngle_G_weight,MinAngle_B_weight,MinAngle_SelectedGrid_x,MinAngle_SelectedGrid_y,MinAngle_SelectedGrid_u1976,MinAngle_SelectedGrid_v1976,MinAngle_SelectedGrid_u_q1000,MinAngle_SelectedGrid_v_q1000,MinAngle_SelectedGrid_u_div5,MinAngle_SelectedGrid_v_div5,MinAngle_LookupWhiteRatioQ10000,MinAngle_DeltaUv,MinAngle_AngleDeg,MinAngle_CandidateCount,MinAngle_SelectionSource,RaDiff_ExactMinusMinAngle
0.41647855530474,0.496613995485327,4,0.205,0.55,205,550,41,110,0.33346355917863,0.348914884864849,0.204577254751782,0.481627171775187,205,482,18.1761979579004,0.0252151905893185,0.974784809410681,0.419568788404074,0.502112094644282,0.398644694455686,0.562868405843176,0,18.1761979579004,0.0252151905893185,0.974784809410681,0.419568788404074,0.502112094644282,0.398644694455686,0.562868405843176,0,0.400332407066907,0.475622682573608,0.202525438140361,0.541382120392851,203,541,41,108,1375,0.00921954445729289,1.94148639091435,3,MinAngle,0
