GridI,GridJ,GridK,Target_u1976,Target_v1976,Best_RGBPoint_u1976,Best_RGBPoint_v1976,Best_Ra,Valid
0,50,100,0.101939451079748,0.39791247301466,0.101939451079748,0.39791247301466,26.4872435854071,1
0,51,99,0.100910630751006,0.401189424331816,0.100910630751006,0.401189424331816,26.6943035161192,1
0,52,98,0.0999009400430727,0.404405444858283,0.0999009400430727,0.404405444858283,26.8907602756071,1
0,53,97,0.0989098503336032,0.407562218337707,0.0989098503336032,0.407562218337707,27.0769199413014,1
0,54,96,0.097936852299541,0.410661367042523,0.097936852299541,0.410661367042523,27.2530418482775,1
0,55,95,0.0969814550443472,0.413704454553869,0.0969814550443472,0.413704454553869,27.419342352592,1
0,56,94,0.0960431852721659,0.416692988391995,0.0960431852721659,0.416692988391995,27.5759987722275,1
0,57,93,0.0951215865060099,0.419628422506459,0.0951215865060099,0.419628422506459,27.7231535951005,1
0,58,92,0.0942162183472528,0.422512159634765,0.0942162183472528,0.422512159634765,27.8609190144574,1
0,59,91,0.0933266557739041,0.425345553537461,0.0933266557739041,0.425345553537461,27.9893818105524,1
0,60,90,0.0924524884753165,0.428129911117198,0.0924524884753165,0.428129911117198,28.1086085436353,1
0,61,89,0.0915933202211398,0.430866494428713,0.0915933202211398,0.430866494428713,28.2186509593661,1
0,62,88,0.0907487682624807,0.433556522586222,0.0907487682624807,0.433556522586222,28.3195514394899,1
0,63,87,0.0899184627633678,0.436201173574297,0.0899184627633678,0.436201173574297,28.4113482669575,1
0,64,86,0.0891020462607464,0.438801585967862,0.0891020462607464,0.438801585967862,28.4940804272253,1
0,65,85,0.0882991731513484,0.441358860566594,0.0882991731513484,0.441358860566594,28.567791648291,1
0,66,84,0.0875095092038883,0.44387406194865,0.0875095092038883,0.44387406194865,28.6325334007004,1
0,67,83,0.0867327310951395,0.446348219948341,0.0867327310951395,0.446348219948341,28.6883666392846,1
0,68,82,0.0859685259685381,0.448782331062043,0.0859685259685381,0.448782331062043,28.7353621667178,1
0,69,81,0.0852165910140475,0.451177359786393,0.0852165910140475,0.451177359786393,28.7735996228633,1
0,70,80,0.0844766330680995,0.453534239892542,0.0844766330680995,0.453534239892542,28.8031652347329,1
0,71,79,0.083748368232501,0.455853875639991,0.083748368232501,0.455853875639991,28.8241485791996,1
0,72,78,0.0830315215112657,0.458137142933342,0.0830315215112657,0.458137142933342,28.6010394390439,1
0,73,77,0.0823258264643942,0.460384890425057,0.0823258264643942,0.460384890425057,28.2161766685079,1
0,74,76,0.0816310248776884,0.462597940567156,0.0816310248776884,0.462597940567156,27.8372007871294,1
0,75,75,0.0809468664477386,0.464777090614578,0.0809468664477386,0.464777090614578,27.4636824993236,1
0,76,74,0.0802731084812773,0.466923113582786,0.0802731084812773,0.466923113582786,27.0951966117089,1
0,77,73,0.0796095156081405,0.469036759162029,0.0796095156081405,0.469036759162029,26.7313249377933,1
0,78,72,0.0789558595071241,0.471118754590532,0.0789558595071241,0.471118754590532,26.3716600050767,1
0,79,71,0.0783119186440631,0.473169805488756,0.0783119186440631,0.473169805488756,26.0158023048413,1
0,80,70,0.0776774780215042,0.475190596656728,0.0776774780215042,0.475190596656728,25.663357561589,1
0,81,69,0.0770523289393761,0.477181792836339,0.0770523289393761,0.477181792836339,25.3139434608557,1
0,82,68,0.0764362687660992,0.479144039440404,0.0764362687660992,0.479144039440404,24.9671776717826,1
0,83,67,0.0758291007196057,0.481077963250137,0.0758291007196057,0.481077963250137,24.62269057563,1
0,84,66,0.0752306336577747,0.482984173082654,0.0752306336577747,0.482984173082654,24.2801135896156,1
0,85,65,0.0746406818778124,0.484863260429975,0.0746406818778124,0.484863260429975,23.939088281897,1
0,86,64,0.0740590649241352,0.486715800070947,0.0740590649241352,0.486715800070947,23.5992538577993,1
0,87,63,0.0734856074043387,0.488542350657411,0.0734856074043387,0.488542350657411,23.2602547053465,1
0,88,62,0.0729201388128576,0.490343455275872,0.0729201388128576,0.490343455275872,22.9217404532248,1
0,89,61,0.072362493361945,0.492119641985857,0.072362493361945,0.492119641985857,22.5833593868254,1
0,90,60,0.0718125098196178,0.493871424336081,0.0718125098196178,0.493871424336081,22.2447615541343,1
0,91,59,0.0712700313542373,0.495599301859488,0.0712700313542373,0.495599301859488,21.905598151748,1
0,92,58,0.0707349053854085,0.497303760548151,0.0707349053854085,0.497303760548151,21.56551595261,1
0,93,57,0.0702069834409012,0.498985273309008,0.0702069834409012,0.498985273309008,21.2241643579134,1
0,94,56,0.0696861210193115,0.500644300401301,0.0696861210193115,0.500644300401301,20.8811892878236,1
0,95,55,0.0691721774581954,0.502281289856595,0.0691721774581954,0.502281289856595,20.5362288636529,1
0,96,54,0.0686650158074238,0.503896677882159,0.0686650158074238,0.503896677882159,20.188920544378,1
0,97,53,0.0681645027075171,0.50549088924849,0.0681645027075171,0.50549088924849,19.8388945406069,1
0,98,52,0.067670508272734,0.507064337661693,0.067670508272734,0.507064337661693,19.4857754730525,1
0,99,51,0.0671829059786988,0.508617426121405,0.0671829059786987,0.508617426121405,19.1291800834095,1
0,100,50,0.0667015725543628,0.510150547264916,0.0667015725543628,0.510150547264916,18.7687134615461,1
0,101,49,0.0662263878781058,0.511664083698101,0.0662263878781058,0.511664083698101,18.4039738407053,1
0,102,48,0.0657572348777944,0.513158408313749,0.0657572348777944,0.513158408313749,18.0345475907362,1
0,103,47,0.0652939994346218,0.514633884597848,0.0652939994346218,0.514633884597848,17.6600066952931,1
0,104,46,0.0648365702905638,0.516090866924353,0.0648365702905638,0.516090866924353,17.2799090380237,1
0,105,45,0.0643848389592927,0.517529700838938,0.0643848389592927,0.517529700838938,16.8937978145897,1
0,106,44,0.0639386996403998,0.518950723332213,0.0639386996403998,0.518950723332213,16.5012011995075,1
