TotalCount,ValidS14BoundaryCount,MeanS14Ra,MeanBoundaryMixRa,MeanRaDiff_S14MinusBoundaryMix,MeanAbsRaDiff_S14Boundary,MaxAbsRaDiff_S14Boundary,MedianRaDiff_S14MinusBoundaryMix,P95AbsRaDiff_S14Boundary,S14WinCount,BoundaryMixWinCount,TieCount,MeanRaDiff_ExactMinusS14,MeanAbsRaDiff_ExactS14,MeanRaDiff_ExactMinusBoundaryMix,MeanAbsRaDiff_ExactBoundaryMix,BetterOverall
300,300,39.7541857691249,37.3948479322227,2.35933783690223,2.60733776863997,13.4250872142779,0,10.5187455421474,129,115,56,0.154100842217514,0.15410112000419,2.51343867911975,2.51343867911975,S14
