Index,Target xyY,Method,Ra,RGB Point,White_RGB Ratio,RGB Weights,RaDiff_ExactMinusMethod,Note,WhiteRatio,RGBRatio,BestApproxSource
245,"(0.5661, 0.4033, 4.0000)",Exact,-3.91132915278798,"(0.56612, 0.40328)","W=0.0000, RGB=1.0000","R=1.9338, G=0.6611, B=0.0000",0,Compare to Exact,1.869293795863e-16,1,Ratio1
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,Ratio1,-3.91132915278798,"(0.56612, 0.40328)","W=0.0000, RGB=1.0000","R=1.9338, G=0.6611, B=0.0000",0,Compare to Exact,1.869293795863e-16,1,Ratio1
,,RatioK,-3.91132915278798,"(0.56612, 0.40328)","W=0.0000, RGB=1.0000","R=1.9338, G=0.6611, B=0.0000",0,Compare to Exact,1.869293795863e-16,1,Ratio1
,,PureRGB,-3.91132915278803,"(0.56612, 0.40328)","W=0.0000, RGB=1.0000","R=1.9338, G=0.6611, B=0.0000",5.01820807130571e-14,Compare to Exact,0,1,Ratio1
246,"(0.4192, 0.1581, 4.0000)",Exact,-63.9689549898709,"(0.41916, 0.15805)","W=0.0000, RGB=1.0000","R=3.2152, G=0.0000, B=0.8470",0,Compare to Exact,0,1,PureRGB
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,PureRGB
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,PureRGB
,,Ratio1,-63.9689549912193,"(0.41916, 0.15805)","W=-0.0000, RGB=1.0000","R=3.2152, G=0.0000, B=0.8470",1.34839694965194e-09,Compare to Exact,-4.76958334149971e-16,1,PureRGB
,,RatioK,-63.9689549912193,"(0.41916, 0.15805)","W=-0.0000, RGB=1.0000","R=3.2152, G=0.0000, B=0.8470",1.34839694965194e-09,Compare to Exact,-4.76958334149971e-16,1,PureRGB
,,PureRGB,-63.9689549898709,"(0.41916, 0.15805)","W=0.0000, RGB=1.0000","R=3.2152, G=0.0000, B=0.8470",0,Compare to Exact,0,1,PureRGB
247,"(0.4311, 0.1748, 4.0000)",Exact,-26.4803536045742,"(0.43642, 0.16616)","W=0.0966, RGB=0.9034","R=2.9400, G=0.0000, B=0.6840",0,Compare to Exact,0.0965766165896035,0.903423383410396,RatioK
,,Projection1,-27.5851062224859,"(0.43528, 0.16800)","W=0.0768, RGB=0.9232","R=2.9593, G=0.0197, B=0.6894",1.1047526179117,Compare to Exact,0.076812968299322,0.923187031700678,RatioK
,,ProjectionK,-27.652456558537,"(0.43522, 0.16810)","W=0.0757, RGB=0.9243","R=2.9604, G=0.0208, B=0.6897",1.1721029539628,Compare to Exact,0.0756930467643248,0.924306953235675,RatioK
,,Ratio1,-26.7737106188934,"(0.43610, 0.16668)","W=0.0911, RGB=0.9089","R=2.9454, G=0.0055, B=0.6855",0.293357014319199,Compare to Exact,0.0910699157719408,0.908930084228059,RatioK
,,RatioK,-26.6510592765372,"(0.43623, 0.16646)","W=0.0933, RGB=0.9067","R=2.9432, G=0.0032, B=0.6849",0.170705671962999,Compare to Exact,0.0933495754989969,0.906650424501003,RatioK
,,PureRGB,-33.6589622945213,"(0.43108, 0.17478)","W=0.0000, RGB=1.0000","R=3.0342, G=0.0963, B=0.7105",7.1786086899471,Compare to Exact,0,1,RatioK
248,"(0.4441, 0.1930, 4.0000)",Exact,-5.07720545843507,"(0.45745, 0.17604)","W=0.1829, RGB=0.8171","R=2.6942, G=0.0000, B=0.5384",0,Compare to Exact,0.182859407699379,0.817140592300621,RatioK
,,Projection1,-8.82893786142615,"(0.45437, 0.17995)","W=0.1442, RGB=0.8558","R=2.7319, G=0.0386, B=0.5490",3.75173240299108,Compare to Exact,0.144152016624158,0.855847983375842,RatioK
,,ProjectionK,-8.49591232964849,"(0.45463, 0.17962)","W=0.1476, RGB=0.8524","R=2.7286, G=0.0352, B=0.5481",3.41870687121342,Compare to Exact,0.147550688044313,0.852449311955687,RatioK
,,Ratio1,-6.02719264958352,"(0.45664, 0.17706)","W=0.1730, RGB=0.8270","R=2.7038, G=0.0099, B=0.5411",0.94998719114845,Compare to Exact,0.172958526488481,0.827041473511519,RatioK
,,RatioK,-5.57284541695188,"(0.45703, 0.17657)","W=0.1777, RGB=0.8223","R=2.6992, G=0.0052, B=0.5399",0.495639958516811,Compare to Exact,0.177683608200987,0.822316391799013,RatioK
,,PureRGB,-23.3196181246391,"(0.44410, 0.19303)","W=0.0000, RGB=1.0000","R=2.8725, G=0.1824, B=0.5885",18.242412666204,Compare to Exact,0,1,RatioK
249,"(0.4584, 0.2130, 4.0000)",Exact,8.40549160111625,"(0.48361, 0.18832)","W=0.2604, RGB=0.7396","R=2.4732, G=0.0000, B=0.4076",0,Compare to Exact,0.260410885616909,0.73958911438309,RatioK
,,Projection1,2.53447081849819,"(0.47691, 0.19487)","W=0.2000, RGB=0.8000","R=2.5321, G=0.0602, B=0.4241",5.87102078261806,Compare to Exact,0.200026470493254,0.799973529506746,RatioK
,,ProjectionK,2.95610472465195,"(0.47737, 0.19442)","W=0.2043, RGB=0.7957","R=2.5279, G=0.0559, B=0.4230",5.4493868764643,Compare to Exact,0.204345840898482,0.795654159101518,RatioK
,,Ratio1,7.10535356850661,"(0.48207, 0.18983)","W=0.2470, RGB=0.7530","R=2.4863, G=0.0134, B=0.4113",1.30013803260964,Compare to Exact,0.24698763637918,0.75301236362082,RatioK
,,RatioK,7.73892859205934,"(0.48281, 0.18910)","W=0.2535, RGB=0.7465","R=2.4800, G=0.0069, B=0.4095",0.66656300905691,Compare to Exact,0.253524660565947,0.746475339434053,RatioK
,,PureRGB,-17.1231475126731,"(0.45835, 0.21303)","W=0.0000, RGB=1.0000","R=2.7271, G=0.2597, B=0.4789",25.5286391137893,Compare to Exact,0,1,RatioK
250,"(0.4740, 0.2350, 4.0000)",Exact,18.9522873915278,"(0.51705, 0.20403)","W=0.3305, RGB=0.6695","R=2.2736, G=0.0000, B=0.2894",0,Compare to Exact,0.330492558376647,0.669507441623353,RatioK
,,Projection1,11.1564634542718,"(0.50395, 0.21347)","W=0.2471, RGB=0.7529","R=2.3549, G=0.0832, B=0.3122",7.795823937256,Compare to Exact,0.24707525958564,0.75292474041436,RatioK
,,ProjectionK,10.1821834083877,"(0.50244, 0.21456)","W=0.2367, RGB=0.7633","R=2.3651, G=0.0936, B=0.3151",8.7701039831401,Compare to Exact,0.236655174678282,0.763344825321718,RatioK
,,Ratio1,17.4340866451853,"(0.51435, 0.20598)","W=0.3142, RGB=0.6858","R=2.2894, G=0.0162, B=0.2938",1.5182007463425,Compare to Exact,0.314236940146052,0.685763059853948,RatioK
,,RatioK,18.1760863442306,"(0.51566, 0.20504)","W=0.3222, RGB=0.6778","R=2.2817, G=0.0083, B=0.2916",0.776201047297199,Compare to Exact,0.322180661932811,0.677819338067189,RatioK
,,PureRGB,-11.915092126856,"(0.47404, 0.23503)","W=0.0000, RGB=1.0000","R=2.5958, G=0.3296, B=0.3799",30.8673795183838,Compare to Exact,0,1,RatioK
251,"(0.4914, 0.2593, 4.0000)",Exact,28.1155276277192,"(0.56131, 0.22482)","W=0.3941, RGB=0.6059","R=2.0923, G=0.0000, B=0.1820",0,Compare to Exact,0.394134081661769,0.605865918338231,RatioK
,,Projection1,18.7498607472817,"(0.53745, 0.23660)","W=0.2894, RGB=0.7106","R=2.1944, G=0.1045, B=0.2107",9.3656668804375,Compare to Exact,0.28938317972004,0.71061682027996,RatioK
,,ProjectionK,17.2356622933497,"(0.53404, 0.23828)","W=0.2724, RGB=0.7276","R=2.2109, G=0.1214, B=0.2153",10.8798653343695,Compare to Exact,0.272435067991955,0.727564932008045,RatioK
,,Ratio1,26.4574488765939,"(0.55670, 0.22710)","W=0.3756, RGB=0.6244","R=2.1103, G=0.0185, B=0.1871",1.6580787511253,Compare to Exact,0.375597028536583,0.624402971463417,RatioK
,,RatioK,27.2736068151993,"(0.55894, 0.22599)","W=0.3847, RGB=0.6153","R=2.1014, G=0.0094, B=0.1846",0.841920812519898,Compare to Exact,0.384721829643497,0.615278170356503,RatioK
,,PureRGB,-7.06109106493338,"(0.49138, 0.25935)","W=0.0000, RGB=1.0000","R=2.4765, G=0.3931, B=0.2899",35.1766186926526,Compare to Exact,0,1,RatioK
252,"(0.5107, 0.2864, 4.0000)",Exact,36.348897143644,"(0.62264, 0.25363)","W=0.4522, RGB=0.5478","R=1.9269, G=0.0000, B=0.0840",0,Compare to Exact,0.452184184049798,0.547815815950201,RatioK
,,Projection1,25.9529796693692,"(0.58130, 0.26572)","W=0.3320, RGB=0.6680","R=2.0440, G=0.1198, B=0.1170",10.3959174742748,Compare to Exact,0.332024627059918,0.667975372940082,RatioK
,,ProjectionK,26.617165227128,"(0.58359, 0.26505)","W=0.3397, RGB=0.6603","R=2.0366, G=0.1122, B=0.1149",9.731731916516,Compare to Exact,0.339690555583927,0.660309444416073,RatioK
,,Ratio1,34.5878112205635,"(0.61470, 0.25595)","W=0.4318, RGB=0.5682","R=1.9467, G=0.0203, B=0.0896",1.7610859230805,Compare to Exact,0.431809052535878,0.568190947464122,RatioK
,,RatioK,35.3553720524474,"(0.61811, 0.25495)","W=0.4407, RGB=0.5593","R=1.9381, G=0.0115, B=0.0872",0.993525091196602,Compare to Exact,0.440688757521245,0.559311242478755,RatioK
,,PureRGB,-3.09431325149791,"(0.51065, 0.28638)","W=0.0000, RGB=1.0000","R=2.3677, G=0.4510, B=0.2079",39.4432103951419,Compare to Exact,0,1,RatioK
253,"(0.5322, 0.3166, 4.0000)",Exact,41.7208788239126,"(0.69976, 0.29773)","W=0.4847, RGB=0.5153","R=1.7956, G=0.0206, B=0.0000",0,Compare to Exact,0.484672333905115,0.515327666094885,Ratio1
,,Projection1,38.4582742507308,"(0.67745, 0.30024)","W=0.4470, RGB=0.5530","R=1.8323, G=0.0582, B=0.0103",3.2626045731818,Compare to Exact,0.447046511447849,0.552953488552151,Ratio1
,,ProjectionK,35.0315289258995,"(0.65687, 0.30256)","W=0.4078, RGB=0.5922","R=1.8705, G=0.0973, B=0.0211",6.6893498980131,Compare to Exact,0.40778516265396,0.59221483734604,Ratio1
,,Ratio1,39.9060628081068,"(0.68699, 0.29917)","W=0.4637, RGB=0.5363","R=1.8160, G=0.0415, B=0.0057",1.8148160158058,Compare to Exact,0.463712561460274,0.536287438539726,Ratio1
,,RatioK,38.3123496705386,"(0.67652, 0.30035)","W=0.4454, RGB=0.5546","R=1.8339, G=0.0598, B=0.0108",3.408529153374,Compare to Exact,0.445369376762643,0.554630623237357,Ratio1
,,PureRGB,-1.11644918935938,"(0.53220, 0.31661)","W=0.0000, RGB=1.0000","R=2.2681, G=0.5040, B=0.1328",42.837328013272,Compare to Exact,0,1,Ratio1
254,"(0.5565, 0.3506, 4.0000)",Exact,19.51138510553,"(0.62833, 0.35414)","W=0.2326, RGB=0.7674","R=1.9498, G=0.3208, B=0.0000",0,Compare to Exact,0.232550337937012,0.767449662062988,RatioK
,,Projection1,16.4896362703831,"(0.61498, 0.35349)","W=0.1982, RGB=0.8018","R=1.9833, G=0.3551, B=0.0094",3.0217488351469,Compare to Exact,0.198210209635153,0.801789790364847,RatioK
,,ProjectionK,13.9428598735171,"(0.60461, 0.35298)","W=0.1692, RGB=0.8308","R=2.0115, G=0.3840, B=0.0173",5.5685252320129,Compare to Exact,0.169226811237402,0.830773188762598,RatioK
,,Ratio1,18.6602337930329,"(0.62445, 0.35395)","W=0.2229, RGB=0.7771","R=1.9592, G=0.3305, B=0.0026",0.851151312497098,Compare to Exact,0.222882861586867,0.777117138413133,RatioK
,,RatioK,19.51138510553,"(0.62833, 0.35414)","W=0.2326, RGB=0.7674","R=1.9498, G=0.3208, B=0.0000",0,Compare to Exact,0.232550337937012,0.767449662062988,RatioK
,,PureRGB,-0.85953962912181,"(0.55645, 0.35062)","W=0.0000, RGB=1.0000","R=2.1765, G=0.5528, B=0.0637",20.3709247346518,Compare to Exact,0,1,RatioK
255,"(0.5839, 0.3892, 4.0000)",Exact,-1.33527893689305,"(0.58395, 0.38919)","W=0.0000, RGB=1.0000","R=2.0920, G=0.5977, B=0.0000",0,Compare to Exact,0,1,PureRGB
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,PureRGB
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,PureRGB
,,Ratio1,-1.33527893695663,"(0.58395, 0.38919)","W=-0.0000, RGB=1.0000","R=2.0920, G=0.5977, B=0.0000",6.35800301296285e-11,Compare to Exact,-3.8738661553909e-16,1,PureRGB
,,RatioK,-1.33527893695663,"(0.58395, 0.38919)","W=-0.0000, RGB=1.0000","R=2.0920, G=0.5977, B=0.0000",6.35800301296285e-11,Compare to Exact,-3.8738661553909e-16,1,PureRGB
,,PureRGB,-1.33527893689305,"(0.58395, 0.38919)","W=0.0000, RGB=1.0000","R=2.0920, G=0.5977, B=0.0000",0,Compare to Exact,0,1,PureRGB
256,"(0.4451, 0.1702, 4.0000)",Exact,-45.4334868048211,"(0.44510, 0.17024)","W=0.0000, RGB=1.0000","R=3.2726, G=0.0000, B=0.7152",0,Compare to Exact,0,1,Ratio1
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,Ratio1,-45.4334868048211,"(0.44510, 0.17024)","W=0.0000, RGB=1.0000","R=3.2726, G=0.0000, B=0.7152",0,Compare to Exact,0,1,Ratio1
,,RatioK,-45.4334868048211,"(0.44510, 0.17024)","W=0.0000, RGB=1.0000","R=3.2726, G=0.0000, B=0.7152",0,Compare to Exact,0,1,Ratio1
,,PureRGB,-45.4334868048211,"(0.44510, 0.17024)","W=0.0000, RGB=1.0000","R=3.2726, G=0.0000, B=0.7152",0,Compare to Exact,0,1,Ratio1
257,"(0.4585, 0.1879, 4.0000)",Exact,-11.3707120385372,"(0.46542, 0.17978)","W=0.0920, RGB=0.9080","R=3.0074, G=0.0000, B=0.5670",0,Compare to Exact,0.0920066595562211,0.907993340443779,RatioK
,,Projection1,-14.3083097917246,"(0.46179, 0.18403)","W=0.0451, RGB=0.9549","R=3.0531, G=0.0468, B=0.5799",2.9375977531874,Compare to Exact,0.0451230932744271,0.954876906725573,RatioK
,,ProjectionK,-13.846176127081,"(0.46226, 0.18348)","W=0.0514, RGB=0.9486","R=3.0470, G=0.0405, B=0.5782",2.4754640885438,Compare to Exact,0.0513725621804632,0.948627437819537,RatioK
,,Ratio1,-11.6365594538549,"(0.46502, 0.18025)","W=0.0870, RGB=0.9130","R=3.0123, G=0.0050, B=0.5684",0.265847415317701,Compare to Exact,0.0869952558134734,0.913004744186527,RatioK
,,RatioK,-11.539600174135,"(0.46517, 0.18008)","W=0.0888, RGB=0.9112","R=3.0105, G=0.0032, B=0.5679",0.1688881355978,Compare to Exact,0.0888051016762938,0.911194898323706,RatioK
,,PureRGB,-18.2788790494919,"(0.45848, 0.18792)","W=0.0000, RGB=1.0000","R=3.0971, G=0.0918, B=0.5922",6.9081670109547,Compare to Exact,0,1,RatioK
258,"(0.4731, 0.2072, 4.0000)",Exact,7.63598615084824,"(0.49029, 0.19146)","W=0.1746, RGB=0.8254","R=2.7692, G=0.0000, B=0.4340",0,Compare to Exact,0.17464702151723,0.82535297848277,RatioK
,,Projection1,1.10490486055589,"(0.48325, 0.19792)","W=0.1079, RGB=0.8921","R=2.8343, G=0.0666, B=0.4522",6.53108129029235,Compare to Exact,0.107870891139201,0.892129108860799,RatioK
,,ProjectionK,1.58212407924666,"(0.48374, 0.19748)","W=0.1127, RGB=0.8873","R=2.8296, G=0.0618, B=0.4509",6.05386207160158,Compare to Exact,0.11269464150106,0.88730535849894,RatioK
,,Ratio1,6.76238579994621,"(0.48930, 0.19237)","W=0.1656, RGB=0.8344","R=2.7780, G=0.0090, B=0.4364",0.87360035090203,Compare to Exact,0.165593470441251,0.834406529558749,RatioK
,,RatioK,7.12306967874143,"(0.48971, 0.19200)","W=0.1693, RGB=0.8307","R=2.7743, G=0.0053, B=0.4354",0.512916472106809,Compare to Exact,0.169325138601685,0.830674861398315,RatioK
,,PureRGB,-9.71104363877197,"(0.47310, 0.20725)","W=0.0000, RGB=1.0000","R=2.9394, G=0.1742, B=0.4818",17.3470297896202,Compare to Exact,0,1,RatioK
259,"(0.4892, 0.2285, 4.0000)",Exact,19.6505609037999,"(0.52143, 0.20609)","W=0.2493, RGB=0.7507","R=2.5540, G=0.0000, B=0.3138",0,Compare to Exact,0.249282049341363,0.750717950658637,RatioK
,,Projection1,11.1855292350756,"(0.50878, 0.21486)","W=0.1622, RGB=0.8378","R=2.6389, G=0.0868, B=0.3376",8.4650316687243,Compare to Exact,0.162228363654643,0.837771636345357,RatioK
,,ProjectionK,10.1280032372579,"(0.50733, 0.21587)","W=0.1515, RGB=0.8485","R=2.6494, G=0.0976, B=0.3406",9.522557666542,Compare to Exact,0.151453042642902,0.848546957357098,RatioK
,,Ratio1,18.4620396824905,"(0.51953, 0.20741)","W=0.2370, RGB=0.7630","R=2.5660, G=0.0123, B=0.3171",1.1885212213094,Compare to Exact,0.236954431921279,0.763045568078721,RatioK
,,RatioK,18.9580373564691,"(0.52032, 0.20686)","W=0.2421, RGB=0.7579","R=2.5610, G=0.0072, B=0.3157",0.692523547330801,Compare to Exact,0.242094059788699,0.757905940211301,RatioK
,,PureRGB,-4.86323117469786,"(0.48916, 0.22847)","W=0.0000, RGB=1.0000","R=2.7971, G=0.2486, B=0.3821",24.5137920784978,Compare to Exact,0,1,RatioK
260,"(0.5069, 0.2519, 4.0000)",Exact,28.6214591996917,"(0.56156, 0.22494)","W=0.3170, RGB=0.6830","R=2.3588, G=0.0000, B=0.2047",0,Compare to Exact,0.317021215574093,0.682978784425907,RatioK
,,Projection1,18.6615788383609,"(0.54000, 0.23556)","W=0.2117, RGB=0.7883","R=2.4614, G=0.1050, B=0.2335",9.9598803613308,Compare to Exact,0.211697896972435,0.788302103027565,RatioK
,,ProjectionK,17.0554839305694,"(0.53690, 0.23709)","W=0.1947, RGB=0.8053","R=2.4780, G=0.1220, B=0.2382",11.5659752691223,Compare to Exact,0.194735324270626,0.805264675729374,RatioK
,,Ratio1,27.206558275472,"(0.55823, 0.22658)","W=0.3020, RGB=0.6980","R=2.3734, G=0.0149, B=0.2088",1.4149009242197,Compare to Exact,0.302033744343166,0.697966255656834,RatioK
,,RatioK,27.7968903931927,"(0.55960, 0.22590)","W=0.3083, RGB=0.6917","R=2.3673, G=0.0087, B=0.2071",0.824568806498998,Compare to Exact,0.308285350239333,0.691714649760667,RatioK
,,PureRGB,-1.37017162805689,"(0.50687, 0.25188)","W=0.0000, RGB=1.0000","R=2.6678, G=0.3162, B=0.2915",29.9916308277486,Compare to Exact,0,1,RatioK
261,"(0.5265, 0.2778, 4.0000)",Exact,36.2002017029471,"(0.61522, 0.25014)","W=0.3788, RGB=0.6212","R=2.1808, G=0.0000, B=0.1052",0,Compare to Exact,0.378778027616935,0.621221972383065,RatioK
,,Projection1,25.445896426339,"(0.57992, 0.26116)","W=0.2602, RGB=0.7398","R=2.2964, G=0.1183, B=0.1377",10.7543052766081,Compare to Exact,0.260170535217137,0.739829464782863,RatioK
,,ProjectionK,26.2386708294102,"(0.58223, 0.26044)","W=0.2689, RGB=0.7311","R=2.2879, G=0.1096, B=0.1353",9.9615308735369,Compare to Exact,0.268919747759501,0.7310802522405,RatioK
,,Ratio1,34.6442295080101,"(0.60951, 0.25192)","W=0.3616, RGB=0.6384","R=2.1975, G=0.0171, B=0.1099",1.555972194937,Compare to Exact,0.361625867484389,0.638374132515611,RatioK
,,RatioK,35.300697346671,"(0.61189, 0.25118)","W=0.3689, RGB=0.6311","R=2.1904, G=0.0099, B=0.1079",0.899504356276097,Compare to Exact,0.368862599008273,0.631137400991727,RatioK
,,PureRGB,1.91423436532086,"(0.52651, 0.27784)","W=0.0000, RGB=1.0000","R=2.5500, G=0.3778, B=0.2090",34.2859673376262,Compare to Exact,0,1,RatioK
262,"(0.5484, 0.3068, 4.0000)",Exact,42.8863811174738,"(0.69064, 0.28557)","W=0.4353, RGB=0.5647","R=2.0178, G=0.0000, B=0.0142",0,Compare to Exact,0.435311464430748,0.564688535569252,Ratio1
,,Projection1,31.9374880017449,"(0.63404, 0.29401)","W=0.3107, RGB=0.6893","R=2.1392, G=0.1243, B=0.0483",10.9488931157289,Compare to Exact,0.310737164891072,0.689262835108928,Ratio1
,,ProjectionK,33.8755672304301,"(0.64272, 0.29272)","W=0.3328, RGB=0.6672","R=2.1178, G=0.1023, B=0.0423",9.0108138870437,Compare to Exact,0.332752246309741,0.667247753690259,Ratio1
,,Ratio1,41.2261933420589,"(0.68073, 0.28705)","W=0.4164, RGB=0.5836","R=2.0362, G=0.0189, B=0.0194",1.6601877754149,Compare to Exact,0.416396710125021,0.583603289874979,Ratio1
,,RatioK,40.3269667041549,"(0.67559, 0.28782)","W=0.4062, RGB=0.5938","R=2.0462, G=0.0291, B=0.0222",2.5594144133189,Compare to Exact,0.40615448357196,0.59384551642804,Ratio1
,,PureRGB,4.32103687423322,"(0.54840, 0.30678)","W=0.0000, RGB=1.0000","R=2.4422, G=0.4342, B=0.1334",38.5653442432406,Compare to Exact,0,1,Ratio1
263,"(0.5730, 0.3393, 4.0000)",Exact,25.0587790739073,"(0.64727, 0.33918)","W=0.2337, RGB=0.7663","R=2.1153, G=0.2529, B=0.0000",0,Compare to Exact,0.233660568577964,0.766339431422036,RatioK
,,Projection1,21.9246125705746,"(0.63329, 0.33920)","W=0.1984, RGB=0.8016","R=2.1497, G=0.2881, B=0.0097",3.1341665033327,Compare to Exact,0.198411021714991,0.801588978285009,RatioK
,,ProjectionK,18.7294115336999,"(0.62024, 0.33921)","W=0.1625, RGB=0.8375","R=2.1847, G=0.3240, B=0.0195",6.3293675402074,Compare to Exact,0.162454691167736,0.837545308832264,RatioK
,,Ratio1,24.19102384723,"(0.64327, 0.33919)","W=0.2239, RGB=0.7761","R=2.1248, G=0.2627, B=0.0027",0.8677552266773,Compare to Exact,0.223902500552815,0.776097499447185,RatioK
,,RatioK,25.0587790739073,"(0.64727, 0.33918)","W=0.2337, RGB=0.7663","R=2.1153, G=0.2529, B=0.0000",0,Compare to Exact,0.233660568577964,0.766339431422036,RatioK
,,PureRGB,4.33113999881375,"(0.57297, 0.33926)","W=0.0000, RGB=1.0000","R=2.3431, G=0.4860, B=0.0640",20.7276390750935,Compare to Exact,0,1,RatioK
264,"(0.6007, 0.3759, 4.0000)",Exact,2.97400647669894,"(0.60072, 0.37594)","W=0.0000, RGB=1.0000","R=2.2517, G=0.5338, B=0.0000",0,Compare to Exact,2.00519301736923e-16,1,Ratio1
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,Ratio1,2.97400647669894,"(0.60072, 0.37594)","W=0.0000, RGB=1.0000","R=2.2517, G=0.5338, B=0.0000",0,Compare to Exact,2.00519301736923e-16,1,Ratio1
,,RatioK,2.97400647665295,"(0.60072, 0.37594)","W=0.0000, RGB=1.0000","R=2.2517, G=0.5338, B=0.0000",4.59898785720725e-11,Compare to Exact,1.00259650868462e-15,0.999999999999999,Ratio1
,,PureRGB,2.97400647666222,"(0.60072, 0.37594)","W=0.0000, RGB=1.0000","R=2.2517, G=0.5338, B=0.0000",3.67199604056623e-11,Compare to Exact,0,1,Ratio1
265,"(0.4723, 0.1830, 4.0000)",Exact,-29.4637322337909,"(0.47228, 0.18300)","W=0.0000, RGB=1.0000","R=3.3245, G=0.0000, B=0.5960",0,Compare to Exact,0,1,PureRGB
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,PureRGB
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,PureRGB
,,Ratio1,-29.4637322337914,"(0.47228, 0.18300)","W=-0.0000, RGB=1.0000","R=3.3245, G=0.0000, B=0.5960",5.00932628710871e-13,Compare to Exact,-4.11923848497121e-16,1,PureRGB
,,RatioK,-29.4637322337914,"(0.47228, 0.18300)","W=-0.0000, RGB=1.0000","R=3.3245, G=0.0000, B=0.5960",5.00932628710871e-13,Compare to Exact,-4.11923848497121e-16,1,PureRGB
,,PureRGB,-29.4637322337909,"(0.47228, 0.18300)","W=0.0000, RGB=1.0000","R=3.3245, G=0.0000, B=0.5960",0,Compare to Exact,0,1,PureRGB
266,"(0.4872, 0.2017, 4.0000)",Exact,3.44321929894524,"(0.49594, 0.19412)","W=0.0878, RGB=0.9122","R=3.0686, G=0.0000, B=0.4606",0,Compare to Exact,0.0878496578319274,0.912150342168072,RatioK
,,Projection1,-1.75157082901263,"(0.48872, 0.20041)","W=0.0157, RGB=0.9843","R=3.1390, G=0.0720, B=0.4804",5.19479012795787,Compare to Exact,0.0156843242388521,0.984315675761148,RatioK
,,ProjectionK,-0.29660004166266,"(0.49028, 0.19905)","W=0.0319, RGB=0.9681","R=3.1232, G=0.0558, B=0.4760",3.7398193406079,Compare to Exact,0.0318679982080952,0.968132001791905,RatioK
,,Ratio1,3.19960824530208,"(0.49546, 0.19453)","W=0.0833, RGB=0.9167","R=3.0731, G=0.0046, B=0.4619",0.24361105364316,Compare to Exact,0.0832695984891501,0.91673040151085,RatioK
,,RatioK,3.27373900843172,"(0.49561, 0.19441)","W=0.0846, RGB=0.9154","R=3.0718, G=0.0032, B=0.4615",0.16948029051352,Compare to Exact,0.0846493755439645,0.915350624456035,RatioK
,,PureRGB,-3.27459378805851,"(0.48723, 0.20171)","W=0.0000, RGB=1.0000","R=3.1543, G=0.0876, B=0.4847",6.71781308700375,Compare to Exact,0,1,RatioK
267,"(0.5036, 0.2222, 4.0000)",Exact,19.8007280661326,"(0.52506, 0.20779)","W=0.1671, RGB=0.8329","R=2.8377, G=0.0000, B=0.3385",0,Compare to Exact,0.167140582408007,0.832859417591993,RatioK
