Index,NeighborRank,Target_x,Target_y,Target_u1976,Target_v1976,GridI,GridJ,GridK,Neighbor_x,Neighbor_y,Neighbor_u1976,Neighbor_v1976,Delta_u1976,Delta_v1976,Delta_uv1976
10,1,0.151568522146146,0.13419830663946,0.140756892496474,0.280407876220848,0,10,14,0.149959257497693,0.139242782997667,0.137231235982768,0.286704761982929,-0.00352565651370598,0.00629688576208098,0.00721671837841381
10,2,0.151568522146146,0.13419830663946,0.140756892496474,0.280407876220848,0,9,15,0.150232722177482,0.124019254360603,0.143496782046715,0.26653193939999,0.00273988955024101,-0.013875936820858,0.0141438544040853
10,3,0.151568522146146,0.13419830663946,0.140756892496474,0.280407876220848,1,9,14,0.16929646807087,0.135601353459745,0.157902856945893,0.284569684543775,0.017145964449419,0.00416180832292701,0.0176438302365877
10,4,0.151568522146146,0.13419830663946,0.140756892496474,0.280407876220848,1,10,13,0.169871216452412,0.151727478589209,0.151637310881946,0.304742507126714,0.010880418385472,0.024334630905866,0.0266562894185903
10,5,0.151568522146146,0.13419830663946,0.140756892496474,0.280407876220848,0,11,13,0.1496607678311,0.155859429764474,0.130965689918821,0.306877584565868,-0.00979120257765301,0.02646970834502,0.0282225638060588
10,6,0.151568522146146,0.13419830663946,0.140756892496474,0.280407876220848,1,8,15,0.168769035156525,0.12080279212876,0.16416840300984,0.264396861960837,0.023411510513366,-0.016011014260011,0.0283628525037896
11,1,0.151848516203895,0.150893153743616,0.134766199243833,0.30131619981017,0,11,13,0.1496607678311,0.155859429764474,0.130965689918821,0.306877584565868,-0.00380050932501202,0.00556138475569801,0.00673593880097003
11,2,0.151848516203895,0.150893153743616,0.134766199243833,0.30131619981017,0,10,14,0.149959257497693,0.139242782997667,0.137231235982768,0.286704761982929,0.002465036738935,-0.014611437827241,0.0148179121843676
11,3,0.151848516203895,0.150893153743616,0.134766199243833,0.30131619981017,1,10,13,0.169871216452412,0.151727478589209,0.151637310881946,0.304742507126714,0.016871111638113,0.00342630731654403,0.0172155159589562
11,4,0.151848516203895,0.150893153743616,0.134766199243833,0.30131619981017,1,11,12,0.170499946231276,0.169368198271423,0.145371764817999,0.324915329709653,0.010605565574166,0.023599129899483,0.025872706722734
11,5,0.151848516203895,0.150893153743616,0.134766199243833,0.30131619981017,0,12,12,0.149333653380515,0.174069592078439,0.124700143854874,0.327050407148807,-0.010066055388959,0.025734207338637,0.02763285903488
11,6,0.151848516203895,0.150893153743616,0.134766199243833,0.30131619981017,1,9,14,0.16929646807087,0.135601353459745,0.157902856945893,0.284569684543775,0.02313665770206,-0.016746515266395,0.0285613498138637
12,1,0.152155746871009,0.169212003273556,0.128775505991192,0.322224523399492,0,12,12,0.149333653380515,0.174069592078439,0.124700143854874,0.327050407148807,-0.004075362136318,0.00482588374931503,0.00631646503228169
12,2,0.152155746871009,0.169212003273556,0.128775505991192,0.322224523399492,0,11,13,0.1496607678311,0.155859429764474,0.130965689918821,0.306877584565868,0.00219018392762899,-0.015346938833624,0.0155024332670662
12,3,0.152155746871009,0.169212003273556,0.128775505991192,0.322224523399492,1,11,12,0.170499946231276,0.169368198271423,0.145371764817999,0.324915329709653,0.016596258826807,0.002690806310161,0.0168129784882147
12,4,0.152155746871009,0.169212003273556,0.128775505991192,0.322224523399492,1,12,11,0.171190637189439,0.188747406938785,0.139106218754051,0.345088152292592,0.010330712762859,0.0228636288931,0.0250892238291681
12,5,0.152155746871009,0.169212003273556,0.128775505991192,0.322224523399492,0,13,11,0.14897358914356,0.194114038866587,0.118434597790927,0.347223229731746,-0.010340908200265,0.024998706332254,0.0270530904092783
12,6,0.152155746871009,0.169212003273556,0.128775505991192,0.322224523399492,1,10,13,0.169871216452412,0.151727478589209,0.151637310881946,0.304742507126714,0.022861804890754,-0.017482016272778,0.0287799064596217
13,1,0.152494391514692,0.189403933753714,0.122784812738551,0.343132846988814,0,13,11,0.14897358914356,0.194114038866587,0.118434597790927,0.347223229731746,-0.00435021494762401,0.004090382742932,0.00597123111880685
13,2,0.152494391514692,0.189403933753714,0.122784812738551,0.343132846988814,0,12,12,0.149333653380515,0.174069592078439,0.124700143854874,0.327050407148807,0.001915331116323,-0.016082439840007,0.0161960910250776
13,3,0.152494391514692,0.189403933753714,0.122784812738551,0.343132846988814,1,12,11,0.171190637189439,0.188747406938785,0.139106218754051,0.345088152292592,0.0163214060155,0.00195530530377797,0.0164381116054668
13,4,0.152494391514692,0.189403933753714,0.122784812738551,0.343132846988814,1,13,10,0.171952923437183,0.210135415692495,0.132840672690104,0.365260974875531,0.010055859951553,0.022128127886717,0.0243058503890761
13,5,0.152494391514692,0.189403933753714,0.122784812738551,0.343132846988814,0,14,10,0.148575332604936,0.216284616161358,0.11216905172698,0.367396052314684,-0.010615761011571,0.02426320532587,0.0264839104842943
13,6,0.152494391514692,0.189403933753714,0.122784812738551,0.343132846988814,1,11,12,0.170499946231276,0.169368198271423,0.145371764817999,0.324915329709653,0.022586952079448,-0.018217517279161,0.0290180691993077
14,1,0.152869527790699,0.21177170406109,0.11679411948591,0.364041170578136,0,14,10,0.148575332604936,0.216284616161358,0.11216905172698,0.367396052314684,-0.00462506775893,0.00335488173654797,0.00571371011173273
14,2,0.152869527790699,0.21177170406109,0.11679411948591,0.364041170578136,1,13,10,0.171952923437183,0.210135415692495,0.132840672690104,0.365260974875531,0.016046553204194,0.00121980429739499,0.0160928491032189
14,3,0.152869527790699,0.21177170406109,0.11679411948591,0.364041170578136,0,13,11,0.14897358914356,0.194114038866587,0.118434597790927,0.347223229731746,0.001640478305017,-0.01681794084639,0.0168977603066769
14,4,0.152869527790699,0.21177170406109,0.11679411948591,0.364041170578136,1,14,9,0.17279854555588,0.233861638394985,0.126575126626157,0.38543379745847,0.009781007140247,0.021392626880334,0.0235225973378526
14,5,0.152869527790699,0.21177170406109,0.11679411948591,0.364041170578136,0,15,9,0.148132466806724,0.240938550141697,0.105903505663032,0.387568874897623,-0.010890613822878,0.023527704319487,0.0259260166625008
14,6,0.152869527790699,0.21177170406109,0.11679411948591,0.364041170578136,1,12,11,0.171190637189439,0.188747406938785,0.139106218754051,0.345088152292592,0.022312099268141,-0.018953018285544,0.0292753595346589
15,1,0.1532873899879,0.23668703815416,0.110803426233269,0.384949494167458,0,15,9,0.148132466806724,0.240938550141697,0.105903505663032,0.387568874897623,-0.004899920570237,0.00261938073016499,0.00555611168032027
15,2,0.1532873899879,0.23668703815416,0.110803426233269,0.384949494167458,1,14,9,0.17279854555588,0.233861638394985,0.126575126626157,0.38543379745847,0.015771700392888,0.000484303291012012,0.0157791344173471
15,3,0.1532873899879,0.23668703815416,0.110803426233269,0.384949494167458,0,14,10,0.148575332604936,0.216284616161358,0.11216905172698,0.367396052314684,0.001365625493711,-0.017553441852774,0.0176064832907595
15,4,0.1532873899879,0.23668703815416,0.110803426233269,0.384949494167458,1,15,8,0.173741959604866,0.260331679010058,0.12030958056221,0.405606620041409,0.009506154328941,0.020657125873951,0.022739477115754
15,5,0.1532873899879,0.23668703815416,0.110803426233269,0.384949494167458,0,16,8,0.147637051959308,0.268517841634444,0.0996379595990853,0.407741697480562,-0.0111654666341837,0.022792203313104,0.0253801532112188
15,6,0.1532873899879,0.23668703815416,0.110803426233269,0.384949494167458,1,13,10,0.171952923437183,0.210135415692495,0.132840672690104,0.365260974875531,0.022037246456835,-0.019688519291927,0.0295512778625201
16,1,0.153755718250603,0.264611447704968,0.104812732980628,0.40585781775678,0,16,8,0.147637051959308,0.268517841634444,0.0996379595990853,0.407741697480562,-0.00517477338154271,0.00188387972378201,0.00550702118790185
16,2,0.153755718250603,0.264611447704968,0.104812732980628,0.40585781775678,1,15,8,0.173741959604866,0.260331679010058,0.12030958056221,0.405606620041409,0.015496847581582,-0.000251197715370965,0.0154988833552289
16,3,0.153755718250603,0.264611447704968,0.104812732980628,0.40585781775678,0,15,9,0.148132466806724,0.240938550141697,0.105903505663032,0.387568874897623,0.001090772682404,-0.018288942859157,0.0183214414266506
16,4,0.153755718250603,0.264611447704968,0.104812732980628,0.40585781775678,1,16,7,0.174801170380873,0.290050710956781,0.114044034498263,0.425779442624348,0.009231301517635,0.019921624867568,0.0219565039355904
16,5,0.153755718250603,0.264611447704968,0.104812732980628,0.40585781775678,0,17,7,0.147079145214337,0.2995759999145,0.0933724135351382,0.427914520063501,-0.0114403194454898,0.022056702306721,0.024847113024699
16,6,0.153755718250603,0.264611447704968,0.104812732980628,0.40585781775678,1,14,9,0.17279854555588,0.233861638394985,0.126575126626157,0.38543379745847,0.021762393645529,-0.02042402029831,0.0298453075428741
17,1,0.154284242461343,0.296125083958874,0.0988220397279866,0.426766141346101,0,17,7,0.147079145214337,0.2995759999145,0.0933724135351382,0.427914520063501,-0.0054496261928484,0.00114837871739998,0.00556930869321827
17,2,0.154284242461343,0.296125083958874,0.0988220397279866,0.426766141346101,1,16,7,0.174801170380873,0.290050710956781,0.114044034498263,0.425779442624348,0.0152219947702764,-0.000986698721752999,0.0152539404467774
17,3,0.154284242461343,0.296125083958874,0.0988220397279866,0.426766141346101,0,16,8,0.147637051959308,0.268517841634444,0.0996379595990853,0.407741697480562,0.000815919871098691,-0.019024443865539,0.0190419324027027
17,4,0.154284242461343,0.296125083958874,0.0988220397279866,0.426766141346101,1,17,6,0.175998891567365,0.323656028246699,0.107778488434316,0.445952265207287,0.0089564487063294,0.019186123861186,0.0211736941095757
17,5,0.154284242461343,0.296125083958874,0.0988220397279866,0.426766141346101,0,18,6,0.146446126476179,0.334815574164451,0.0871068674711911,0.44808734264644,-0.0117151722567955,0.021321201300339,0.0243277390214538
17,6,0.154284242461343,0.296125083958874,0.0988220397279866,0.426766141346101,1,15,8,0.173741959604866,0.260331679010058,0.12030958056221,0.405606620041409,0.0214875408342234,-0.021159521304692,0.0301569188238144
18,1,0.154885365524212,0.331967478994197,0.0928313464753455,0.447674464935423,0,18,6,0.146446126476179,0.334815574164451,0.0871068674711911,0.44808734264644,-0.00572447900415439,0.000412877711017001,0.00573934908097243
18,2,0.154885365524212,0.331967478994197,0.0928313464753455,0.447674464935423,1,17,6,0.175998891567365,0.323656028246699,0.107778488434316,0.445952265207287,0.0149471419589705,-0.00172219972813603,0.0150460301955436
18,3,0.154885365524212,0.331967478994197,0.0928313464753455,0.447674464935423,0,17,7,0.147079145214337,0.2995759999145,0.0933724135351382,0.427914520063501,0.000541067059792705,-0.019759944871922,0.019767351236435
18,4,0.154885365524212,0.331967478994197,0.0928313464753455,0.447674464935423,1,18,5,0.177364192853496,0.361963259874756,0.101512942370369,0.466125087790226,0.0086815958950235,0.018450622854803,0.0203910664511366
18,5,0.154885365524212,0.331967478994197,0.0928313464753455,0.447674464935423,0,19,5,0.145721732258508,0.375141937794896,0.080841321407244,0.468260165229379,-0.0119900250681015,0.020585700293956,0.0238229250455582
18,6,0.154885365524212,0.331967478994197,0.0928313464753455,0.447674464935423,1,16,7,0.174801170380873,0.290050710956781,0.114044034498263,0.425779442624348,0.0212126880229175,-0.021895022311075,0.0304855725739258
19,1,0.155575148983125,0.373096313920637,0.0868406532227044,0.468582788524745,0,19,5,0.145721732258508,0.375141937794896,0.080841321407244,0.468260165229379,-0.0059993318154604,-0.000322623295365976,0.0060080003347793
19,2,0.155575148983125,0.373096313920637,0.0868406532227044,0.468582788524745,1,18,5,0.177364192853496,0.361963259874756,0.101512942370369,0.466125087790226,0.0146722891476646,-0.00245770073451901,0.0148767053386538
19,3,0.155575148983125,0.373096313920637,0.0868406532227044,0.468582788524745,1,19,4,0.178934890432122,0.406033441726393,0.0952473963064217,0.486297910373165,0.00840674308371731,0.01771512184842,0.0196086427725122
19,4,0.155575148983125,0.373096313920637,0.0868406532227044,0.468582788524745,0,18,6,0.146446126476179,0.334815574164451,0.0871068674711911,0.44808734264644,0.000266214248486704,-0.020495445878305,0.0204971747266941
19,5,0.155575148983125,0.373096313920637,0.0868406532227044,0.468582788524745,0,20,4,0.144884638610404,0.421742175652594,0.0745757753432969,0.488432987812318,-0.0122648778794075,0.019850199287573,0.0233336161182347
19,6,0.155575148983125,0.373096313920637,0.0868406532227044,0.468582788524745,1,17,6,0.175998891567365,0.323656028246699,0.107778488434316,0.445952265207287,0.0209378352116116,-0.022630523317458,0.0308307237827887
20,1,0.156374769472133,0.420774260776587,0.0808499599700633,0.489491112114067,0,20,4,0.144884638610404,0.421742175652594,0.0745757753432969,0.488432987812318,-0.0062741846267664,-0.00105812430174901,0.00636278396369889
20,2,0.156374769472133,0.420774260776587,0.0808499599700633,0.489491112114067,1,19,4,0.178934890432122,0.406033441726393,0.0952473963064217,0.486297910373165,0.0143974363363584,-0.00319320174090199,0.014747295020362
20,3,0.156374769472133,0.420774260776587,0.0808499599700633,0.489491112114067,1,20,3,0.18076110413382,0.45727282162292,0.0889818502424747,0.506470732956104,0.00813189027241139,0.016979620842037,0.018826448505809
20,4,0.156374769472133,0.420774260776587,0.0808499599700633,0.489491112114067,0,19,5,0.145721732258508,0.375141937794896,0.080841321407244,0.468260165229379,-8.6385628193103e-06,-0.021230946884688,0.0212309486421405
20,5,0.156374769472133,0.420774260776587,0.0808499599700633,0.489491112114067,0,21,3,0.143906326859292,0.47620389615905,0.0683102292793498,0.508605810395257,-0.0125397306907135,0.01911469828119,0.0228608078636025
20,6,0.156374769472133,0.420774260776587,0.0808499599700633,0.489491112114067,1,18,5,0.177364192853496,0.361963259874756,0.101512942370369,0.466125087790226,0.0206629824003057,-0.023366024323841,0.0311918248003811
21,1,0.157312731100565,0.476700897584996,0.0748592667174222,0.510399435703389,0,21,3,0.143906326859292,0.47620389615905,0.0683102292793498,0.508605810395257,-0.00654903743807241,-0.00179362530813199,0.00679021230236916
21,2,0.157312731100565,0.476700897584996,0.0748592667174222,0.510399435703389,1,20,3,0.18076110413382,0.45727282162292,0.0889818502424747,0.506470732956104,0.0141225835250525,-0.00392870274728496,0.0146588563912267
21,3,0.157312731100565,0.476700897584996,0.0748592667174222,0.510399435703389,1,21,2,0.182910704255691,0.517585684880804,0.0827163041785275,0.526643555539042,0.0078570374611053,0.016244119835653,0.0180445134847207
21,4,0.157312731100565,0.476700897584996,0.0748592667174222,0.510399435703389,0,20,4,0.144884638610404,0.421742175652594,0.0745757753432969,0.488432987812318,-0.000283491374125297,-0.021966447891071,0.0219682771356868
21,5,0.157312731100565,0.476700897584996,0.0748592667174222,0.510399435703389,0,22,2,0.142747769699134,0.540699713750497,0.0620446832154027,0.528778632978196,-0.0128145835020195,0.0183791972748071,0.0224055449118406
21,6,0.157312731100565,0.476700897584996,0.0748592667174222,0.510399435703389,1,19,4,0.178934890432122,0.406033441726393,0.0952473963064217,0.486297910373165,0.0203881295889995,-0.024101525330224,0.0315683282956394
22,1,0.158428334860217,0.543219574252482,0.0688685734647811,0.531307759292711,0,22,2,0.142747769699134,0.540699713750497,0.0620446832154027,0.528778632978196,-0.00682389024937841,-0.00252912631451496,0.0072774966884454
22,2,0.158428334860217,0.543219574252482,0.0688685734647811,0.531307759292711,1,21,2,0.182910704255691,0.517585684880804,0.0827163041785275,0.526643555539042,0.0138477307137464,-0.00466420375366905,0.0146121334026273
22,3,0.158428334860217,0.543219574252482,0.0688685734647811,0.531307759292711,1,22,1,0.185477933053039,0.589616253650676,0.0764507581145804,0.546816378121981,0.00758218464979929,0.01550861882927,0.0172628729374702
22,4,0.158428334860217,0.543219574252482,0.0688685734647811,0.531307759292711,0,23,1,0.141354099743971,0.618284045626359,0.0557791371514556,0.548951455561135,-0.0130894363133255,0.017643696268424,0.0219689180665094
22,5,0.158428334860217,0.543219574252482,0.0688685734647811,0.531307759292711,0,21,3,0.143906326859292,0.47620389615905,0.0683102292793498,0.508605810395257,-0.000558344185431311,-0.022701948897454,0.0227088139710558
22,6,0.158428334860217,0.543219574252482,0.0688685734647811,0.531307759292711,2,21,1,0.225992514915343,0.563293436304442,0.0971223790777053,0.544681300682828,0.0282538056129242,0.013373541390117,0.0312590649400471
23,1,0.159777325456088,0.62365410891397,0.06287788021214,0.552216082882033,0,23,1,0.141354099743971,0.618284045626359,0.0557791371514556,0.548951455561135,-0.0070987430606844,-0.00326462732089805,0.0078134463961794
23,2,0.159777325456088,0.62365410891397,0.06287788021214,0.552216082882033,1,22,1,0.185477933053039,0.589616253650676,0.0764507581145804,0.546816378121981,0.0135728779024404,-0.00539970476005203,0.0146075263494639
23,3,0.159777325456088,0.62365410891397,0.06287788021214,0.552216082882033,1,23,0,0.188597591887256,0.677146745840827,0.0701852120506334,0.56698920070492,0.0073073318384934,0.0147731178228869,0.01648156876049
